areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00053353,73.6,20.2,6.2
E00053357,89.9,7.7,2.4
E00053359,74.9,17.1,8
E00053360,81.8,11.5,6.7
E00053361,81.2,15.3,3.5
E00053362,81.4,15,3.6
E00053363,78.7,12.3,9
E00053364,77.7,15.8,6.5
E00053365,87.5,10,2.4
E00053366,86.1,10,3.9
E00053369,85,12.6,2.4
E00053370,89.5,8.1,2.4
E00053371,92.9,7.1,0
E00053372,77.2,18.6,4.1
E00053373,76.8,14.7,8.5
E00053374,80.1,15.7,4.2
E00053375,81.8,12.6,5.6
E00053376,88.7,8.4,3
E00053377,75.9,14.7,9.4
E00053378,83.2,11.4,5.4
E00053379,74.6,18.5,6.9
E00053380,81.1,15,3.8
E00053381,79.3,14.3,6.3
E00053382,84.2,12.2,3.6
E00053383,78,15.1,6.9
E00053384,82.6,10.9,6.4
E00053385,77.4,14.1,8.5
E00053386,73.3,16.2,10.6
E00053401,88.8,9.3,1.9
E00053403,89.1,9.9,1
E00053404,92.7,4.6,2.7
E00053405,85.8,9.6,4.5
E00053406,75.8,17,7.2
E00053407,89.1,8.4,2.5
E00053408,83.1,13.4,3.6
E00053410,87.2,10,2.8
E00053411,68.3,21.7,10
E00053412,80.7,12.2,7
E00053414,80.9,11.7,7.5
E00053415,62.8,20,17.3
E00053416,85.5,12,2.5
E00053417,78.9,14.5,6.5
E00053418,87.5,9.2,3.3
E00053419,61.6,23.7,14.7
E00053420,85.4,10.7,3.9
E00053421,79.4,12.4,8.2
E00053422,70.1,20.3,9.6
E00053424,66,23.1,10.8
E00053425,84,12,4
E00053426,78.8,15,6.2
E00053427,81.2,13.6,5.2
E00053428,82.3,10.9,6.8
E00053430,63,24.2,12.8
E00053431,82.4,14.8,2.8
E00053432,80.1,13.2,6.8
E00053434,91,6.7,2.3
E00053435,89.4,9,1.6
E00053436,81.5,11.1,7.4
E00053437,86.1,8.8,5.2
E00053438,91.5,8.2,0.3
E00053439,82.4,14.3,3.3
E00053451,87.3,8.8,3.9
E00053453,77.2,17.6,5.2
E00053454,86.6,11.8,1.6
E00053455,87.7,10.4,1.9
E00053456,84.7,11.2,4.1
E00053457,80.4,13.2,6.4
E00053458,85.6,10.5,3.9
E00053459,90.4,7.3,2.3
E00053460,84,10.1,5.9
E00053462,85.7,11.1,3.2
E00053463,73,19.3,7.7
E00053464,82.1,13.9,4
E00053465,79.9,15.5,4.6
E00053466,84.2,10.1,5.7
E00053467,80,16.5,3.5
E00053468,76.1,16,7.8
E00053469,83.5,12.8,3.7
E00053470,80.1,13.5,6.5
E00053471,84,12.2,3.8
E00053472,83.2,11.7,5.1
E00053473,87.6,10.7,1.7
E00053474,64.8,22.7,12.5
E00053475,86,12.6,1.4
E00053476,80.9,13.4,5.7
E00053477,79.8,13.5,6.7
E00053478,82.4,15.1,2.5
E00053479,71.6,20.9,7.5
E00053480,72.8,17.1,10.1
E00053481,76.9,17,6.1
E00053482,86.1,11.3,2.6
E00053483,83.4,11.6,5
E00053484,72.9,17.4,9.7
E00053485,73.2,22,4.9
E00053486,85.5,11.1,3.5
E00053487,83.1,13.5,3.4
E00053488,81.5,12.7,5.8
E00053489,83.7,11.2,5.1
E00053490,66.4,24.5,9.1
E00053491,82.9,13.3,3.8
E00053493,87.4,9.3,3.3
E00053494,80.7,13.9,5.4
E00053495,80.5,15.2,4.3
E00053496,72.8,15.3,11.9
E00053497,80.7,14.1,5.2
E00053498,86.2,9.3,4.5
E00053499,80.4,12.6,7
E00053500,87.9,8.1,3.9
E00053501,85.7,10.8,3.5
E00053502,77.1,17.5,5.4
E00053503,81.3,12.8,5.8
E00053641,79.4,14.8,5.9
E00053642,80.3,14.9,4.9
E00053643,79.9,13.6,6.4
E00053644,80.2,17,2.7
E00053645,81.8,13.9,4.3
E00053646,84.2,12.4,3.4
E00053647,79.1,14.4,6.5
E00053648,71.9,16.1,11.9
E00053649,71.5,18.8,9.7
E00053650,75.4,18.4,6.2
E00053651,69.5,24.6,5.9
E00053652,57,22.2,20.9
E00053653,84.4,10.1,5.6
E00053654,78.8,12.9,8.3
E00053655,77.5,15.7,6.8
E00053656,86.8,9.1,4.1
E00053657,79.3,15.1,5.6
E00053658,83.3,11.1,5.7
E00053659,80,12.4,7.6
E00053660,82,14.3,3.7
E00053661,83.9,10.9,5.3
E00053663,86.3,10.1,3.6
E00053664,80.5,13.1,6.4
E00053665,83.5,12.9,3.6
E00053666,79.7,14.9,5.4
E00053667,88.4,9.1,2.6
E00053668,81.3,13,5.7
E00053670,80.3,13.5,6.2
E00053671,58.6,28.6,12.8
E00053672,77.4,13,9.5
E00053673,86.4,9.3,4.3
E00053674,83.6,10.7,5.7
E00053675,78.2,14.3,7.6
