geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00069660,90,3.4,1.5,5
E00069661,98.2,0.9,0.5,0.5
E00069672,92.9,2.9,2.5,1.7
E00069674,96.9,2.1,0.3,0.7
E00069675,96.2,1.9,1.3,0.5
E00069677,96.2,2.2,0.6,1
E00069679,95.7,3.3,0.5,0.5
E00069681,95.5,2.8,0,1.7
E00069682,95.8,2.3,1.9,0
E00069684,94.9,3,0.9,1.3
E00069914,93.1,3.5,1.7,1.7
E00069963,91.3,5.2,1.7,1.7
E00069964,95.9,0.7,1.5,1.9
E00069965,93,2.3,2.3,2.3
E00069967,89.1,2.6,5.7,2.6
E00069968,94.6,2.2,1.8,1.3
E00069970,87.3,5.9,2.5,4.2
E00069971,89.6,3.1,1.9,5.4
E00069972,92.5,2.4,2.1,3
E00069973,89,3.8,3.8,3.3
E00069974,90.7,1.7,3.1,4.5
E00069975,89.2,3,3.8,4.1
E00069977,94.4,2.7,0.3,2.7
E00069978,89,5.2,2.4,3.4
E00069980,93.9,2,2.2,2
E00069981,93.8,1.7,2.4,2.1
E00069983,89.4,3.8,2.3,4.5
E00069984,96.2,1.4,1,1.4
E00069985,91.1,2.5,2.1,4.3
E00069986,92.7,4.1,0.6,2.6
E00069987,92.2,4.6,0.5,2.8
E00069992,93.6,4.9,0.6,0.9
E00069993,95.9,2.7,0.5,0.9
E00069994,92.2,4.5,2.9,0.4
E00069995,96.3,1.2,1.7,0.8
E00069996,89.1,5.9,1.4,3.6
E00069997,89.7,2.1,3.1,5.2
E00069999,94.1,3,1,2
E00070001,90.3,2.5,3.6,3.6
E00070104,88.9,3,1.1,7
E00070105,88.1,6.8,2.7,2.4
E00070106,92.6,2.8,0.9,3.7
E00070107,90.1,5.1,1.4,3.4
E00070111,91.1,5,1.4,2.5
E00070112,89.5,6.2,1.2,3.1
E00070113,93.7,2.9,0.6,2.9
E00070114,91.9,3.8,0.8,3.5
E00070115,94.3,2.4,1,2.4
E00070116,91.9,3.5,2.1,2.5
E00070117,88,6.8,1.2,4
E00070118,87.6,6.4,2.8,3.2
E00070120,91.7,2.8,2.1,3.4
E00070121,89.4,3,1.5,6.1
E00070122,91,2.7,0.9,5.4
E00070123,87.5,4.7,4.4,3.4
E00070124,93.5,3.1,1.9,1.5
E00070125,88.2,5.6,2.5,3.7
E00070126,91.8,2.8,2.1,3.2
E00070127,88.2,7.9,1.8,2.1
E00070128,92.5,3,4.5,0
E00070131,89.7,2.4,3,4.9
E00070133,88.1,4.3,3.6,4
E00070134,91.6,3.8,1.3,3.4
E00070142,94.5,3.7,0.6,1.2
E00070143,92.8,4.5,1.3,1.3
E00070144,90.5,5.9,1.5,2.1
E00070145,92,3.6,2.5,1.8
E00070185,86.2,7.7,1.2,4.9
E00070243,95.6,2.4,0.8,1.2
E00070244,94.9,3.1,0.6,1.4
E00070245,96.2,2.7,0.5,0.5
E00070246,95.8,3,0.8,0.4
E00070247,95,2.7,1.9,0.4
E00070248,94.6,3.5,0.3,1.6
E00070249,94.6,2.2,1.4,1.8
E00070250,97.9,2.1,0,0
E00070253,97.4,0,1.7,0.9
E00070254,97.3,1.5,0.6,0.6
E00070255,96.5,1.9,0.6,0.9
E00070256,95.8,2.6,1.6,0
E00070257,96.3,2,0.4,1.3
E00070258,97.6,2,0.4,0
E00070259,98.4,1.3,0,0.3
E00070260,97.7,0.9,0,1.4
E00070262,99.5,0.2,0.2,0
E00070264,94.5,2.6,0.6,2.3
E00070267,96.4,1.7,0.5,1.4
E00070268,97.2,1.7,0.6,0.6
E00070270,96.1,1.7,0.5,1.7
E00070271,95.4,1.7,2.9,0
E00070272,96.5,1.1,1.8,0.7
E00070273,93,2.8,0.7,3.5
E00070275,86.1,6.6,2.8,4.4
E00070276,89.3,3.6,5.2,1.9
E00070300,93.2,1.6,3.2,2.1
E00070301,87.1,6.1,1.7,5.1
E00070302,92.5,2.6,3.4,1.5
E00070303,91.4,1.5,4.5,2.6
E00070304,90.8,4.4,1.1,3.7
E00070305,94,2.8,1.6,1.6
E00070361,95.6,3.4,1,0
E00070366,95,0.4,3.8,0.8
E00070368,96.4,2.8,0.3,0.5
E00070370,95.9,1.7,1,1.4
E00070371,97,1.2,0.9,0.9
E00070372,97.6,1.4,0.9,0
E00070373,98.6,0.7,0.2,0.5
E00070375,97.3,1.7,0.5,0.5
E00070376,95.3,2.7,1,1
E00070377,93.2,5.3,0.7,0.7
E00070378,93.4,5,0.4,1.2
E00070383,95.7,2.3,1.9,0.2
E00070385,93.4,3,2,1.5
E00070386,94,1.4,1.4,3.1
E00070387,92.6,3.4,2,2
E00070388,95.9,2.1,0.5,1.6
E00070390,96.2,3.8,0,0
E00070391,93.6,2.7,0,3.7
E00070392,95.2,2.2,0.9,1.8
E00070393,91.1,2.6,1.7,4.7
E00070394,91.8,3.7,3.3,1.2
E00070396,88.4,5.2,1.9,4.5
E00070397,94.2,1.9,2.6,1.3
E00070400,98.1,0.9,0.4,0.6
E00070401,86.5,3.4,4.3,5.8
E00070402,98.5,0.9,0.4,0.2
E00070404,92.2,2.4,1.8,3.6
E00070406,97,1.4,1.4,0.2
E00070407,91.5,4.5,2,2
E00070408,93.3,4.8,0.5,1.4
E00070410,96.6,2.2,0.6,0.6
E00070411,96,0.7,1.4,1.8
E00070412,94.3,4,0.9,0.9
E00070436,93.7,1.4,2.2,2.8
E00070447,92.4,0.7,3.2,3.6
E00070450,96.4,1.7,1.2,0.7
E00070458,89.2,6.4,1.2,3.2
E00070522,94.5,4.1,1.4,0
E00070523,92.9,3,0.7,3.4
E00070525,88,6.2,2.5,3.3
E00070526,95.7,2,1.6,0.8
E00070529,88.5,3.8,2.9,4.8
E00070530,82.8,6.6,4.7,5.9
E00070532,88.8,3.3,2,5.9
E00070533,91,3.8,1,4.2
E00070536,93.5,1.6,0.8,4.1
E00070537,93.8,2.3,0.8,3.1
E00070538,91.4,5.2,1.9,1.4
E00070540,85.2,10.1,2.6,2.1
E00070541,91.6,3.5,2.3,2.6
E00070542,92.8,3.7,1,2.5
E00070543,89.3,6.2,1.5,3
E00070544,86.3,11.3,1.2,1.2
E00070549,88,5.7,2.5,3.8
E00070550,92.7,3.3,2,2
E00070551,86.6,7.9,2.8,2.8
E00070552,93.1,2.7,2.7,1.6
E00070553,92.8,2.9,2.9,1.4
E00070554,93.7,4,0.7,1.7
E00070555,92.7,3.8,1,2.6
E00070556,92.4,5.1,0.8,1.6
E00070557,85.2,7.5,2,5.2
E00070558,90.4,4,3.4,2.3
E00070559,87.9,7.3,2.2,2.6
E00070560,91,4.8,1.3,2.9
E00070561,88.6,2.6,2.2,6.6
E00070562,92.1,4.5,2.5,0.8
E00070564,90.3,6.1,1,2.6
E00070565,90.7,4,2.2,3.1
E00070566,87.2,7.7,1.5,3.6
E00070567,88,7.6,0.9,3.5
E00070568,89.4,7.7,1.6,1.3
E00070569,92.1,6.1,0.9,0.9
E00070570,90.8,6.5,0.9,1.8
E00070574,90,5.7,1.5,2.7
E00070576,89.9,7.6,0.4,2.2
E00070578,91.2,5.5,1.5,1.8
E00070579,90.5,5.3,1.4,2.8
E00070580,87.7,5.3,3.5,3.5
E00070582,89.1,5.5,2.2,3.3
E00070584,90.8,5.1,0.7,3.3
E00070585,93.4,3.8,1.1,1.7
E00070586,89.7,4.1,3.3,2.9
E00143027,90.6,7.7,1,0.7
E00143028,90.1,3.4,1.3,5.2
E00143029,90.8,5.5,0.7,3
E00143042,96.1,2.6,0.8,0.5
E00143043,94.2,3.7,2.1,0
E00143044,94.7,2.8,0.9,1.6
E00143045,92.1,2.9,2.1,2.9
E00143046,94.8,3.4,0.7,1.1
E00143047,93.8,1.9,2.7,1.6
E00143048,97.4,2.4,0.3,0
E00143050,93.8,3.3,2.1,0.9
E00143051,92.9,3.8,1.3,2.1
