geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00069660,17.3,19.2,59.6,3.8
E00069661,43.3,20.2,34.6,1.9
E00069672,21.2,27.3,48.5,3
E00069674,27.6,18.4,48,6.1
E00069675,28.1,24,45.5,2.5
E00069677,30.6,16.7,47.2,5.6
E00069679,12.4,17.7,69,0.9
E00069681,25,11.5,50,13.5
E00069682,32.1,23.3,38.4,6.3
E00069684,21.1,27.6,50,1.3
E00069914,15.4,20.1,56.8,7.7
E00069963,7.2,23.2,63.2,6.4
E00069964,8.7,20,62,9.3
E00069965,13.2,22.8,58.8,5.3
E00069967,9.4,22.7,64.1,3.9
E00069968,15,15.8,60.9,8.3
E00069970,8.3,21.1,60.6,10.1
E00069971,9.2,27.7,57.1,5.9
E00069972,3.1,23.9,65.4,7.5
E00069973,16.4,17.8,64.4,1.4
E00069974,11.1,28.2,53,7.7
E00069975,12.2,25.4,55.2,7.2
E00069977,21.7,20.9,51.3,6.1
E00069978,6,23.2,64.9,6
E00069980,8.6,25,60.2,6.3
E00069981,11.2,29.6,47.5,11.7
E00069983,7.7,24,62.5,5.8
E00069984,13.9,22.2,59,4.9
E00069985,16.7,18.9,55.3,9.1
E00069986,7.5,20.8,65.4,6.3
E00069987,10.7,16.8,64.9,7.6
E00069992,2.1,8,76.9,13
E00069993,5,12.6,72.3,10.1
E00069994,7.6,17.1,67.6,7.6
E00069995,13,38,44.6,4.3
E00069996,12.5,14.4,66.3,6.7
E00069997,13.7,26.5,53.8,6
E00069999,10.5,27.9,60.5,1.2
E00070001,13.6,31.8,50,4.5
E00070104,4.9,25.4,59,10.7
E00070105,12.4,17.4,64.5,5.8
E00070106,9.3,18.6,67.4,4.7
E00070107,7.7,21.3,66.9,4.1
E00070111,8.1,23.7,59.3,8.9
E00070112,10,15,61.1,13.9
E00070113,8.6,15.7,64.6,11.1
E00070114,5.6,15.9,70.6,7.9
E00070115,8.3,19.8,60.4,11.5
E00070116,10,17.3,65.5,7.3
E00070117,10.6,24.6,61.3,3.5
E00070118,9.6,20.2,63.2,7
E00070120,9.2,17,63.4,10.5
E00070121,12.8,22,56.9,8.3
E00070122,6,23,64,7
E00070123,10.4,22.9,59,7.6
E00070124,11.2,20.1,56.8,11.8
E00070125,4.7,26.4,64.2,4.7
E00070126,9.1,20.8,61.7,8.4
E00070127,7.8,25,60.2,7
E00070128,12.5,21.9,59.4,6.3
E00070131,7.6,25.5,59.9,7
E00070133,13.3,18.5,60,8.1
E00070134,16.8,24.8,53.1,5.3
E00070142,5.5,17.5,62.5,14.5
E00070143,7.6,23.5,58,10.9
E00070144,11.7,22.2,55,11.1
E00070145,4.4,19.9,66.3,9.4
E00070185,17,13.5,56,13.5
E00070243,50.6,19.1,27,3.4
E00070244,24.3,20.7,46.8,8.1
E00070245,41.1,20.2,34.7,4
E00070246,8.2,13,73.3,5.5
E00070247,33.6,20,42.7,3.6
E00070248,16.8,25.2,52.9,5
E00070249,22.4,22.4,50,5.2
E00070250,50.7,16.9,31,1.4
E00070253,0,10,80,10
E00070254,19,17.5,53.2,10.3
E00070255,8,8,73.8,10.2
E00070256,29.9,15.6,53.2,1.3
E00070257,29.2,18,46.1,6.7
E00070258,19.5,20.7,52.4,7.3
E00070259,26.2,17.2,54.9,1.6
