geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00056968,4,21.2,43.7,31.1
E00056969,4,27,50,19
E00056970,4.3,25.9,54,15.8
E00056971,13.7,39.2,38.2,8.8
E00056974,24.2,32.9,31.5,11.4
E00056975,17,37.3,32.7,13.1
E00056976,7.1,41.8,39.7,11.4
E00056978,12.6,43.4,35,9.1
E00057360,4.8,37.4,50.3,7.5
E00057371,25.8,41.7,25.8,6.7
E00058234,0,23.1,59.5,17.4
E00058235,9.6,40,40,10.4
E00058236,12.7,37.3,35.2,14.8
E00058237,10.2,37,36.2,16.5
E00058238,1.8,36.9,49.5,11.7
E00058239,10.3,42.1,39.7,7.9
E00058240,7.4,22.1,58.2,12.3
E00058241,8.3,48.6,29.4,13.8
E00058242,11.2,49.5,34.6,4.7
E00058244,9.3,53.7,31.5,5.6
E00058246,9.4,50.9,30.2,9.4
E00058247,14.3,53.6,29.5,2.7
E00058248,6.5,49.5,32.7,11.2
E00058249,13.4,46.2,32.8,7.6
E00058251,10.4,43.5,39.1,7
E00058252,21.2,41.7,28.8,8.3
E00058266,13.5,32.7,42.3,11.5
E00058267,5.6,28.7,47.2,18.5
E00058268,9.5,34.5,44.8,11.2
E00058269,11.5,35.2,40.2,13.1
E00058270,6.3,30.2,46,17.5
E00058271,16.2,59,17.1,7.7
E00058272,7.6,34.7,49.2,8.5
E00058273,17.9,59.3,21.1,1.6
E00058274,6.7,45.4,37,10.9
E00058275,5.5,33.9,49.6,11
E00058276,11.3,53.8,30.2,4.7
E00058277,34.8,45.5,17.9,1.8
E00058278,6,37.9,44,12.1
E00058279,9.8,50.8,35.2,4.1
E00058280,11.5,41.3,37.5,9.6
E00058281,9.2,63.1,20.8,6.9
E00058282,6.9,48.3,37.1,7.8
E00058283,6,38.5,41.9,13.7
E00058284,2.8,50.9,37.7,8.5
E00058285,22.4,62.4,11.8,3.5
E00058286,29.9,48.5,18.6,3.1
E00058287,8.9,30.1,45.9,15.1
E00058288,4.8,46,33.1,16.1
E00058289,9.2,45,39.4,6.4
E00058290,11.5,43.4,32.7,12.4
E00058292,4.5,43.8,39.3,12.5
E00058293,6.7,44.2,41.7,7.5
E00058294,13.2,47.1,30.1,9.6
E00058295,6.7,34.9,40.9,17.4
E00058296,3,28.9,51.9,16.3
E00058297,2.5,20.2,48.7,28.6
E00058298,9.3,38,36.4,16.3
E00058299,5,30.8,42.5,21.7
E00058300,7.2,50.4,33.6,8.8
E00058301,14.9,52.9,23.1,9.1
E00058302,0.9,26.7,56.9,15.5
E00058303,8.8,38.4,44.8,8
E00058734,5.5,18,50,26.6
E00058735,6.3,55,32.4,6.3
E00058736,8.5,35.9,43.1,12.4
E00058738,9.4,34.2,45.3,11.1
E00058739,2.8,38.9,43.5,14.8
E00058740,0.9,41.9,45.3,12
E00058961,5.3,36.7,49.3,8.7
E00058962,3.4,31.8,47.3,17.6
E00058963,6.9,20.8,51.4,20.8
E00058964,1.9,29.9,49.7,18.5
E00058965,5.2,31,41.4,22.4
E00058966,12.3,35.6,37,15.1
E00058967,4,30.2,51.7,14.1
E00058994,2.9,18.4,55.1,23.5
E00058995,7.8,21.3,53.9,17
E00058996,3.9,20.3,47.7,28.1
E00058997,5,28.6,52.9,13.4
E00058998,3.7,26.5,55.1,14.7
E00058999,13.3,38.1,37.1,11.4
E00059000,8,41.6,40.7,9.7
E00059001,8.1,35,48,8.9
E00059002,8.1,37,42.2,12.6
E00059003,21.4,38.4,31.3,8.9
E00059004,12.8,32.5,46.2,8.5
E00059005,3.5,23.6,50.7,22.2
E00059006,8.3,24.1,54.6,13
E00059007,4.7,43.9,44.9,6.5
E00059037,4.3,41.4,46.6,7.8
E00059039,6.4,42.7,39.1,11.8
E00141070,3.6,27.7,46.4,22.3
E00141186,9.3,29.9,42.3,18.6
E00141187,4.4,26.1,43.8,25.6
E00141188,1.8,35.7,51.8,10.7
E00141189,4.8,23.8,47.6,23.8
E00141190,17.1,45.5,22.8,14.6
E00141191,3.4,32.2,39.7,24.7
E00141192,7.7,37.7,41.5,13.1
E00141193,9.8,47.5,31.1,11.5
E00141194,15.6,42.9,36.4,5.2
E00141196,1.3,32.1,34.6,32.1
E00141244,4,30.8,37.4,27.8
