geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00056968,10.8,27.2,4.1,55.3,2.6
E00056969,7.5,29.6,6.5,54.8,1.5
E00056970,7.1,34.8,3.9,52.1,2.1
E00056971,13.4,32.8,5.9,42.5,5.4
E00056974,18.8,29,3.9,46.3,2
E00056975,21.8,39.7,6.7,30.1,1.6
E00056976,7.4,28.5,6.2,56.8,1.2
E00056978,6.9,25.8,3.6,60.9,2.8
E00057360,10.2,21.5,5.5,60.7,2.2
E00057371,18.2,29.5,7.3,40.5,4.5
E00058234,5.5,30.9,2.9,59.6,1.1
E00058235,11.5,29.8,0,53.8,4.8
E00058236,15.5,30.9,3,47.2,3.4
E00058237,6,35.4,7.8,50.7,0
E00058238,9.2,23.5,2.5,63.4,1.3
E00058239,11.3,28.3,4.5,53.8,2
E00058240,7.3,29.8,4.2,58.8,0
E00058241,12.3,31.6,3.9,50,2.2
E00058242,15.9,25.1,4.6,51.3,3.1
E00058244,6.5,31,6.9,53.7,1.9
E00058246,12.6,31.4,2.9,50.2,2.9
E00058247,13.7,25.7,0.5,58.5,1.6
E00058248,7.7,41.4,3.6,43.7,3.6
E00058249,12.8,29.4,4.7,50.2,2.8
E00058251,12.8,30.6,1.4,51.6,3.7
E00058252,17.8,32,4.5,44.1,1.6
E00058266,15.5,30.9,5.2,47.4,1
E00058267,11.3,23.3,3.3,60.4,1.7
E00058268,8.6,28,5.2,56,2.2
E00058269,5.4,27.3,5.8,60.3,1.2
E00058270,7,37.5,3.5,49.1,2.8
E00058271,15.3,33.9,5.3,41.3,4.2
E00058272,3.7,31.6,2,61.5,1.2
E00058273,17.2,27.8,6.1,42.8,6.1
E00058274,7.3,33.6,2.8,52.2,4
E00058275,6.2,26.9,2.7,62.7,1.5
E00058276,14.2,22.8,4.6,54.3,4.1
E00058277,25,25,5.5,40.9,3.7
E00058278,10.2,26.4,4.7,57,1.7
E00058279,11.8,34.6,1.3,50.4,1.8
E00058280,13.5,31.3,5.8,47.1,2.4
E00058281,16.2,28.8,9.6,41.9,3.5
E00058282,8.1,30.3,3.2,56.6,1.8
E00058283,13.6,29.8,3.9,52.3,0.4
E00058284,6.7,33.8,4,53.3,2.2
E00058285,11.2,27.2,5.6,54.4,1.6
E00058286,14,36.9,3.2,41.4,4.5
E00058287,10,21,1.6,67.4,0
E00058288,9,34.4,4.3,50.4,2
E00058289,8.2,38.6,2.7,50.5,0
E00058290,11.6,31,2.9,52.1,2.5
E00058292,15.4,34.4,0.8,47.4,2
E00058293,13.6,30.5,4.1,49.8,2.1
E00058294,11.4,35.6,6.8,43.6,2.5
E00058295,15.3,37.1,4.4,41.8,1.5
E00058296,12,26.4,2,59.5,0
E00058297,8.1,23.2,2.2,65.7,0.7
E00058298,9.6,26.9,3.6,56.6,3.2
E00058299,14.4,25.6,3,55.2,1.9
E00058300,11.9,26.5,4.2,54.2,3.1
E00058301,17.2,33,5.9,37.9,5.9
E00058302,8.9,24.2,1.6,65.3,0
E00058303,13.4,23.4,4.2,56.7,2.3
E00058734,8.6,23.4,3,63.8,1.3
E00058735,16.2,31.4,7.8,44.1,0.5
E00058736,5.1,36.3,3.1,55.5,0
E00058738,10,37.1,2.6,46.7,3.5
E00058739,7.9,30,3.9,57.6,0.5
E00058740,6.5,31.5,3.9,55.6,2.6
E00058961,10.2,31.3,1.8,54.5,2.2
E00058962,9.9,36.1,4,48.3,1.7
E00058963,7.4,32.8,4,54.5,1.3
E00058964,9.6,36.6,2.9,50,1
E00058965,9.8,37.2,5.6,45.3,2.1
E00058966,18.6,35.1,3.9,39.4,2.9
E00058967,9.4,31,4.2,53.2,2.3
E00058994,8.9,30.3,1.6,58.6,0.7
E00058995,6.8,38.1,2.4,51,1.7
E00058996,10.8,34.1,1.4,51.7,2
E00058997,7.9,39.3,5.4,45.6,1.7
E00058998,8.4,30.9,4.4,56.4,0
E00058999,9.5,32.2,3,53.3,2
E00059000,15.1,28.8,8,44.8,3.3
E00059001,13.7,32.1,6,48.3,0
E00059002,8.5,25.6,3.1,58.5,4.3
E00059003,20.9,35.2,4.6,35.2,4.1
E00059004,17.6,31.9,2.3,45.4,2.8
E00059005,6.7,26.6,4.4,61.6,0.7
E00059006,7.1,27.2,1.8,63.4,0.4
E00059007,8.7,25.1,5.1,58.5,2.6
E00059037,11.3,36.5,5.7,43,3.5
E00059039,9.6,34.4,9.1,44.5,2.4
E00141070,7.6,38,1.7,50.6,2.1
E00141186,17,35.7,6.6,38.5,2.2
E00141187,10.4,37.7,2.4,47.4,2.1
E00141188,9,39.6,0,48.6,2.7
E00141189,11.4,33.7,2.2,48.9,3.8
E00141190,15.2,47.9,6.9,27.6,2.3
E00141191,12.1,38.3,3.4,43.6,2.7
E00141192,11.1,30.7,6.6,50.4,1.2
E00141193,10,37.1,3.8,46.7,2.4
E00141194,16.1,44.5,7.3,29.9,2.2
E00141196,5.7,41.4,3.8,46.5,2.5
E00141244,10.7,31,3.7,52.9,1.7
