geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00056968,85.7,11.9,1,0,1.4
E00056969,88.2,10.2,0.4,0.4,0.8
E00056970,84.5,13.8,0.8,0.6,0.3
E00056971,88.2,7.4,1.7,1.7,0.9
E00056974,95.9,2.5,0.3,1.3,0
E00056975,96.2,3.8,0,0,0
E00056976,97.9,1.4,0,0.7,0
E00056978,94.5,3.8,0.7,1,0
E00057360,86.5,8.4,3.9,0.3,0.9
E00057371,84,9.9,5,1.1,0
E00058234,88.7,9.6,0.6,0.6,0.6
E00058235,85.4,10.9,2.4,0.8,0.4
E00058236,82.9,11.7,1.7,2,1.7
E00058237,83.7,10,1.7,2,2.6
E00058238,80.1,16.2,0.7,0.4,2.5
E00058239,75.1,18.4,3.9,1.3,1.3
E00058240,89.7,8.2,0.6,1.2,0.3
E00058241,77,18.2,0.7,0.7,3.4
E00058242,79.8,13.4,4.5,0.8,1.6
E00058244,80.1,14.7,1.7,1.4,2.1
E00058246,89.7,7.9,2,0,0.4
E00058247,73.9,22,0.9,3.2,0
E00058248,87.4,9.2,2.7,0.3,0.3
E00058249,88.7,8.7,0.4,1.9,0.4
E00058251,82.8,12.9,1.3,3,0
E00058252,76.8,17.4,2,3,0.7
E00058266,90.6,8.5,0,0,0.9
E00058267,84.4,13.6,0.7,1,0.3
E00058268,85,12.6,1.7,0,0.7
E00058269,86.7,9.9,0.9,1.5,0.9
E00058270,88.9,8.4,0.8,1.4,0.5
E00058271,79.1,14.2,2.5,2.9,1.3
E00058272,93.8,5.6,0,0,0.6
E00058273,89.1,7.6,0.5,2.7,0
E00058274,82.4,13.1,1,0.3,3.3
E00058275,87.3,11.1,0.6,0.6,0.3
E00058276,74.3,13.3,6.8,2.8,2.8
E00058277,88.5,11.5,0,0,0
E00058278,73.1,22,2.1,1,1.7
E00058279,81,16,2,0,1
E00058280,78.6,18.3,2.3,0.4,0.4
E00058281,77.4,11.8,3.6,0.9,6.3
E00058282,84.6,13.3,0.3,1.7,0
E00058283,78.4,16.9,1.8,2.4,0.6
E00058284,79.5,11.3,2.1,2.1,5.1
E00058285,71.4,8.8,11.6,3.4,4.8
E00058286,81.9,10.7,2.8,2.8,1.7
E00058287,84,12.6,1.7,0.2,1.5
E00058288,80.3,13.4,0,3.6,2.7
E00058289,86.7,11,1.7,0.7,0
E00058290,75.1,15.9,7.6,0.3,1
E00058292,71.6,20.4,4.2,2.2,1.6
E00058293,77.7,16.5,3.9,1,1
E00058294,95.9,2.6,0.4,0.4,0.8
E00058295,93.2,6.5,0,0,0.3
E00058296,80.4,16.9,0.8,0.3,1.7
E00058297,81.3,16.9,1.5,0,0.3
E00058298,83.3,11.6,0.3,3.4,1.4
E00058299,73.1,21.1,3.7,1.8,0.3
E00058300,77.5,17.1,1.9,2.5,1
E00058301,86.8,9.3,4,0,0
E00058302,84.2,12.6,1.3,0,1.9
E00058303,71.5,24.5,3.1,0.9,0
E00058734,79.9,15.7,1.5,0.8,2.1
E00058735,87.5,6.8,1.1,3.8,0.8
E00058736,87.4,10.4,1.1,0.3,0.8
E00058738,95.8,3.5,0,0.7,0
E00058739,97.2,2,0.4,0,0.4
E00058740,93.2,6.1,0.3,0,0.3
E00058961,94.4,2.4,2.1,0,1.2
E00058962,92.4,4.9,1.6,1.1,0
E00058963,92.8,6.1,0.8,0,0.3
E00058964,91.6,7.6,0,0,0.8
E00058965,97.6,2.4,0,0,0
E00058966,96.3,1.8,1.2,0.3,0.3
E00058967,93.1,6.4,0.5,0,0
E00058994,96,3.4,0,0,0.5
E00058995,93.7,5.4,0.9,0,0
E00058996,98.1,1.7,0,0.3,0
E00058997,98,2,0,0,0
E00058998,96.5,3.5,0,0,0
E00058999,95.1,2.7,1.3,0,0.9
E00059000,96,2,0.8,0,1.2
E00059001,98.2,1.8,0,0,0
E00059002,96.7,2.1,0.6,0,0.6
E00059003,93.6,3,0.9,2.1,0.4
E00059004,97.5,1.4,0.7,0,0.4
E00059005,94.6,3.8,0.8,0,0.8
E00059006,94.1,4,0.7,0.7,0.4
E00059007,93.9,4.8,1.3,0,0
E00059037,98.3,1.3,0.4,0,0
E00059039,98.3,1.7,0,0,0
E00141070,93.5,4.4,0,0,2.2
E00141186,96.5,1.5,1.5,0,0.5
E00141187,94.7,2.7,1.4,0.4,0.8
E00141188,89.9,7.9,1.4,0.7,0
E00141189,89,5.3,1.3,3.5,0.9
E00141190,97.3,1.9,0,0,0.8
E00141191,93.3,2.8,0.8,2.8,0.3
E00141192,98.3,1,0,0.3,0.3
E00141193,96.5,3.5,0,0,0
E00141194,97.1,1.7,0.6,0,0.6
E00141196,92.5,7,0,0,0.5
E00141244,94.2,4.8,0,0,1
