areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00092132,91.3,8.7
E00092133,89.5,10.5
E00092134,89,11
E00092135,93,7
E00112065,93.7,6.3
E00112067,95.3,4.7
E00112069,92.8,7.2
E00112076,94.1,5.9
E00112078,93.4,6.6
E00112079,92.7,7.3
E00112083,91.3,8.7
E00112085,95.1,4.9
E00112087,95.3,4.7
E00112089,93.3,6.7
E00112090,91.4,8.6
E00112091,94.8,5.2
E00112092,95.7,4.3
E00112093,95.7,4.3
E00112094,89.7,10.3
E00112095,92.5,7.5
E00112097,92.6,7.4
E00112098,95.8,4.2
E00112099,92.3,7.7
E00112100,92.4,7.6
E00112101,92.6,7.4
E00112102,91.7,8.3
E00112103,94.8,5.2
E00112104,93.4,6.6
E00112105,89.2,10.8
E00112130,92.1,7.9
E00112146,92.5,7.5
E00112147,90.5,9.5
E00112148,96.4,3.6
E00112149,90.1,9.9
E00112150,88.9,11.1
E00112151,91.8,8.2
E00112152,91.2,8.8
E00112153,95.2,4.8
E00112154,94.4,5.6
E00112155,92.3,7.7
E00112156,92.1,7.9
E00112158,94.1,5.9
E00112159,93.9,6.1
E00112160,91.1,8.9
E00112161,88.6,11.4
E00112162,90,10
E00112163,91.6,8.4
E00112164,90.7,9.3
E00112165,82.1,17.9
E00112166,80.4,19.6
E00112167,85.9,14.1
E00112168,91.4,8.6
E00112169,90.1,9.9
E00112170,90.5,9.5
E00112171,92,8
E00112172,88.2,11.8
E00112173,85.3,14.7
E00112174,91.4,8.6
E00112175,77,23
E00112176,91.9,8.1
E00112177,89.7,10.3
E00112178,85.7,14.3
E00112179,91.1,8.9
E00112181,85.5,14.5
E00112182,85.1,14.9
E00112183,89.3,10.7
E00112184,90.9,9.1
E00112185,91,9
E00112186,89.6,10.4
E00112187,83.6,16.4
E00112188,88.4,11.6
E00112189,93.4,6.6
E00112190,90.6,9.4
E00112192,92.4,7.6
E00112193,91,9
E00112194,86.8,13.2
E00112195,85.5,14.5
E00112196,88.3,11.7
E00112197,90.4,9.6
E00112198,91.7,8.3
E00112199,85.6,14.4
E00112200,85.6,14.4
E00112202,86.7,13.3
E00112203,85.8,14.2
E00112204,91.6,8.4
E00112205,79.4,20.6
E00112206,83,17
E00112207,89.3,10.7
E00112209,84.2,15.8
E00112210,95.5,4.5
E00112211,91.2,8.8
E00112212,90.7,9.3
E00112213,92.8,7.2
E00112214,88.3,11.7
E00112215,95.4,4.6
E00112216,91.1,8.9
E00112217,89.1,10.9
E00112218,89.6,10.4
E00112219,91,9
E00112220,80.5,19.5
E00112221,77.5,22.5
E00112222,87.8,12.2
E00112223,84,16
E00112224,80.7,19.3
E00112225,90.5,9.5
E00112226,86,14
E00112227,88,12
E00112228,90.1,9.9
E00112229,86.6,13.4
E00112235,94.5,5.5
E00112236,94.3,5.7
E00112237,90.5,9.5
E00112238,94.6,5.4
E00112239,95.8,4.2
E00112241,90.5,9.5
E00112243,92.7,7.3
E00112244,93.1,6.9
E00112245,87.6,12.4
