areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00092132,2.8,0.7,3.5,93,0
E00092133,2,2.4,2,93.5,0
E00092134,0.8,0.8,3.4,94.9,0
E00092135,0.5,0,2.4,96.7,0.5
E00112065,0.6,0.3,3.4,95,0.6
E00112067,0.9,0,1.5,97.3,0.3
E00112069,0.9,0,0,99.1,0
E00112076,2,0.7,1,96.4,0
E00112078,3.3,0,4.4,91.2,1.1
E00112079,1.2,0.2,2.9,93.4,2.2
E00112083,0.3,0.8,1.4,97.5,0
E00112085,1,0,3.1,95.9,0
E00112087,2.1,1.9,4,90.7,1.3
E00112089,0.7,0,1.5,97.8,0
E00112090,0.3,0.7,0,99,0
E00112091,0.3,1.3,2,95.4,1
E00112092,0.5,0,0.3,99,0.3
E00112093,0.4,0,3,96.6,0
E00112094,0,0,1.3,97.4,1.3
E00112095,2.3,0,4.1,93.4,0.2
E00112097,1.2,0.2,1.6,97,0
E00112098,0.9,0.6,1.5,97,0
E00112099,0,1.3,1.7,95.5,1.5
E00112100,2.7,0,2.5,94.9,0
E00112101,1.5,1.3,2.8,93,1.3
E00112102,0,0,2.8,96.4,0.8
E00112103,1.1,0.7,1.9,96.3,0
E00112104,1.6,0,0.7,97.1,0.7
E00112105,2.8,3.1,3.1,91.1,0
E00112130,0,2.6,0.4,96,0.9
E00112146,1.1,0.5,1.3,96.5,0.5
E00112147,0.4,0.4,1.5,97,0.8
E00112148,0,0.4,0,99.6,0
E00112149,3.2,0,3.7,91.7,1.4
E00112150,0.4,0.2,0.7,97.3,1.3
E00112151,0.3,0,2,97.3,0.3
E00112152,0.5,1,0.8,96.9,0.8
E00112153,0.3,0,2.6,96.5,0.6
E00112154,0,1.9,0,98.1,0
E00112155,0,0.3,1.7,97.3,0.7
E00112156,3,0.2,3,93.3,0.4
E00112158,2.7,0,2,94,1.3
E00112159,0.5,0,2.6,96.9,0
E00112160,0.6,0,0.8,97.6,1
E00112161,3.7,0.3,2.6,93.4,0
E00112162,3,0,4,92,1
E00112163,3.1,1.1,4,88.7,3.1
E00112164,3.1,0.4,0.4,94.6,1.6
E00112165,2.5,1.5,3,90.5,2.5
E00112166,4.8,0.4,0,93,1.8
E00112167,2.6,0.2,2.8,94.4,0
E00112168,0.3,0.6,0,99.1,0
E00112169,0.3,0.9,5,93.3,0.6
E00112170,1.3,0.2,3.6,94.8,0
E00112171,4.2,0,0,95.8,0
E00112172,1.9,1.9,0,96.2,0
E00112173,0.4,1.8,3.2,91.7,2.9
E00112174,0,0.9,1.8,97.3,0
E00112175,7.1,2.5,3.2,87.1,0
E00112176,2.4,0,2,95.1,0.4
E00112177,2.4,0.6,1.8,95.2,0
E00112178,2.1,2.9,1.8,90.6,2.6
E00112179,4.8,0,2.4,92.8,0
E00112181,1,0.5,0,97.5,1
E00112182,5.1,0.9,3.2,90.8,0
E00112183,1.4,0.3,1.4,94.8,2.1
E00112184,1.4,0.4,4.9,93,0.4
E00112185,2.1,0.8,0,97.1,0
E00112186,4.2,0.3,2.9,92.2,0.3
E00112187,4.2,0.4,0.4,95.1,0
E00112188,2.2,0,1,95.3,1.5
E00112189,0,1.6,4.9,91.5,2
E00112190,1.3,0.7,1,96.6,0.3
E00112192,5.3,0,5.3,88.9,0.4
E00112193,0.7,1.8,7.2,90.3,0
E00112194,3.7,0,2.4,93.6,0.2
E00112195,1.8,0.5,2.8,94.6,0.3
E00112196,6.6,0,1.4,90.3,1.7
E00112197,1.2,0.6,3.1,95.1,0
E00112198,0.7,1.6,1,96.7,0
E00112199,6.5,1.3,2.2,89.2,0.9
E00112200,0,1.4,2.8,92.3,3.5
E00112202,6.1,0.4,0,92.8,0.8
E00112203,2.2,1.9,4.5,89.4,1.9
E00112204,2,0.3,2.9,92.2,2.6
E00112205,4,2.8,0,93.2,0
E00112206,3.2,0,3.8,92.1,0.9
E00112207,0,0,1.5,98.5,0
E00112209,1,0,0.4,98,0.6
E00112210,0.6,2.1,2.1,95.1,0
E00112211,3.7,0,1.2,95.2,0
E00112212,1.1,1.6,3.3,92.4,1.6
E00112213,1.8,1.1,2.1,93.9,1.1
E00112214,3.2,0.3,4,92.6,0
E00112215,0,0.9,0,98.8,0.3
E00112216,0.6,0.3,0.3,98.3,0.6
E00112217,2.6,0.3,2.3,94.5,0.3
E00112218,2,0,3.8,93.9,0.3
E00112219,1.1,1.1,1.7,96.2,0
E00112220,2.3,1.9,2.3,91.2,2.3
E00112221,1,1.7,2.6,86.4,8.3
E00112222,1.8,0.5,5,92.7,0
E00112223,9.4,0,2.6,88.1,0
E00112224,3,0.7,3.5,92.8,0
E00112225,1.5,0.9,4,89.8,3.7
E00112226,2.1,0.4,4,92.5,1
E00112227,2.3,0.7,2,95,0
E00112228,4.6,0.7,3,91.2,0.5
E00112229,7.5,2.1,4.6,85.8,0
E00112235,0.8,0.2,0.2,98.7,0
E00112236,1,0.2,2.9,95.5,0.5
E00112237,0,0,3.2,96.8,0
E00112238,1.6,0.3,1.6,96.5,0
E00112239,1.1,0.2,0.8,97.7,0.2
E00112241,4.3,0,5,89.4,1.3
E00112243,0,0.6,0,98.3,1.1
E00112244,2.6,2,4,91.4,0
E00112245,5,0,1.5,90.8,2.7
E00112246,4.9,1.4,4.4,88.3,1
E00112247,1.5,1,3.4,93.2,1
E00112248,2.8,5.1,2.5,89.3,0.3
E00112250,0,0,0,100,0
E00112251,0.7,0.2,1,97.6,0.5
E00112253,2,0.4,2.8,94.3,0.4
