areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00092132,43.2,36,16.2,4.5
E00092133,54.5,30.7,0,14.9
E00092134,40.7,24.1,18.5,16.7
E00092135,49.5,33,6.2,11.3
E00112065,42.5,40.9,0.8,15.7
E00112067,34.1,34.1,25.2,6.7
E00112069,56,36.7,0,7.2
E00112076,52.8,33.3,8.1,5.7
E00112078,38.5,38.5,3.7,19.3
E00112079,33.1,43.2,3.4,20.3
E00112083,31.4,30.7,0.7,37.1
E00112085,28.1,27.5,37.9,6.5
E00112087,38.2,47.2,1.6,13
E00112089,35.6,30.5,24.6,9.3
E00112090,52.9,35.3,5,6.7
E00112091,51.9,36.9,2.5,8.8
E00112092,45.9,33.8,5.7,14.6
E00112093,56.3,24,10.4,9.4
E00112094,25.4,49.2,1.6,23.8
E00112095,25.3,41.2,26.8,6.7
E00112097,32.1,54.8,4.8,8.3
E00112098,43.1,45.3,0,11.7
E00112099,30.5,55.4,9.9,4.2
E00112100,43.6,42.7,9,4.7
E00112101,21.7,37.5,29.9,10.9
E00112102,45.9,40.5,5.9,7.6
E00112103,37.7,33,17.9,11.3
E00112104,52.5,35.2,2.5,9.8
E00112105,41.1,48.4,0,10.5
E00112130,50,32.6,4.7,12.8
E00112146,39.9,39.2,4.6,16.3
E00112147,58.6,32.3,1,8.1
E00112148,14.4,22.9,36.4,26.3
E00112149,43.6,48.1,0,8.3
E00112150,40.1,32.1,5.3,22.5
E00112151,42.1,37.3,7.9,12.7
E00112152,40.6,41.2,3.6,14.5
E00112153,53.1,37.7,0.8,8.5
E00112154,29.9,11.8,55.1,3.1
E00112155,44.8,34.4,5.6,15.2
E00112156,33.3,47.6,5.3,13.8
E00112158,29.5,30.9,28.1,11.5
E00112159,43.1,43.8,3.9,9.2
E00112160,39.2,41.2,6.5,13.1
E00112161,45.7,32.9,10.7,10.7
E00112162,20.3,22.7,34.4,22.7
E00112163,27.8,36.8,30.1,5.3
E00112164,35.8,25.4,25.4,13.4
E00112165,48.1,11.3,9.8,30.8
E00112166,38.9,25.7,0.7,34.7
E00112167,41.7,43.6,0,14.7
E00112168,55,24.3,1.4,19.3
E00112169,61.8,27.2,1.5,9.6
E00112170,48.7,39.6,0.6,11
E00112171,28.6,23.4,40.3,7.8
E00112172,13.3,17.5,36.7,32.5
E00112173,38.6,24.8,3.9,32.7
E00112174,43.7,15.9,21.4,19
E00112175,32.5,14.2,1.8,51.5
E00112176,34.2,30.8,1.7,33.3
E00112177,15.7,5.8,65.3,13.2
E00112178,23.1,19.6,47.6,9.8
E00112179,56.6,32.6,3.9,7
E00112181,32.5,35.7,19.1,12.7
E00112182,39.5,21.7,21.7,17.1
E00112183,36.6,27.6,23.9,11.9
E00112184,50.4,31.2,4.8,13.6
E00112185,32.3,29.8,12.1,25.8
E00112186,40.2,30.7,18.9,10.2
E00112187,37,27.6,11.8,23.6
E00112188,30.3,31,21.9,16.8
E00112189,25,22.6,46.8,5.6
E00112190,54.2,26.7,4.6,14.5
E00112192,23,19.7,41.8,15.6
E00112193,37.8,26.1,22.5,13.5
E00112194,51.7,32.5,4.3,11.5
E00112195,35.6,38.9,7.4,18.1
E00112196,36.7,35.9,2.3,25
E00112197,37.7,31.8,14.9,15.6
E00112198,52.1,39.7,0.8,7.4
E00112199,39.5,43.2,6.8,10.5
E00112200,50.9,35.3,5.2,8.6
E00112202,42.6,40.7,4.6,12
E00112203,30.8,43.6,5.3,20.3
E00112204,45.2,37.8,6.7,10.4
E00112205,25,33.9,4.8,36.3
E00112206,50.5,15.4,18.7,15.4
E00112207,32,23.8,35.2,9
E00112209,31.3,27.6,27.1,14
E00112210,52,33.3,10.6,4.1
E00112211,45.9,42.5,8.3,3.3
E00112212,31.5,53.1,10.3,5.2
E00112213,55.6,31.6,0.9,12
E00112214,37.9,35.4,14.3,12.4
E00112215,48.1,42,0.8,9.2
E00112216,46.8,44.6,0,8.6
E00112217,47.6,41.3,0,11.1
E00112218,32,32,1.1,34.9
E00112219,36.7,45,5.9,12.4
E00112220,25.5,34.9,2.8,36.8
E00112221,17.2,16.4,53.3,13.1
E00112222,24.4,46.2,10.7,18.7
E00112223,12.8,15.4,40.2,31.6
E00112224,28.1,32.8,3.6,35.4
E00112225,29.3,51.7,0,19
E00112226,21.1,40.6,20,18.3
E00112227,38.8,35.8,3,22.4
E00112228,32.5,54.3,3.3,9.9
E00112229,9.8,28,57.6,4.5
E00112235,44.2,35.4,7.7,12.7
E00112236,32,27.9,12.8,27.3
E00112237,41,46.3,0,12.7
E00112238,32,35.4,23.8,8.8
E00112239,47.2,34.1,2.3,16.5
E00112241,42.6,29.5,0.8,27
E00112243,15.9,36.2,13,34.8
E00112244,18.1,55.2,12.9,13.8
E00112245,29,35.5,7.5,28
E00112246,28.8,50.3,5.8,15.2
E00112247,11.2,13.3,64.3,11.2
E00112248,34.3,46,0,19.7
E00112250,87.1,4.7,4.7,3.5
E00112251,37.1,29.8,8.6,24.5
E00112253,46.8,30.3,11.2,11.7
E00112254,51.4,27.7,1.4,19.6
E00112255,20.4,39.6,32.3,7.7
E00112256,46.2,40.4,3.8,9.6
E00112258,40.3,40.3,1.6,17.7
E00112259,14.2,30,50,5.8
E00112260,47.6,34.9,0,17.5
E00112261,38.4,28,27.5,6.2
E00112268,36.4,38.3,16.8,8.4
E00112269,32.4,30.4,0,37.3
E00112270,34.3,36.2,7.6,21.9
E00112271,54.2,37.3,0,8.5
E00112272,39.4,37.2,10.6,12.8
E00112283,31.5,31.5,29.5,7.4
E00112284,48,40.9,0.8,10.2
E00112285,44.2,27.4,20,8.4
E00112286,48.8,37.2,3.9,10.1
E00112287,45.1,29.5,13.1,12.3
E00112288,44.7,27.3,10.6,17.4
E00112289,37.8,39.9,8.8,13.5
E00112290,41.7,44.9,0.5,12.8
E00112291,49.3,26.4,14.6,9.7
E00112293,28.7,33.3,2.9,35.1
E00112294,35.1,30.9,23.4,10.6
E00119054,26.3,30.7,35.1,7.9
E00119055,27.2,47.6,1,24.3
E00119056,18.8,43,14.8,23.4
E00119057,18.7,43.9,10.1,27.3
E00119058,57.4,30.9,0.7,11
E00119059,21.7,27,37.5,13.8
E00119060,64.7,29.3,2.6,3.4
E00119061,37.7,46.3,2.3,13.7
E00119062,45.4,44.6,4.6,5.4
E00119063,50.8,41.7,1.5,6.1
E00119064,29.9,33.1,29.1,7.9
E00119065,41.5,24.6,0,33.9
E00119066,29.5,37.1,2.9,30.5
E00119067,59.3,31.9,1.5,7.4
E00119068,33.1,37.3,3.4,26.3
E00119069,24.8,29.5,1.6,44.2
E00119070,30.1,43,10.4,16.6
E00119071,24.8,37.6,0,37.6
E00119073,30.2,37.1,11.8,20.8
E00119074,19.6,19.6,41.1,19.6
E00119075,21.4,35.7,32.1,10.7
E00119076,10.6,14.6,74.8,0
E00119077,26.6,43.8,6.3,23.4
E00119078,28.6,39.6,6.5,25.3
E00119079,16.5,20.9,37.4,25.3
E00119080,28.6,43.6,12.1,15.7
E00119081,25.6,34.9,32.6,7
E00119082,20,13.3,55.8,10.8
E00119083,17.5,27.8,6.3,48.4
E00119084,7.5,12.4,21.2,58.9
E00119085,7.9,13.9,72.1,6.1
E00119087,17.8,18.6,53.4,10.2
E00119088,50.8,44.1,0,5.1
E00119089,47.3,46.6,0.7,5.5
E00119090,40.8,20.8,32.3,6.2
E00119091,40.2,48.7,0,11.1
E00119092,43.1,46.2,0,10.8
E00119093,25.4,40.6,25.4,8.7
E00119094,25.2,35.3,28.6,10.9
E00119095,24.8,41.1,1.6,32.6
E00119096,40.2,41.8,5.7,12.3
E00119097,52,37,1.6,9.4
E00119098,33.3,44.1,0.9,21.6
E00119099,21.3,22.6,49.4,6.7
E00119100,28.2,29.5,0.6,41.7
E00119101,17.4,23.5,7.4,51.7
E00119102,33.6,29.6,11.2,25.6
E00119104,19,45.3,6.1,29.6
E00119105,22.6,35.6,5.6,36.2
E00119106,33.6,35.8,2.2,28.5
E00119107,34.1,47.4,0.7,17.8
E00119108,27.4,22.9,6.7,43
E00119109,16,9.6,47.2,27.2
E00119111,14.1,16.9,59.2,9.9
E00119113,41.2,51,0,7.8
E00119114,15.2,12,14.1,58.7
E00119115,34.4,52,0.8,12.8
E00119116,68.1,25.2,0.8,5.9
E00119117,45,43.5,2.3,9.2
E00119118,54.3,38.8,0,7
E00119119,59.5,26,1.2,13.3
E00119120,39.9,45.7,0.7,13.8
E00119121,41.9,26.4,4.7,27
E00119122,50,36.9,0,13.1
E00119123,52.7,36.3,2.1,8.9
E00119124,20.6,21.1,2.9,55.4
E00119125,46.8,53.2,0,0
E00119126,35.6,56.8,0,7.6
E00119127,40.1,54,0,5.8
