areacd,heating_type_3a-001,heating_type_3a-002
E00092132,0.9,99.1
E00092133,2.9,97.1
E00092134,0,100
E00092135,1,99
E00112065,2.3,97.7
E00112067,2.9,97.1
E00112069,0,100
E00112076,0,100
E00112078,0,100
E00112079,0.7,99.3
E00112083,0.7,99.3
E00112085,0,100
E00112087,0.8,99.2
E00112089,1.7,98.3
E00112090,0,100
E00112091,0,100
E00112092,1.3,98.7
E00112093,0,100
E00112094,0,100
E00112095,0.5,99.5
E00112097,0,100
E00112098,2.2,97.8
E00112099,0.5,99.5
E00112100,0.5,99.5
E00112101,1.1,98.9
E00112102,0.5,99.5
E00112103,0,100
E00112104,1.7,98.3
E00112105,0.8,99.2
E00112130,0,100
E00112146,0.7,99.3
E00112147,0,100
E00112148,0.9,99.1
E00112149,0,100
E00112150,1.1,98.9
E00112151,1.6,98.4
E00112152,0.6,99.4
E00112153,0,100
E00112154,0,100
E00112155,0,100
E00112156,1.6,98.4
E00112158,0,100
E00112159,0,100
E00112160,0,100
E00112161,0.7,99.3
E00112162,0,100
E00112163,0.8,99.2
E00112164,0,100
E00112165,0,100
E00112166,0,100
E00112167,1.8,98.2
E00112168,0,100
E00112169,0,100
E00112170,0,100
E00112171,0,100
E00112172,0,100
E00112173,1.3,98.7
E00112174,0.8,99.2
E00112175,9.5,90.5
E00112176,0,100
E00112177,0,100
E00112178,1.4,98.6
E00112179,0,100
E00112181,0,100
E00112182,0.8,99.2
E00112183,0.7,99.3
E00112184,0.8,99.2
E00112185,2.4,97.6
E00112186,0.8,99.2
E00112187,0.8,99.2
E00112188,0.6,99.4
E00112189,0,100
E00112190,0.8,99.2
E00112192,0.8,99.2
E00112193,1.8,98.2
E00112194,1,99
E00112195,0,100
E00112196,0.8,99.2
E00112197,1.3,98.7
E00112198,0.8,99.2
E00112199,2.1,97.9
E00112200,0.9,99.1
E00112202,3.7,96.3
E00112203,2.3,97.7
E00112204,0,100
E00112205,5.6,94.4
E00112206,0.6,99.4
E00112207,0.8,99.2
E00112209,0.5,99.5
E00112210,0.8,99.2
E00112211,0.5,99.5
E00112212,0.5,99.5
E00112213,0.9,99.1
E00112214,0,100
E00112215,0,100
E00112216,0.7,99.3
E00112217,0.8,99.2
E00112218,1.2,98.8
E00112219,1.2,98.8
E00112220,1.9,98.1
E00112221,0.8,99.2
E00112222,1.3,98.7
E00112223,1.7,98.3
E00112224,0,100
E00112225,1.4,98.6
E00112226,0,100
E00112227,0,100
E00112228,0,100
E00112229,0.8,99.2
E00112235,0,100
E00112236,0,100
E00112237,0.8,99.2
E00112238,0,100
E00112239,0.6,99.4
E00112241,0,100
E00112243,1.4,98.6
E00112244,2.5,97.5
E00112245,0,100
E00112246,0.5,99.5
E00112247,2,98
E00112248,4.4,95.6
E00112250,3.5,96.5
E00112251,0,100
E00112253,0,100
E00112254,0,100
E00112255,1.7,98.3
E00112256,0.6,99.4
E00112258,1.6,98.4
E00112259,0,100
E00112260,1.6,98.4
E00112261,0.5,99.5
E00112268,0.9,99.1
E00112269,3,97
E00112270,1.9,98.1
E00112271,2.2,97.8
E00112272,1.1,98.9
E00112283,0,100
E00112284,0,100
E00112285,0,100
E00112286,0.8,99.2
E00112287,0.8,99.2
E00112288,0.8,99.2
E00112289,2.7,97.3
E00112290,0,100
E00112291,0,100
E00112293,0.6,99.4
E00112294,1.6,98.4
E00119054,1.8,98.2
E00119055,0,100
E00119056,0.8,99.2
E00119057,0.7,99.3
E00119058,0,100
E00119059,1.9,98.1
E00119060,0.9,99.1
E00119061,0,100
E00119062,0,100
E00119063,0,100
E00119064,0,100
E00119065,1.7,98.3
E00119066,1,99
E00119067,0,100
E00119068,1.7,98.3
E00119069,3.1,96.9
E00119070,0.5,99.5
E00119071,2.1,97.9
E00119073,1.2,98.8
E00119074,0.9,99.1
E00119075,0,100
E00119076,0,100
E00119077,1.6,98.4
E00119078,1.9,98.1
E00119079,1.1,98.9
E00119080,0,100
E00119081,0.8,99.2
E00119082,0.8,99.2
E00119083,2.3,97.7
E00119084,4.1,95.9
E00119085,0,100
E00119087,0,100
E00119088,0,100
E00119089,0,100
E00119090,0,100
E00119091,3.4,96.6
E00119092,0.8,99.2
E00119093,2.1,97.9
E00119094,2.5,97.5
E00119095,0,100
E00119096,0,100
E00119097,0.8,99.2
E00119098,0,100
E00119099,0,100
E00119100,0.6,99.4
E00119101,4,96
E00119102,1.6,98.4
E00119104,1.7,98.3
E00119105,0,100
E00119106,0.7,99.3
E00119107,2.2,97.8
E00119108,0.5,99.5
E00119109,2.4,97.6
E00119111,0,100
E00119113,2,98
E00119114,7.6,92.4
E00119115,1.6,98.4
E00119116,1.7,98.3
E00119117,0,100
E00119118,0,100
E00119119,0.6,99.4
E00119120,0.7,99.3
E00119121,1.4,98.6
E00119122,0,100
E00119123,0.7,99.3
E00119124,1,99
E00119125,0,100
E00119126,0,100
E00119127,0,100
E00119128,0,100
E00119129,0,100
E00119130,0,100
E00119131,0.8,99.2
