areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00092132,20.5,71.2,8.2
E00092133,8.4,79.5,12
E00092134,7,81.4,11.6
E00092135,7.4,80.2,12.3
E00112065,7.7,85.6,6.7
E00112067,7.2,74.2,18.6
E00112069,11.5,74.2,14.3
E00112076,5.8,80.2,14
E00112078,10.4,72.9,16.7
E00112079,22.3,55.4,22.3
E00112083,12.9,69.4,17.6
E00112085,18.3,63.3,18.3
E00112087,9.7,61.2,29.1
E00112089,14.1,73.7,12.1
E00112090,6,88,6
E00112091,16.6,72,11.5
E00112092,12.8,76.7,10.5
E00112093,7.8,74.8,17.5
E00112094,11.8,70.6,17.6
E00112095,9.9,67.4,22.7
E00112097,15.1,71.4,13.5
E00112098,15.1,70.9,14
E00112099,15,74.2,10.8
E00112100,11.9,74.2,13.8
E00112101,15.1,60.5,24.4
E00112102,17.3,72.4,10.3
E00112103,18.8,72.9,8.3
E00112104,14.8,75,10.2
E00112105,10,64,26
E00112130,12.5,79.7,7.8
E00112146,11.7,75,13.3
E00112147,13.3,72.3,14.5
E00112148,14.9,68.9,16.2
E00112149,17.9,68.9,13.2
E00112150,16,75.7,8.3
E00112151,21.1,70.4,8.5
E00112152,22,67,11
E00112153,16.9,76.6,6.5
E00112154,12.5,66.2,21.3
E00112155,9.1,77.3,13.6
E00112156,17.5,64.2,18.3
E00112158,15.4,70.7,13.8
E00112159,12.7,76.8,10.6
E00112160,15.8,66.5,17.7
E00112161,13.8,69.1,17.1
E00112162,7.6,66.7,25.8
E00112163,13.8,69,17.2
E00112164,14.5,72.7,12.7
E00112165,4.9,76.7,18.4
E00112166,16.9,79.8,3.4
E00112167,17.9,68.8,13.4
E00112168,12.5,75.8,11.7
E00112169,12.3,78.9,8.8
E00112170,12.6,72.1,15.3
E00112171,13.8,61.5,24.6
E00112172,16.4,65.7,17.9
E00112173,9.6,85.1,5.3
E00112174,11.7,75.8,12.5
E00112175,10.5,75.6,14
E00112176,12.7,69,18.3
E00112177,3.9,83.5,12.6
E00112178,16.7,64.8,18.5
E00112179,9.6,78.1,12.3
E00112181,14.3,57.1,28.6
E00112182,15.2,73.3,11.4
E00112183,9.8,73.9,16.3
E00112184,12,75,13
E00112185,8.7,73.9,17.4
E00112186,15.2,62.5,22.3
E00112187,6.7,78.1,15.2
E00112188,19.1,69.1,11.8
E00112189,14.7,68.6,16.7
E00112190,6.7,80,13.3
E00112192,7.4,81.5,11.1
E00112193,14,67.7,18.3
E00112194,8.5,78.7,12.8
E00112195,14.2,67.3,18.6
E00112196,15.5,71.8,12.7
E00112197,10.3,72.4,17.2
E00112198,12.6,67.6,19.8
E00112199,5.2,74.8,20
