geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
W00002284,53.5,31.2,12.9,2.4,0
W00002285,56.5,30.4,11.3,1.8,0
W00002286,63.3,23.4,13.3,0,0
W00002287,53.7,34.3,10.4,0,1.5
W00002478,50,39.3,9.8,0.8,0
W00002479,21.6,45.7,31.9,0.9,0
W00002480,54.5,32.2,12.4,0.8,0
W00002481,43.1,38.8,17.2,0.9,0
W00002482,39.9,39.1,18.1,2.9,0
W00002483,57.1,25.2,16.8,0.8,0
W00002484,32.9,44.1,22.4,0,0.6
W00002485,12.3,55.3,31.6,0.9,0
W00002486,29.3,42.9,27.1,0.8,0
W00002487,39.5,33.1,25,2.4,0
W00002488,24.1,40.5,33.5,1.9,0
W00002505,61,30.1,8.8,0,0
W00002506,65.1,25.5,7.5,1.9,0
W00002507,54.8,29.7,12.9,2.6,0
W00002508,71.9,18.4,9.6,0,0
W00002509,57.4,22.6,20,0,0
W00002510,61.1,28.7,9.3,0.9,0
W00002511,53.7,36.1,8.3,1.9,0
W00002598,61.8,28.2,8.2,0.9,0.9
W00002736,59.6,23.4,14.6,1.8,0.6
W00002737,40.3,25.2,32.8,1.7,0
W00002738,40.5,28.1,29.8,0,1.7
W00002739,14.3,31.6,51.9,2.3,0
W00002740,20.5,31.3,46.4,1.8,0
W00002741,37.3,25.5,33.3,1,2.9
W00002742,9.1,26.5,62.9,1.5,0
W00002743,27,33.3,36.5,3.2,0
W00002744,26.6,24.1,41.8,5.1,2.5
W00002745,10.7,19.8,64.5,4.1,0.8
W00002746,35.2,30.5,33.3,1,0
W00002747,63.6,23.2,12.1,0,1
W00002748,15.9,42.7,38.4,3,0
W00002751,24.2,34.8,37.9,1.5,1.5
W00002752,49.2,25.4,20.8,4.6,0
W00002753,39.1,36.4,23.2,1.3,0
W00002754,46.2,38.5,15.4,0,0
W00002755,29.8,38,28.1,4.1,0
W00002756,34.7,44.7,20.6,0,0
W00002757,24.5,46.2,27.4,0.9,0.9
W00002758,38.2,41.8,18.2,1.8,0
W00002759,14.7,38.2,46.3,0.7,0
W00002760,34.3,38.1,23.8,2.9,1
W00002761,28,36.4,28.8,5.1,1.7
W00002762,15.5,54.7,27.7,0.7,1.4
W00002763,20.3,42.9,33.1,3,0.8
W00002764,20.9,28.7,47.8,2.6,0
W00002765,23.5,45.1,27.5,2.9,1
W00002766,28.3,21.7,48.6,0.7,0.7
W00002767,26.3,38.9,31.6,3.2,0
W00002768,6.3,77.1,16.7,0,0
W00002769,22.2,55.6,22.2,0,0
W00002770,36.8,44.1,18.4,0.7,0
W00002771,32.6,25,38.2,4.2,0
W00002781,61.3,29.2,9.5,0,0
W00002782,50.8,31.7,16.7,0.8,0
W00002784,62.6,29.9,5.4,2,0
W00002785,64.9,27.2,7.3,0.7,0
W00002791,66.2,28.1,5.8,0,0
W00002797,53.5,35.4,11.1,0,0
W00002798,62.8,23.9,10.6,2.7,0
W00002799,48.1,37,13.9,0.9,0
W00002805,54.5,30,13.6,1.8,0
W00002806,72.7,18.2,7.4,1.7,0
W00002807,62.6,26.8,10.6,0,0
W00002808,60.6,29.7,9.7,0,0
W00002809,29.2,39.2,30,1.7,0
W00002811,65.5,20.9,12.7,0.9,0
W00002812,36,27.2,34.6,2.2,0
W00002813,34.4,36.5,28.1,1,0
W00002814,45.1,34.1,19.7,1.2,0
W00002815,34.7,37.1,28.2,0,0
W00002816,47.9,29.1,18.8,4.3,0
W00002818,24.4,33.7,40.7,1.2,0
W00002819,30.5,34.7,31.4,2.5,0.8
W00002825,33.3,27,38.7,0.9,0
W00002826,57.1,29.9,13,0,0
W00002827,38.4,37.5,23.2,0.9,0
W00002828,68.2,20.5,10.6,0.8,0
W00002829,21.2,31.3,46.5,1,0
W00002831,58.8,32,9.3,0,0
W00002851,65.9,28.1,4.2,1.8,0
W00002852,58.2,24.6,17.2,0,0
W00002853,64.2,23.1,11.9,0.7,0
W00002854,38.5,36.7,22,2.8,0
W00002855,52.9,31.4,15.7,0,0
W00002856,46.2,36.3,16.4,1.2,0
W00002857,49.1,37.9,10.3,2.6,0
W00002858,61.9,26.9,8.8,1.9,0.6
W00002859,50.6,32.9,15.2,1.3,0
W00002860,37.4,47.7,15,0,0
W00002861,55.3,30.9,12.2,1.6,0
W00002862,49.3,35.8,13.4,0.7,0.7
W00002863,46.6,36.3,15.8,1.4,0
W00002864,60.3,28.2,11.5,0,0
W00002865,52.2,34.8,12.2,0.9,0
W00002866,56.9,33,10.1,0,0
W00002867,56.4,35,8.5,0,0
W00002868,58.3,33.3,8.3,0,0
W00002869,66,26.2,6.8,1,0
W00002870,57.8,34.4,5.6,2.2,0
W00002871,52.6,29.9,14.4,2.1,1
W00002872,51.6,38.5,9.9,0,0
W00002873,47.5,37.5,13.8,1.3,0
W00002874,50,30.9,18.1,1.1,0
W00002875,56.3,31.1,10.9,1.7,0
W00002876,54.7,35,9.4,0.9,0
W00002877,57.3,27.4,14.5,0.8,0
W00002878,48.1,32.1,18.6,1.3,0
W00002879,54.4,29.9,14.3,1.4,0
W00002880,53.3,28.9,13.8,3.3,0.7
W00002881,52.5,31.7,15.1,0.7,0
W00002882,58.3,28.7,11.3,1.7,0
W00002884,41.9,36.5,17.6,4.1,0
W00002885,54.8,34.9,9,1.2,0
W00002886,60.2,23.9,13.3,2.7,0
W00002887,42.9,27.8,27,1.6,0.8
W00002888,54,30.1,14.2,0.9,0.9
W00002889,49.1,35.2,13,1.9,0.9
W00002890,57.1,33,9.8,0,0
W00002891,50,35.3,13.8,0.9,0
W00002892,53.8,30.2,15.1,0.9,0
W00002893,55.6,32.4,9.3,1.9,0.9
W00002894,43.6,36.2,18.1,2.1,0
W00002895,51.7,32.2,14.7,1.4,0
W00002896,52.8,31.3,12.5,2.1,1.4
W00002897,46,38.9,13.5,1.6,0
W00002898,41.9,44.6,12.2,0,1.4
W00002899,56.2,32,11.1,0.7,0
W00002900,47.9,36.4,15.2,0.6,0
W00002901,56.9,30.7,10.5,0,2
W00002902,39.8,40.8,16.3,3.1,0
W00002903,41.4,47.4,9.5,1.7,0
W00002904,52.3,35.8,11,0.9,0
W00002905,56.7,24.6,16.4,0.7,1.5
W00002906,50.9,33.3,15.8,0,0
W00002907,55,27.9,15.3,1.8,0
W00002908,58.6,24.1,14.9,2.3,0
W00002909,49.5,36.2,14.3,0,0
W00002929,42.1,38.6,17.5,1.8,0
W00002930,56.5,29.6,10.4,2.6,0.9
W00002931,50.9,38.2,10.9,0,0
W00002932,47.7,27.8,22.5,2,0
W00002933,60.7,25.7,12.9,0.7,0
W00002934,28.7,34.8,33,2.6,0.9
W00002935,61.4,27.6,10.2,0.8,0
W00002936,55.1,33.7,11.2,0,0
W00002937,58.1,30.1,11.8,0,0
W00002938,39.2,43.6,14.5,2.6,0
W00002939,54.6,32.1,12.2,1,0
W00002940,43.3,37.2,17.1,2.4,0
W00002941,54.3,31.5,13.4,0.8,0
W00002942,36.3,43.8,17.1,2.1,0.7
W00002943,58.3,28.7,10.4,2.6,0
W00002944,56.6,32.4,11,0,0
W00002950,55.2,32.4,11.7,0.7,0
W00002951,36.4,46.4,16.6,0.7,0
W00002952,51.7,31.1,16.6,0.7,0
W00002953,53.8,31.9,13.4,0.8,0
W00002954,58.6,32.5,8.3,0.6,0
W00002955,50.8,35.5,12.1,1.6,0
W00003492,50.8,32,15.6,1.6,0
W00003496,57.8,25.5,15.7,1,0
W00003656,68.1,22.7,8.4,0,0.8
W00003768,48.8,24.9,23.4,2.9,0
W00003769,20.7,48.6,25.2,5.4,0
W00003770,48.6,37.8,13.5,0,0
W00003771,39.2,34.3,23.5,2,1
W00003772,40.2,43.3,13.4,3.1,0
W00003773,56.1,30.6,11,1.7,0.6
W00003774,55,34.4,9.2,1.5,0
W00003775,54.5,30.6,12.4,2.5,0
W00003776,39.8,39.8,20.4,0,0
W00010052,23.3,28.8,46.6,1.4,0
W00010054,49.2,21.3,26.2,0,3.3
W00010057,28.6,24.3,45.7,1.4,0
W00010058,26,18,56,0,0
W00010060,21.2,41.8,36.3,0.7,0
W00010061,48,42,10,0,0
W00010063,60.6,15.2,19.7,4.5,0
