geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00002284,6,19.6,45.8,28.6
W00002285,1.2,14.9,57.7,26.2
W00002286,1.6,15,55.9,27.6
W00002287,0,21.1,42.1,36.8
W00002478,3.3,31.4,43.8,21.5
W00002479,26.3,33.9,31.4,8.5
W00002480,0.8,20.7,56.2,22.3
W00002481,6,25,46.6,22.4
W00002482,3.6,34.1,45.7,16.7
W00002483,2.5,11.7,71.7,14.2
W00002484,11.2,37.9,28.6,22.4
W00002485,19.6,58.9,20.5,0.9
W00002486,20.5,38.6,28,12.9
W00002487,16,30.4,37.6,16
W00002488,24.8,40.4,23.6,11.2
W00002505,2.9,20.4,48.9,27.7
W00002506,0.9,18.3,48.6,32.1
W00002507,3.9,23.2,49.7,23.2
W00002508,3.5,14,40.4,42.1
W00002509,16.5,12.2,33,38.3
W00002510,0.9,15,45.8,38.3
W00002511,1.9,23.1,53.7,21.3
W00002598,0.9,15.9,49.5,33.6
W00002736,8.8,17.5,26.3,47.4
W00002737,19.3,17.6,19.3,43.7
W00002738,24.4,22.8,18.7,34.1
W00002739,34.8,33.3,12.9,18.9
W00002740,25.9,30.4,16.1,27.7
W00002741,26.7,16.8,20.8,35.6
W00002742,48.9,34.4,8.4,8.4
W00002743,23.8,31.7,18.3,26.2
W00002744,38.8,18.8,12.5,30
W00002745,62,20.7,9.9,7.4
W00002746,23.6,18.9,12.3,45.3
W00002747,1,16.3,41.8,40.8
W00002748,17.9,54.3,13.6,14.2
W00002751,34.4,35.9,7.8,21.9
W00002752,10.2,10.9,27.3,51.6
W00002753,0.7,19.6,69.6,10.1
W00002754,3.4,19.8,64.7,12.1
W00002755,3.3,20.5,64.8,11.5
W00002756,5.9,29,40.8,24.3
W00002757,6.6,50,38.7,4.7
W00002758,4.5,24.5,57.3,13.6
W00002759,15.6,49.6,28.9,5.9
W00002760,2.9,18.1,69.5,9.5
W00002761,3.4,36.4,55.9,4.2
W00002762,0.7,56.8,38.5,4.1
W00002763,21.8,34.6,17.3,26.3
W00002764,32.2,27,13,27.8
W00002765,5.9,48,21.6,24.5
W00002766,39.9,20.3,13,26.8
W00002767,12.8,31.9,41.5,13.8
W00002768,15.6,76,4.2,4.2
W00002769,8.5,56.1,23.2,12.2
W00002770,12.5,36.2,33.6,17.8
W00002771,26.6,20.3,14.7,38.5
W00002781,2.2,19.7,45.3,32.8
W00002782,4,30.2,38.1,27.8
W00002784,0,15,40.1,44.9
W00002785,1.3,15.9,37.1,45.7
W00002791,1.4,12.1,36.4,50
W00002797,0,18.2,49.7,32.2
W00002798,1.7,16.5,44.3,37.4
W00002799,3.7,23.1,45.4,27.8
W00002805,2.7,14.5,48.2,34.5
W00002806,1.6,4.9,45.9,47.5
W00002807,0.8,14.4,61.6,23.2
W00002808,0.6,16.1,36.8,46.5
W00002809,4.1,43.8,44.6,7.4
W00002811,3.6,13.5,45,37.8
W00002812,22.8,21.3,27.9,27.9
W00002813,12.5,31.3,42.7,13.5
W00002814,4.6,16.8,59.5,19.1
W00002815,0.8,21,74.2,4
W00002816,4.3,22.4,42.2,31
W00002818,22.1,31.4,32.6,14
W00002819,23.9,20.5,44.4,11.1
W00002825,18.8,18.8,52.7,9.8
W00002826,6.4,19.2,41,33.3
W00002827,7.1,35.7,39.3,17.9
W00002828,2.3,9.2,23.8,64.6
W00002829,39.4,20.2,23.2,17.2
W00002831,1.1,11.6,51.6,35.8
W00002851,0,13.9,36.7,49.4
W00002852,3.3,17.2,41,38.5
W00002853,6,12.7,40.3,41
W00002854,6.4,27.5,45.9,20.2
W00002855,3.3,20.7,51.2,24.8
W00002856,2.3,33.5,45.7,18.5
W00002857,0.9,19.3,44.7,35.1
W00002858,2.5,14.4,50.6,32.5
W00002859,7.3,22,51.2,19.5
