geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00002284,63.1,20.2,3.6,13.1
W00002285,57.4,29,0,13.6
W00002286,57.5,29.9,0.8,11.8
W00002287,58.5,25.9,0.7,14.8
W00002478,57.4,19.7,4.1,18.9
W00002479,17.4,13,54.8,14.8
W00002480,55,27.5,5,12.5
W00002481,45.8,18.6,14.4,21.2
W00002482,39.6,15.1,23,22.3
W00002483,41.3,26.4,19.8,12.4
W00002484,46.2,17.7,20.9,15.2
W00002485,24.8,8,45.1,22.1
W00002486,36.1,15,25.6,23.3
W00002487,38.6,15,1.6,44.9
W00002488,28.1,13.1,8.8,50
W00002505,56.9,20.4,10.9,11.7
W00002506,56.9,22.9,0.9,19.3
W00002507,51,15.5,27.7,5.8
W00002508,70.4,12.2,0.9,16.5
W00002509,39.7,30.2,4.3,25.9
W00002510,59.8,15.9,1.9,22.4
W00002511,48.1,19.8,17.9,14.2
W00002598,44.9,14,9.3,31.8
W00002736,52.9,21.2,2.4,23.5
W00002737,36.7,15,1.7,46.7
W00002738,23.6,14.6,16.3,45.5
W00002739,7.7,3.8,19.2,69.2
W00002740,8,0.9,18.8,72.3
W00002741,16.7,7.8,6.9,68.6
W00002742,9.2,5.3,0.8,84.7
W00002743,15.4,11.5,3.8,69.2
W00002744,8.5,6.1,14.6,70.7
W00002745,8.2,1.6,19.7,70.5
W00002746,20.8,8.5,20.8,50
W00002747,62.6,19.2,0,18.2
W00002748,28.8,8.1,11.9,51.3
W00002751,15.9,15.9,8.7,59.4
W00002752,31.5,16.2,2.3,50
W00002753,35.8,20.5,28.5,15.2
W00002754,49.6,30.8,9.4,10.3
W00002755,19,14.9,57.9,8.3
W00002756,35.8,34.7,0.6,28.9
W00002757,28.3,18.9,30.2,22.6
W00002758,25.9,31.3,25.9,17
W00002759,12.2,17.3,57.6,12.9
W00002760,23.5,22.5,32.4,21.6
W00002761,22.2,14.5,43.6,19.7
W00002762,19.7,15.6,48.3,16.3
W00002763,15.8,16.5,18.8,48.9
W00002764,8.7,8.7,8.7,73.9
W00002765,29.4,5.9,20.6,44.1
W00002766,17.9,5.7,18.6,57.9
W00002767,24.7,18.3,17.2,39.8
W00002768,50,7.4,31.9,10.6
W00002769,33.8,20,5,41.3
W00002770,58.2,22.2,2.6,17
W00002771,26.1,3.5,5.6,64.8
W00002781,58.1,26.5,0,15.4
W00002782,47.6,22.2,17.5,12.7
W00002784,59.2,35.4,0,5.4
W00002785,63.3,20,2,14.7
W00002791,67.1,27.9,0,5
W00002797,50,31.9,4.2,13.9
W00002798,62.6,21.7,0,15.7
W00002799,61.1,21.3,0,17.6
W00002805,54.5,20.9,4.5,20
W00002806,66.1,19.8,0,14
W00002807,57.3,20.2,2.4,20.2
W00002808,62.3,18.2,0,19.5
W00002809,27.6,12.2,51.2,8.9
