geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
W00002284,95.6,0.5,3.8
W00002285,96.3,0.7,2.9
W00002286,97.3,1.7,1
W00002287,92.3,3.4,4.3
W00002478,89.8,5.3,4.9
W00002479,98.1,1.4,0.5
W00002480,95.6,1.5,2.9
W00002481,91.6,3.3,5.1
W00002482,97.4,0.7,2
W00002483,95.2,1.5,3.3
W00002484,98.4,0.3,1.3
W00002485,93.1,0,6.9
W00002486,97.7,0.5,1.8
W00002487,90.4,3,6.5
W00002488,84.1,0.7,15.1
W00002505,98.5,0.4,1.1
W00002506,96.7,1.2,2
W00002507,96.6,0.6,2.8
W00002508,97.4,1.7,0.9
W00002509,93,3.3,3.7
W00002510,97.6,0.4,2
W00002511,99.5,0,0.5
W00002598,96.8,2,1.2
W00002736,80.6,8.1,11.3
W00002737,81.9,2.2,15.9
W00002738,73.1,6.2,20.8
W00002739,68.1,7.2,24.7
W00002740,79,2.2,18.8
W00002741,78.9,3.3,17.8
W00002742,61.3,6,32.7
W00002743,76.5,8.2,15.3
W00002744,87.5,1.6,10.9
W00002745,84,2.6,13.4
W00002746,75.2,4.7,20.2
W00002747,89.5,1.8,8.6
W00002748,82,3,14.9
W00002751,77.9,2.2,19.9
W00002752,82.1,2.4,15.5
W00002753,96.7,1.1,2.2
W00002754,97.3,0.8,1.9
W00002755,94.2,4.2,1.5
W00002756,91.2,4.1,4.6
W00002757,92.5,0.9,6.5
W00002758,88.5,4.5,7
W00002759,94.2,1.8,4
W00002760,82.3,4.1,13.5
W00002761,91.3,2.4,6.3
W00002762,96.3,0.9,2.8
W00002763,83,2.1,14.9
W00002764,86.9,1.7,11.4
W00002765,77.4,6,16.7
W00002766,83.5,2.2,14.3
W00002767,82.9,0.9,16.1
W00002768,91.3,4,4.8
W00002769,85.4,4.2,10.4
W00002770,91.3,1.4,7.3
W00002771,78.1,5.1,16.8
W00002781,92.4,2.1,5.6
W00002782,98,1.2,0.8
W00002784,96,2.8,1.1
W00002785,96,2.3,1.7
W00002791,94.6,3.4,2
W00002797,94.1,0.3,5.6
W00002798,98.5,0,1.5
W00002799,97.2,1.2,1.6
W00002805,86.6,2,11.5
W00002806,90.1,2.7,7.2
W00002807,91.3,1.5,7.2
W00002808,92.5,1.9,5.6
W00002809,96,0.4,3.6
W00002811,89.6,1.9,8.5
W00002812,87.7,1.7,10.6
W00002813,82.6,3,14.4
W00002814,88.3,2.1,9.7
W00002815,85.3,2,12.6
W00002816,82.7,2,15.3
W00002818,81.1,0.6,18.3
W00002819,93.1,0.5,6.4
W00002825,91.8,1.6,6.6
W00002826,89.8,2.4,7.8
W00002827,92.8,2.1,5.1
W00002828,91.7,1.6,6.7
W00002829,87.4,4.4,8.2
W00002831,78.7,2.8,18.6
W00002851,94.5,4.5,1
W00002852,95.6,1,3.4
W00002853,95,3.6,1.4
W00002854,92.2,2.3,5.4
W00002855,94.8,1,4.2
W00002856,97.5,1.1,1.4
W00002857,97.5,0,2.5
W00002858,97.7,0.3,2
W00002859,100,0,0
W00002860,97.7,1.9,0.4
W00002861,97.2,0.7,2.1
W00002862,97,0.3,2.6
W00002863,94.6,1.6,3.8
W00002864,96.1,2.3,1.6
W00002865,97.1,1.6,1.2
W00002866,95.9,2.9,1.2
W00002867,98,0.4,1.6
W00002868,93.8,1.7,4.5
W00002869,94.7,2.2,3.1
W00002870,97.4,0,2.6
W00002871,90.5,4.3,5.2
W00002872,97.6,0.5,1.9
W00002873,96.2,3.3,0.5
W00002874,96.9,0.5,2.6
W00002875,96.4,2.5,1.1
W00002876,96.8,2.9,0.4
W00002877,95.7,0,4.3
W00002878,97.6,0.9,1.5
W00002879,96.1,2,2
W00002880,98.5,0.3,1.2
W00002881,96.9,0,3.1
W00002882,95.3,2.4,2.4
W00002884,96.7,0.9,2.4
W00002885,96.7,0.3,3
W00002886,98.2,0,1.8
W00002887,97.2,1.6,1.2
W00002888,98.7,0.7,0.7
W00002889,91.3,1.2,7.5
W00002890,96.7,0,3.3
W00002891,94.4,3.4,2.1
W00002892,95.5,1.2,3.2
W00002893,96.4,0,3.6
W00002894,97.2,1.4,1.4
W00002895,92.3,5.2,2.6
W00002896,95.5,1.4,3.1
W00002897,93.1,1.1,5.8
W00002898,91.4,2.5,6.1
W00002899,97.8,1,1.3
W00002900,99,0.8,0.3
W00002901,95.9,0.8,3.3
W00002902,99.5,0.5,0
W00002903,97.7,1.2,1.2
W00002904,95.4,1.5,3.1
W00002905,97,1.8,1.2
W00002906,94.8,2.4,2.8
W00002907,96.7,0.7,2.6
W00002908,88.5,6.3,5.2
W00002909,94.9,0,5.1
W00002929,96.4,0,3.6
W00002930,93.9,1.6,4.5
W00002931,95.5,1.1,3.4
W00002932,97.5,0.8,1.7
W00002933,94.9,2.5,2.5
W00002934,92,2.8,5.2
W00002935,93.2,2.1,4.6
W00002936,96.4,1,2.6
W00002937,96.5,1,2.5
W00002938,91.5,5.2,3.3
W00002939,93.3,2.1,4.6
W00002940,96.5,1.3,2.3
W00002941,98,0.8,1.2
W00002942,99.4,0,0.6
W00002943,99.6,0,0.4
W00002944,98.1,0.6,1.3
W00002950,98.3,0.6,1.1
W00002951,98.8,0.9,0.3
W00002952,96.2,0.5,3.3
W00002953,95.8,1.5,2.7
W00002954,98,0.6,1.4
W00002955,97.3,1.4,1.4
W00003492,95,1.7,3.3
W00003496,96.8,1.4,1.8
W00003656,94.1,2.2,3.7
W00003768,87,0.2,12.8
W00003769,89.5,1.7,8.8
W00003770,96.7,1.1,2.2
W00003771,79.7,1.7,18.6
W00003772,94.3,1.8,3.9
W00003773,97.1,0.5,2.4
W00003774,96.5,0.9,2.5
W00003775,95.2,1.5,3.3
W00003776,97.9,0.8,1.2
W00010052,90.6,1.4,8
W00010054,86.5,2.7,10.8
W00010057,80.3,3.7,16
W00010058,83,5.9,11.1
W00010060,82.7,5.5,11.8
W00010061,88.3,5.4,6.3
W00010063,90.9,5.3,3.8
W00010064,83.7,2.8,13.5
W00010066,83.6,6.1,10.3
W00010067,73,0.7,26.3
W00010659,86.2,6.6,7.2
W00010681,86.5,3.4,10.1
