geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00002284,82.4,11.5,6
W00002285,82.6,13.3,4.2
W00002286,84.2,13.5,2.4
W00002287,88.1,9.1,2.7
W00002478,81.9,13.6,4.5
W00002479,65.4,21.7,12.9
W00002480,83.8,11.6,4.7
W00002481,81.9,12.5,5.5
W00002482,78.5,15.8,5.6
W00002483,81.2,12.9,5.9
W00002484,78.1,15.6,6.3
W00002485,69.9,18.5,11.6
W00002486,72.9,19.7,7.3
W00002487,82,14.9,3.1
W00002488,73.3,20.7,5.9
W00002505,74.1,20.3,5.6
W00002506,77.7,15.7,6.6
W00002507,71.2,20.7,8.2
W00002508,75.9,15.9,8.2
W00002509,78.4,18.3,3.3
W00002510,78,13.8,8.1
W00002511,74.5,19,6.5
W00002598,82.1,13.8,4.1
W00002736,86.1,10.5,3.4
W00002737,82.9,14.5,2.5
W00002738,81.2,11.1,7.7
W00002739,82.7,11.6,5.8
W00002740,81.2,12.5,6.3
W00002741,83.4,12.4,4.1
W00002742,85.4,11.7,2.9
W00002743,82.1,11.5,6.4
W00002744,85.9,10.9,3.1
W00002745,76.7,17.1,6.2
W00002746,80.2,14,5.8
W00002747,84.9,11.4,3.7
W00002748,78.5,16.1,5.5
W00002751,86.2,9.8,4
W00002752,88,10.5,1.5
W00002753,80.2,13.1,6.7
W00002754,84.1,10.9,5
W00002755,75.2,15.6,9.2
W00002756,86,10.3,3.7
W00002757,83.1,12.2,4.7
W00002758,78.5,12.6,8.9
W00002759,70.8,17.3,11.9
W00002760,82.8,11.6,5.6
W00002761,76,17.4,6.6
W00002762,75.7,18.5,5.8
W00002763,74.4,18.5,7.1
W00002764,83.5,12.3,4.2
W00002765,79.5,15,5.6
W00002766,77.2,14.9,7.8
W00002767,81.4,14.9,3.7
W00002768,48.8,38.4,12.8
W00002769,82.8,13.1,4.1
W00002770,82.6,11.1,6.3
W00002771,82.4,12.3,5.3
W00002781,81.6,12.5,5.9
W00002782,75.4,16.1,8.5
W00002784,87,8.5,4.5
W00002785,79.3,16.1,4.5
W00002791,86.9,9.1,4
W00002797,82.1,14.7,3.2
W00002798,81.6,15.3,3.1
W00002799,78.4,16,5.6
W00002805,81.2,14.5,4.3
W00002806,73.2,22,4.8
W00002807,82,14.9,3.1
W00002808,84.5,11.5,4
W00002809,74.3,17.4,8.3
W00002811,81.5,12.7,5.8
W00002812,74.3,18.8,6.8
W00002813,69,24.5,6.5
W00002814,77.5,16.7,5.7
W00002815,72.1,20.2,7.7
W00002816,83.3,12.2,4.4
W00002818,75.3,19.2,5.5
W00002819,69,19.4,11.6
W00002825,72.5,19.3,8.2
W00002826,83,13.5,3.5
W00002827,86.8,12,1.3
W00002828,88.3,8.6,3.2
W00002829,73.9,17.8,8.3
W00002831,83,12.7,4.3
W00002851,81.7,15,3.3
W00002852,83.1,12.8,4.1
W00002853,78.6,14.9,6.4
W00002854,81.7,11.3,7
W00002855,85.6,10.5,3.9
W00002856,76.2,16.6,7.2
W00002857,74.9,17,8.1
W00002858,74.8,17.3,7.9
W00002859,74.5,18.1,7.4
W00002860,81.7,12.5,5.7
W00002861,71.5,19.4,9.2
W00002862,70.8,21.9,7.3
W00002863,72.9,22,5.1
W00002864,85.1,11.4,3.6
W00002865,71.1,20.7,8.1
W00002866,69,20,11
W00002867,77.2,16.5,6.3
W00002868,76.6,17.7,5.7
W00002869,78.7,13,8.3
W00002870,79.7,16.1,4.2
W00002871,79.1,14.7,6.2
W00002872,75.6,15.6,8.8
W00002873,73.6,13.2,13.2
W00002874,80.8,15,4.1
W00002875,85.6,10.8,3.6
W00002876,82.3,14.5,3.2
W00002877,79.2,15.5,5.3
W00002878,77.9,16,6
W00002879,82.4,11.9,5.7
W00002880,78,15.1,6.9
W00002881,79,14.4,6.6
W00002882,80.6,15.4,4
W00002884,75.8,17,7.3
W00002885,73.7,16.7,9.6
W00002886,76.7,17.2,6.1
W00002887,70.2,21.4,8.3
W00002888,75.5,17,7.5
W00002889,74.6,18.3,7.1
W00002890,78.8,14.1,7.1
W00002891,74.1,16.4,9.5
W00002892,80.6,14.5,4.8
W00002893,80.4,12.4,7.2
W00002894,77.6,16.8,5.6
W00002895,83.5,10.4,6.1
W00002896,76.9,15.9,7.2
W00002897,80.1,14,5.9
W00002898,74.4,16.9,8.8
W00002899,75.9,16.7,7.4
W00002900,83.6,11.9,4.5
W00002901,82.6,11.7,5.7
W00002902,76.4,15.4,8.2
W00002903,79.8,14.7,5.4
W00002904,83.5,10.8,5.8
W00002905,88.8,8,3.2
W00002906,89.9,7.3,2.8
W00002907,85.3,11,3.7
W00002908,75.4,17.3,7.3
W00002909,79.1,14,6.8
W00002929,78.6,17.1,4.3
W00002930,78.8,14.7,6.5
W00002931,55.7,32.4,11.9
W00002932,78,15.2,6.9
W00002933,80.7,15.9,3.4
W00002934,67.1,23,9.9
W00002935,85.6,10.8,3.6
W00002936,81.5,15.4,3.1
W00002937,80.5,14,5.5
W00002938,86.3,9.8,3.9
W00002939,83,14.1,3
W00002940,82.5,13.5,4
W00002941,74.9,18.3,6.8
W00002942,76.1,15,8.9
W00002943,78.3,14.1,7.6
W00002944,78.5,14.5,7.1
W00002950,77.6,17.5,5
W00002951,85.6,10,4.4
W00002952,76.8,18.1,5.1
W00002953,79.1,14.8,6.1
W00002954,78.5,15,6.5
W00002955,84.4,11.5,4.1
W00003492,76.5,18.5,5
W00003496,79.8,14.3,5.8
W00003656,83.1,11,5.8
W00003768,75.4,16.3,8.3
W00003769,67.4,21.3,11.3
W00003770,65.8,21.1,13.1
W00003771,82.6,11.9,5.5
W00003772,67.4,18.9,13.7
W00003773,84.9,11.8,3.4
W00003774,82.7,12.9,4.4
W00003775,74.7,16.8,8.4
W00003776,80.1,13.8,6.1
W00010052,84.9,9.9,5.2
W00010054,89.6,8.4,2
W00010057,84.4,12.8,2.9
W00010058,86.3,8.6,5.1
W00010060,89.2,8,2.8
W00010061,77.7,15.2,7.1
W00010063,83.3,12.1,4.5
W00010064,66.4,20,13.6
W00010066,84.5,12.8,2.7
W00010067,87.3,10.5,2.2
W00010659,78.3,16.4,5.3
W00010681,86.9,11.2,1.9
