areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00001591,84.3,15.7
E00001596,74.5,25.5
E00001598,85.1,14.9
E00001599,83.3,16.7
E00001600,84.8,15.2
E00001662,93.2,6.8
E00001664,85.7,14.3
E00001665,92.6,7.4
E00001666,91.2,8.8
E00001668,88.9,11.1
E00001669,94.4,5.6
E00001670,91.2,8.8
E00001671,76.6,23.4
E00001672,86.2,13.8
E00001673,93,7
E00001674,88.5,11.5
E00001675,91.3,8.7
E00001676,86.5,13.5
E00001677,91.4,8.6
E00001678,89.6,10.4
E00001679,91,9
E00001685,89.1,10.9
E00001686,89.9,10.1
E00001688,86.3,13.7
E00001689,89.5,10.5
E00001690,91.8,8.2
E00001691,82.3,17.7
E00001692,79.7,20.3
E00001693,90.2,9.8
E00001694,94.6,5.4
E00001695,83.9,16.1
E00001696,91,9
E00001697,91.6,8.4
E00001698,90.4,9.6
E00001699,95.5,4.5
E00001700,91.7,8.3
E00001701,96.7,3.3
E00001702,91.3,8.7
E00001703,82.9,17.1
E00001704,93.1,6.9
E00001705,77.1,22.9
E00001706,82.8,17.2
E00001707,77.1,22.9
E00001708,83,17
E00001709,82.5,17.5
E00001710,86,14
E00001711,88.6,11.4
E00001712,87.3,12.7
E00001713,92.4,7.6
E00001714,87.9,12.1
E00001715,84,16
E00001716,93.2,6.8
E00001717,86.7,13.3
E00001718,90.3,9.7
E00001719,91.5,8.5
E00001720,88.5,11.5
E00001721,88.2,11.8
E00001722,85.5,14.5
E00001723,79.4,20.6
E00001724,90.6,9.4
E00001725,92.8,7.2
E00001726,91.7,8.3
E00001727,94.4,5.6
E00001761,89,11
E00001762,81.6,18.4
E00001763,77.4,22.6
E00001780,89.9,10.1
E00001781,84.4,15.6
E00001782,81.4,18.6
E00001783,87.1,12.9
E00001786,84.2,15.8
E00001788,81,19
E00001789,90.1,9.9
E00001790,76.2,23.8
E00001791,82.1,17.9
E00001792,77.6,22.4
E00001845,85.7,14.3
E00001846,86.8,13.2
E00001849,73.1,26.9
E00001867,75.1,24.9
E00001868,86.4,13.6
E00001869,89.1,10.9
E00001870,91.7,8.3
E00001871,87.5,12.5
E00001872,91.9,8.1
E00001873,88.5,11.5
E00001874,83.1,16.9
E00001875,65.8,34.2
E00001876,90.9,9.1
E00001877,93.4,6.6
E00001878,83.2,16.8
E00001879,87.9,12.1
E00001880,81.8,18.2
E00001881,86.5,13.5
E00001882,90.6,9.4
E00001883,89.2,10.8
E00001884,90,10
E00001885,91.7,8.3
E00001886,85.2,14.8
E00001887,82.4,17.6
E00001888,84.4,15.6
E00001889,81,19
E00001890,85,15
E00001891,89.1,10.9
E00001892,83,17
E00001893,80.1,19.9
E00001894,82.5,17.5
E00001895,83.4,16.6
E00001896,82.9,17.1
E00001897,89.4,10.6
E00001898,85.4,14.6
E00001899,87.7,12.3
E00001900,85.2,14.8
E00001901,90.5,9.5
E00001902,93.1,6.9
E00001903,91,9
E00001919,87.9,12.1
E00001922,84.9,15.1
E00001924,84.7,15.3
E00001925,81.1,18.9
E00001926,84.3,15.7
E00001927,81.8,18.2
E00001928,89.8,10.2
E00002007,83.6,16.4
E00002032,81.3,18.7
E00002033,87.9,12.1
E00002034,81.7,18.3
E00002035,89.2,10.8
E00002073,86.3,13.7
E00002075,84.2,15.8
E00002076,93.6,6.4
E00002077,95.7,4.3
E00002078,91.5,8.5
E00002079,88.3,11.7
E00002080,87.8,12.2
E00002082,81.7,18.3
E00002083,87.9,12.1
E00002084,80.8,19.2
E00002085,91.6,8.4
E00002086,87.3,12.7
E00002087,91.2,8.8
E00002088,74.9,25.1
E00002089,85.3,14.7
E00002092,87,13
E00002096,80.3,19.7
E00002098,91.2,8.8
E00002101,87.3,12.7
E00002102,94,6
E00002104,90.4,9.6
E00002105,86.4,13.6
E00002107,90.1,9.9
E00002175,86.6,13.4
E00002176,88.6,11.4
