areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00001591,90.7,1.9,7.4
E00001596,86.5,1.3,12.2
E00001598,90.1,2.9,7
E00001599,92.7,3,4.3
E00001600,91.6,1.8,6.6
E00001662,95.6,2.4,2
E00001664,94.1,0.8,5.1
E00001665,95.7,0.9,3.4
E00001666,94.9,1.4,3.7
E00001668,93.9,1.1,5
E00001669,95,1.2,3.8
E00001670,95,0.8,4.2
E00001671,81.6,3.7,14.7
E00001672,95.6,0.4,4
E00001673,95.3,2.1,2.6
E00001674,92.1,1,6.8
E00001675,93.5,4.5,2.1
E00001676,92.5,1.1,6.4
E00001677,95.7,0.7,3.6
E00001678,93.7,1.9,4.3
E00001679,93.3,2.3,4.4
E00001685,91.9,3.3,4.9
E00001686,97.9,0,2.1
E00001688,87.2,1.8,11
E00001689,93.7,1.4,4.9
E00001690,93.8,0.4,5.8
E00001691,88.2,1.3,10.5
E00001692,88.3,0.9,10.8
E00001693,96.9,1.5,1.5
E00001694,98.5,0,1.5
E00001695,94.7,0.5,4.9
E00001696,96.6,0.3,3.1
E00001697,93.6,3.7,2.7
E00001698,93.8,1.5,4.6
E00001699,98.4,0.8,0.8
E00001700,96,1.1,2.9
E00001701,97.5,0.6,1.9
E00001702,95.8,1.5,2.7
E00001703,90.1,1.9,8.1
E00001704,92.8,3.1,4.1
E00001705,80.9,2.2,16.9
E00001706,90.4,1.7,7.9
E00001707,86.6,2,11.4
E00001708,86.6,1.4,11.9
E00001709,89.5,2.8,7.8
E00001710,94.8,0.5,4.7
E00001711,94.6,2.1,3.3
E00001712,96.2,0.3,3.6
E00001713,97.5,1.1,1.4
E00001714,92.6,2.2,5.2
E00001715,94.2,3.3,2.5
E00001716,95.2,1.3,3.6
E00001717,94.3,0.3,5.4
E00001718,94.8,1.6,3.7
E00001719,93.8,3.4,2.8
E00001720,93.9,0,6.1
E00001721,97.5,0.6,1.9
E00001722,91.8,0,8.2
E00001723,85.2,2.1,12.7
E00001724,95.5,1.1,3.4
E00001725,95.7,1.2,3.1
E00001726,95.2,1.5,3.3
E00001727,96.3,0.6,3.1
E00001761,93,3.3,3.7
E00001762,90.4,3,6.6
E00001763,86.6,1.3,12
E00001780,95.1,2.4,2.4
E00001781,90.2,1.6,8.2
