geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00015204,75.8,19.6,4.6
E00015205,64.2,31.6,4.2
E00015206,72.5,21.3,6.3
E00015229,75,18.6,6.4
E00015230,84.4,11.9,3.7
E00015231,74.6,21.6,3.9
E00015232,70.2,24.6,5.2
E00015234,81.1,15.8,3
E00015235,75.8,22.8,1.4
E00015236,66.4,29,4.6
E00015237,79.6,17.4,3
E00015238,76.2,18.2,5.6
E00015239,71.4,21.2,7.4
E00015240,75.8,19.6,4.6
E00015241,56.8,39.4,3.8
E00015242,63.9,32,4.1
E00015243,68.7,24.9,6.4
E00015244,72.3,24.2,3.5
E00015245,70.3,24.3,5.4
E00015246,71.7,25.5,2.8
E00015247,70,24,6
E00015249,80.9,17.2,1.9
E00015435,76.6,18.7,4.8
E00015436,72.6,19.4,8
E00015437,78.9,14,7
E00015438,68.3,24.4,7.3
E00015439,79.7,12.5,7.8
E00015440,61.2,31.1,7.7
E00015443,75.8,21.2,3
E00015444,82.5,11.4,6.1
E00015445,77.6,19.2,3.2
E00015446,72.5,20.8,6.7
E00015447,63.4,23.8,12.7
E00015448,82.5,13.5,4
E00015450,78,14.7,7.3
E00015451,66,24.6,9.4
E00015452,73,20.6,6.4
E00015475,72.8,22,5.2
E00015476,86.8,10.2,3.1
E00015477,78,17.6,4.5
E00015478,86.6,10.1,3.3
E00015479,67.4,24.2,8.3
E00015480,81.3,11.3,7.4
E00015481,74.3,19.2,6.6
E00015482,79.7,11.6,8.7
E00015483,68.2,20.3,11.5
E00015490,76.8,20.3,2.9
E00015526,80.5,16.6,2.9
E00015527,77.7,13.8,8.6
E00015528,80.5,14.2,5.3
E00015529,75,21.7,3.3
E00015530,84.9,11.3,3.8
E00015532,81,8.1,10.9
E00015533,78.3,16.7,4.9
E00015534,73.9,16.7,9.4
E00015536,85.4,12.9,1.7
E00015540,69.1,27.7,3.2
E00015551,70,25.2,4.7
E00015552,72.1,23.6,4.3
E00015553,83.1,14.1,2.8
E00015554,70.1,24.7,5.2
E00015555,69.5,24.4,6.1
E00015556,64.9,28.8,6.3
E00015557,81.1,13,5.9
E00015558,72.3,18.7,9
E00015559,67.2,28,4.8
E00015560,85.5,11,3.5
E00015561,75.4,18,6.6
E00015562,76.2,16.3,7.4
E00015563,59.1,37,3.9
E00015564,81.6,14.9,3.6
E00015565,82.5,13.7,3.8
E00015566,78.8,14.3,6.9
E00015567,51.3,43,5.7
E00015568,79.5,15.6,4.9
E00015569,70.3,23.8,5.9
E00015570,74.2,21.9,3.9
E00015571,77.5,15.2,7.4
E00015572,78.5,14,7.5
E00015573,81.1,13.5,5.3
E00015713,81.1,16.4,2.5
E00015716,68.4,27.7,3.9
E00015735,69.1,29.3,1.7
E00015737,62.8,35.5,1.7
E00015739,74.6,21.1,4.3
E00015740,76.1,23.3,0.6
E00015741,83.2,15.8,1
E00015744,76,21,3.1
E00015745,64,32.6,3.4
E00015747,40.4,54.1,5.6
E00015750,55.8,41.1,3
E00015752,66.2,31.8,2.1
E00015753,68.4,26.8,4.8
E00015800,69.8,19.2,11
E00015802,70.2,21.8,8
E00015803,75.9,19,5.1
E00015804,82.8,15.1,2.1
E00015806,78.5,18.1,3.4
E00015807,58.7,38.1,3.2
E00015808,71.9,23.9,4.3
E00015810,72.5,23.3,4.3
E00015811,72.2,22.7,5.2
E00015812,74.5,23,2.5
E00015814,74.3,25.1,0.6
E00015815,82.3,14.1,3.6
E00015816,76,17.9,6.1
E00015817,69.4,28.1,2.5
E00015818,74.7,21.1,4.3
E00015819,76.4,17.9,5.8
E00015820,76.6,18.6,4.7
E00015821,76.4,19.9,3.7
E00015822,77.2,20.1,2.8
E00015824,79.3,14.5,6.2
E00015825,57.8,36,6.2
E00015826,67,28.1,4.9
E00015827,55.9,38.2,5.9
E00015828,58.5,39,2.5
E00015829,63.9,27.1,8.9
E00015830,69.3,24.9,5.9
E00015831,80.5,17.5,1.9
E00015832,71.7,26.3,2
E00015833,48.2,48.8,2.9
E00015834,63.6,27.7,8.7
E00015835,73,22.6,4.3
E00015836,44.2,47.3,8.5
E00015838,57.5,38.2,4.2
E00015839,77.1,18.7,4.2
E00015840,78,21,1.1
E00015841,80,15.7,4.3
E00015842,66.8,27.2,6
E00015843,79.3,17.7,3
E00015844,72.9,22.5,4.6
E00015845,68.1,26.8,5.1
E00015847,73.1,23,3.9
E00015890,70.9,19.1,10
E00015891,75.1,14.6,10.4
E00015892,81.8,10.8,7.3
E00015893,79.3,15.7,4.9
E00015894,60.5,26.2,13.3
E00015896,67.1,26,6.8
E00015897,78.8,13.6,7.6
E00015899,78.3,19.9,1.9
E00015909,70.4,25.2,4.3
E00015910,76.1,21.7,2.2
E00015911,67.4,25.8,6.7
E00015912,76.5,20.2,3.2
E00015913,64.6,32.6,2.8
E00015914,77.4,20.6,2
E00015915,69.8,24.7,5.4
E00015916,66.6,31.1,2.4
E00015917,74.9,23.2,1.8
E00015918,69.8,24.6,5.6
E00015919,76.2,20.9,2.9
E00015920,71.7,24.4,3.8
E00015921,77.1,20.6,2.4
E00015922,72.2,24,3.9
E00015923,82.2,16.1,1.6
E00015924,61,36,3
E00015925,62.4,26.4,11.2
E00015926,67.4,25,7.6
E00015927,75.7,21.3,3
E00015928,75.5,20.9,3.6
E00015929,56.9,37.9,5.2
E00015930,60,33.1,6.9
E00015931,72.9,23.7,3.4
E00015932,56.6,39.1,4.3
E00015933,84,13.7,2.3
E00015934,79,17.1,4
E00015936,77.6,18.7,3.7
E00015939,68.8,27.4,3.8
E00015941,70.1,24.8,5.1
E00015943,72,22,6
E00015948,59.3,33,7.7
E00015952,77.6,16.5,5.9
E00015956,68.8,24.1,7.1
E00015957,57.4,36.8,5.8
E00015963,54.9,38.1,7.1
E00015964,62.7,32.5,4.8
E00015981,76,15.9,8.1
E00015982,78.7,17.2,4.1
E00015983,82.4,13.5,4.1
E00015984,79.1,17.3,3.6
E00015985,63.7,32.1,4.2
E00015986,88.2,10.2,1.6
E00015987,84.3,9.8,5.9
E00015988,87.4,9.6,2.9
E00015989,71.7,17.5,10.8
E00015990,64,30.2,5.8
E00015991,87.1,9.7,3.2
E00015992,73.7,19,7.3
E00015993,86.2,11.2,2.7
E00015994,84.1,13.4,2.5
E00015995,80.8,15.5,3.8
E00015996,77.2,18.5,4.3
E00015997,53.2,40.9,5.8
E00015998,83.2,14.4,2.4
E00015999,74.1,20.9,5
E00016000,70.9,14.3,14.7
E00016001,81.4,8.3,10.3
E00016002,70.5,21.7,7.8
E00016003,87.4,11.5,1.2
E00016004,80.3,9.1,10.6
E00016005,89.2,7.4,3.4
E00016006,83.5,14.1,2.4
E00016007,88.1,10,1.9
E00016008,69.6,23.1,7.3
E00016009,72.8,16.1,11.1
E00016010,85.2,13,1.8
E00016011,70.2,26.5,3.3
E00016012,78.3,18.5,3.2
E00016013,71.5,21.7,6.8
E00016014,77.5,14.8,7.7
E00016015,70.5,24.4,5.1
E00016016,73.6,23,3.4
E00016017,64.7,29.2,6
E00016018,72.2,26.2,1.7
E00016019,85.8,11.8,2.4
E00016020,80.8,12.3,6.8
E00016022,80.2,17.3,2.5
E00016023,76.7,21.6,1.6
E00016025,63.1,31.9,5
E00016026,63.5,33.7,2.8
E00016027,76.3,19.4,4.4
E00016028,79.6,14.8,5.6
E00016029,74.1,23,2.9
E00016030,75.2,19.9,5
E00016031,72.3,22.3,5.3
E00016032,78.8,17.7,3.5
E00016033,82.2,13.3,4.5
E00016034,82.7,14.2,3.1
E00016035,72.3,21.3,6.4
E00016036,75.2,13.8,11
E00016037,72.1,19.7,8.2
E00016038,72.3,21,6.7
E00016039,69.1,23.9,7
E00016040,66.9,23.9,9.2
E00016041,72.7,19.9,7.4
E00016042,66.7,28,5.3
E00016052,76.6,18.6,4.8
E00016053,77.1,20.6,2.3
E00016054,86.6,11.6,1.8
E00016055,82.2,14.9,2.9
E00016056,80,18.1,1.9
E00016057,62,31.5,6.5
E00016058,61.3,31.8,6.8
E00016059,79.8,17.2,3
E00016060,78.4,19.3,2.3
E00016061,75.4,21.7,2.9
E00016062,78.1,19.7,2.1
E00016063,83,14.9,2.1
E00016064,64,28.5,7.5
E00016065,62.9,26.9,10.2
E00019871,75.2,20.4,4.4
E00019874,73.6,18.6,7.9
E00019875,86.3,10.8,2.8
E00019877,94,5.4,0.6
E00020498,92,8,0
E00020499,91.8,5.8,2.4
E00020501,79.5,18.1,2.5
E00020520,82.4,11.4,6.3
E00020523,84.2,11.7,4.1
E00020524,89.9,8.7,1.4
E00020529,91.7,7,1.3
E00171530,71.8,26.1,2.1
E00171541,77.7,20.1,2.2
E00177515,58.9,37.3,3.8
E00177516,64.3,29,6.6
E00177556,79.3,18.3,2.4
E00177562,80.4,15.5,4.1
E00177573,65,31.3,3.7
E00177601,68.3,9.5,22.2
E00177608,61.9,30.1,8
E00177620,78.7,18.3,3
E00177626,58.3,40.4,1.4
E00177646,77.6,21.2,1.2
E00177648,51.8,43.4,4.7
E00177660,41.1,52.2,6.7
E00177671,71.4,26.1,2.5
E00177675,44.4,52.1,3.5
E00177684,56.3,42.1,1.6
