geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00015204,65.2,24.5,3.9,2.6,3.9
E00015205,59.8,18.3,12.1,7.5,2.3
E00015206,65.4,24,6.3,3.3,1.1
E00015229,64.9,23.6,5.7,5.2,0.6
E00015230,67.7,26.7,0.9,2.3,2.3
E00015231,62.2,22.3,7.8,5.7,2.1
E00015232,63.8,18.5,6.3,5.9,5.4
E00015234,72.3,16.6,4.7,3.7,2.7
E00015235,66.7,16.8,5.8,7.7,3
E00015236,50.2,33.1,4.7,4.3,7.8
E00015237,66.9,19,5.9,5.6,2.6
E00015238,61.5,29.3,4.4,3.3,1.5
E00015239,63.4,20.8,6.1,4.4,5.3
E00015240,66.3,20.9,5.3,3.5,3.9
E00015241,49.8,23.2,11.3,9.2,6.5
E00015242,52.5,27.4,8.3,10.3,1.5
E00015243,52,36,4.8,3.6,3.6
E00015244,63.8,17.7,7.3,6.7,4.4
E00015245,53.6,32.6,8.7,2.9,2.2
E00015246,59,29.9,5.4,3.4,2.3
E00015247,57.4,31.3,6.3,3.7,1.5
E00015249,69.2,22.3,2.9,3.7,1.9
E00015435,72.2,18.3,5.1,1.5,2.9
E00015436,68.6,20.5,6,3.9,1.1
E00015437,73,20.2,3,3,0.7
E00015438,68.4,15.9,5,6.3,4.3
E00015439,78.6,15.4,4.1,0,1.9
E00015440,56.7,24,9,5.7,4.7
E00015443,71.1,17.6,6.3,2.7,2.3
E00015444,76.3,21.1,0.9,1.3,0.4
E00015445,67.6,20.5,6.7,2.2,2.9
E00015446,70.6,23,3.7,1.7,1
E00015447,55.9,33,4.3,3.5,3.2
E00015448,75.6,18.4,4,0,2
E00015450,67.4,23.5,2.1,1.6,5.3
E00015451,59.4,30.7,3.7,3.3,2.9
E00015452,66.7,25,3.6,3.6,1.1
E00015475,65.2,19.5,8.4,4.5,2.4
E00015476,78.8,14.5,3.7,2.8,0.3
E00015477,71.8,17.1,7.8,1.2,2
E00015478,78.4,15.7,2.3,2,1.6
E00015479,56.7,35,3.4,3.4,1.6
E00015480,78.4,15.5,3.2,1,1.9
E00015481,69,20.5,5.1,1.5,3.9
E00015482,71.6,20.8,2.2,2.8,2.6
E00015483,64.1,28.6,4.7,2.6,0
E00015490,69.9,18,4.5,4.7,2.8
E00015526,69.3,25.1,1.3,2.1,2.1
E00015527,76.8,16.6,3.7,1.5,1.5
E00015528,74.4,17.9,5.3,1,1.3
E00015529,68.5,15,4.4,9.5,2.6
E00015530,76.7,15.9,2.3,3.1,2.1
E00015532,68,28.9,2.7,0,0.4
E00015533,71.4,22.2,2,1.5,3
E00015534,64,22.5,8.5,3,2.1
E00015536,75.2,17,4.4,1.7,1.7
E00015540,59.7,25.3,5.4,5,4.5
E00015551,60.1,27,5,4.7,3.1
E00015552,56.4,33.9,5,1.8,3
