geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00015204,81.4,0.8,15.2,2.6
E00015205,76.4,0,21.6,2
E00015206,91.1,0,8.6,0.3
E00015229,80.2,0,19.8,0
E00015230,83.8,1.4,13.4,1.4
E00015231,74.5,1.1,23,1.4
E00015232,69,1.4,28.1,1.4
E00015234,79,0,19,2.1
E00015235,74,1.7,21.9,2.5
E00015236,91.6,0.4,8,0
E00015237,71.6,1.5,25.7,1.1
E00015238,89.5,0,9,1.5
E00015239,77.6,0.6,19.3,2.5
E00015240,76,1.4,21.9,0.7
E00015241,80.8,0.6,17.1,1.6
E00015242,85,0.3,14.7,0
E00015243,88.4,0.4,8,3.2
E00015244,79.2,1.6,17.5,1.8
E00015245,93.8,0,6.3,0
E00015246,91.7,0.9,6.3,1.1
E00015247,92.3,0.4,7,0.4
E00015249,80.2,0.3,19,0.5
E00015435,85.7,0,12,2.3
E00015436,89.3,0.4,10,0.4
E00015437,93,0,7,0
E00015438,84.6,0,13.4,2.1
E00015439,90.5,0,7.9,1.6
E00015440,87.2,0,12.8,0
E00015443,80.8,0.3,16.5,2.4
E00015444,92,0.4,7.1,0.4
E00015445,87.1,0.6,9.7,2.6
E00015446,85.2,0,13.8,1
E00015447,88.5,0.3,11.2,0
E00015448,90.4,0,7.6,2
E00015450,89.8,0,7,3.2
E00015451,86.7,0.4,12.9,0
E00015452,93.8,0.4,5.8,0
E00015475,93.3,0.4,6,0.4
E00015476,88.6,0,10.7,0.6
E00015477,85.4,0,14.2,0.4
E00015478,87.4,0,10.3,2.3
E00015479,93.2,0,6.8,0
E00015480,83.2,0.3,15.2,1.3
E00015481,90.7,0,6.6,2.7
E00015482,96.1,0.2,3.2,0.5
E00015483,91,0,9,0
E00015490,78,1.2,19.1,1.7
E00015526,92.2,0.3,7.5,0
E00015527,91.1,0,7.8,1.1
E00015528,86.2,0.7,12.5,0.7
E00015529,87.9,0,10.9,1.1
E00015530,92.7,0.8,6.3,0.3
E00015532,92.5,0.4,6.6,0.4
E00015533,88.5,0.5,8.5,2.5
E00015534,88.5,1.3,9.8,0.4
E00015536,84.7,0.3,11.8,3.1
E00015540,84.9,0,13.7,1.4
E00015551,85.4,0,13.3,1.3
E00015552,92.9,0.7,5.5,0.9
E00015553,89.6,0.6,9.5,0.3
E00015554,78.2,0,19.2,2.5
E00015555,83,0,16.2,0.7
E00015556,85.1,0,14.2,0.7
E00015557,93.1,0,6.9,0
E00015558,88.6,0,11,0.5
E00015559,88.1,0,10.2,1.7
E00015560,88.8,0.3,8.3,2.6
E00015561,87.4,0,10.4,2.2
E00015562,94.6,0.4,3.9,1.1
E00015563,83.5,0,16.5,0
E00015564,85.7,1,13.3,0
E00015565,93.5,0.4,6.1,0
E00015566,91.7,0,8.3,0
E00015567,78.3,0.7,19.3,1.7
E00015568,89.6,0.3,9.1,1
E00015569,84.1,0.3,14.6,1
E00015570,85.8,0.7,12.8,0.7
E00015571,91.6,0,6.4,2
E00015572,90,0,9.6,0.3
E00015573,83.4,0,14.6,1.9
E00015713,81.1,1.9,16.7,0.3
E00015716,75.2,0.7,23.4,0.7
E00015735,77.4,0.8,18.7,3.1
E00015737,76.4,1.5,20.4,1.8
E00015739,74,0,24.7,1.3
E00015740,79.6,1,18.5,1
E00015741,85.5,0,13.9,0.7
E00015744,80.6,0.8,18.3,0.4
E00015745,86,0.5,13.1,0.4
E00015747,82.2,0,15.8,2
E00015750,76.1,1.5,22,0.4
E00015752,83.2,0.6,15.3,0.9
E00015753,83.2,1.3,15.5,0
E00015800,91.1,0.5,7.4,0.9
E00015802,88.2,0,9,2.8
E00015803,84.9,1.7,11.7,1.7
E00015804,85.5,0.2,13.6,0.7
E00015806,89.4,0.9,7.5,2.2
E00015807,80.3,0,17.1,2.6
E00015808,89.5,1.2,8.1,1.2
E00015810,82.1,1,15.6,1.3
E00015811,78.4,0,20.3,1.3
E00015812,92,0,6.1,1.9
E00015814,85.9,0.3,13.5,0.3
E00015815,83.1,0.3,15.4,1.2
E00015816,84.8,0.8,12.9,1.5
E00015817,82.4,0,14.7,2.8
E00015818,85.7,1,13,0.3
E00015819,89.5,0,8.4,2
E00015820,82.5,0.3,13.4,3.8
E00015821,85.5,0,10.2,4.3
E00015822,79.1,0,13.8,7.1
E00015824,74.2,0,25.1,0.7
E00015825,77.5,1.1,19.9,1.5
E00015826,97,0,2.5,0.5
E00015827,77.1,0.4,18.6,3.8
E00015828,80.2,0.4,18.3,1.1
E00015829,87.2,0.3,11.8,0.7
E00015830,82.3,0.6,15.8,1.4
E00015831,88.6,0.3,10.5,0.7
E00015832,77.6,2,19.4,1
E00015833,75.7,0,21.3,3
E00015834,82.2,1.7,14.1,2.1
E00015835,75,0.4,23.7,0.9
E00015836,86.6,0,12,1.4
E00015838,84.1,0,14.8,1.1
E00015839,80,0.4,18.8,0.8
E00015840,83.2,0.5,13.5,2.7
E00015841,91.9,0.6,5.9,1.6
E00015842,84.6,0.4,12.9,2.2
E00015843,83.5,0.3,14.4,1.8
E00015844,95.3,0,3.6,1.1
E00015845,75.2,0.4,22.6,1.7
E00015847,89.3,0.6,9.3,0.9
E00015890,89.1,0,10.6,0.3
E00015891,91.5,0.3,7.2,1
E00015892,97.7,0,2.3,0
E00015893,83.8,0.3,14.8,1
E00015894,89.8,0.4,5.3,4.5
E00015896,86.2,1,12.1,0.7
E00015897,93.2,0.5,5,1.4
E00015899,88.6,0.3,10.5,0.6
E00015909,81.6,0.7,15.7,2
