geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00015204,84.7,12.4,2.8
E00015205,77.6,18.4,4
E00015206,84.1,13.3,2.6
E00015229,91,9,0
E00015230,91,8.5,0.5
E00015231,83.9,13.9,2.1
E00015232,85.9,11.2,2.9
E00015234,95.1,4.6,0.4
E00015235,85.3,13.3,1.4
E00015236,74.7,19.3,6
E00015237,87.2,8.6,4.1
E00015238,83.7,13.5,2.8
E00015239,83.8,11.4,4.8
E00015240,87.6,10.6,1.8
E00015241,68,22.7,9.3
E00015242,73.5,20.7,5.9
E00015243,81.7,13.3,5
E00015244,82.3,14.3,3.4
E00015245,74.9,16.1,9
E00015246,84.3,12.3,3.4
E00015247,81.3,13,5.7
E00015249,88.2,9.9,1.9
E00015435,89.7,9.5,0.8
E00015436,83.2,11.4,5.5
E00015437,92.3,6.1,1.6
E00015438,82.5,14.2,3.3
E00015439,89.5,7.9,2.6
E00015440,76.3,19.2,4.5
E00015443,87.2,10,2.8
E00015444,93.2,5.9,0.9
E00015445,85.1,10.9,4
E00015446,88.5,8.7,2.8
E00015447,77,16.5,6.4
E00015448,90.5,8.2,1.2
E00015450,86.3,9.9,3.8
E00015451,82.7,10.5,6.8
E00015452,87.3,10.5,2.2
E00015475,85.4,12.8,1.8
E00015476,95.1,4.5,0.3
E00015477,89.7,6.9,3.4
E00015478,94,4.4,1.7
E00015479,81.6,12.8,5.6
E00015480,91,7.6,1.4
E00015481,82.8,14.2,3.1
E00015482,85.1,10.8,4.1
E00015483,86.3,10.4,3.3
E00015490,89.8,9.2,1
E00015526,84.8,10.7,4.4
E00015527,91.2,8.8,0
E00015528,91.9,7.4,0.7
E00015529,85.2,12.1,2.7
E00015530,89.7,6.5,3.8
E00015532,91.6,5.8,2.7
E00015533,91.4,6.6,2
E00015534,85.5,12.3,2.2
E00015536,88.8,8.7,2.5
E00015540,80,16.7,3.3
E00015551,78.1,16.7,5.1
E00015552,72.5,19.7,7.8
E00015553,87.7,9.7,2.6
E00015554,78.8,12.7,8.5
E00015555,80.3,14.5,5.2
E00015556,80.1,15.1,4.8
E00015557,86.3,10.2,3.5
E00015558,88.4,11.1,0.5
E00015559,81.3,13.8,4.8
E00015560,89.8,7.5,2.6
E00015561,84.9,12.5,2.6
E00015562,86.2,12.4,1.5
E00015563,72.8,22.5,4.6
E00015564,93.2,6.1,0.7
E00015565,87.4,9.9,2.7
E00015566,90.3,6.8,3
E00015567,68.2,27.4,4.4
E00015568,84.5,12,3.4
E00015569,81.9,13.2,4.9
E00015570,86.9,12,1
E00015571,87.7,8.2,4.1
E00015572,95.4,3.9,0.7
E00015573,88.8,9.6,1.7
E00015713,88.3,11,0.6
E00015716,74.2,18.1,7.7
E00015735,78.3,18.6,3.1
E00015737,71,21.7,7.4
E00015739,82.1,14.8,3.1
E00015740,81.8,13.2,5
E00015741,89.9,8.4,1.7
E00015744,81.6,10.3,8
E00015745,66,25.4,8.6
E00015747,49.8,37,13.2
E00015750,70,21,8.9
E00015752,70.6,21.1,8.3
E00015753,79.1,17,3.9
E00015800,78.8,17.4,3.8
E00015802,79.3,16.4,4.3
E00015803,87.5,9.3,3.2
E00015804,88.9,8.7,2.4
E00015806,83.5,14,2.5
E00015807,69.9,18.1,12
E00015808,79.4,16.4,4.2
E00015810,80.7,15.6,3.7
E00015811,82,14,4
E00015812,82.5,14.9,2.6
E00015814,78.6,15.6,5.8
E00015815,90.5,7.3,2.1
E00015816,86.3,13.2,0.5
E00015817,83,14.1,2.9
E00015818,82.3,12.9,4.8
E00015819,85.5,10,4.4
E00015820,82.2,17.1,0.7
E00015821,84.1,11.6,4.3
E00015822,84.1,11.8,4.1
E00015824,88.7,9.8,1.5
E00015825,70.5,23.1,6.4
E00015826,74.3,20.3,5.4
E00015827,69.2,24.4,6.4
E00015828,74.3,18.8,7
E00015829,75.8,17.8,6.4
E00015830,79.5,16.7,3.7
E00015831,87.5,11.1,1.3
E00015832,81.6,16.3,2
E00015833,56.2,29.6,14.2
E00015834,75.4,21.6,3
E00015835,82.8,14.5,2.6
E00015836,58.5,30,11.5
E00015838,67.9,20.9,11.2
E00015839,87.9,8.5,3.6
E00015840,85.9,11.9,2.2
E00015841,84.8,10.8,4.4
E00015842,74.2,21.1,4.7
E00015843,88.3,9.9,1.8
E00015844,82,13.2,4.8
E00015845,82,11,7
E00015847,84.8,13.4,1.8
E00015890,84.3,11.2,4.5
