areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00073746,38,62
E00073748,36.1,63.9
E00073751,35.2,64.8
E00073754,40.7,59.3
E00073755,23.9,76.1
E00073756,21.3,78.7
E00073764,32.9,67.1
E00073765,46.9,53.1
E00073766,25,75
E00073767,36.8,63.2
E00073768,29.7,70.3
E00073769,32,68
E00073770,35.5,64.5
E00073771,43.7,56.3
E00073772,48.7,51.3
E00073773,35,65
E00073774,34.3,65.7
E00073775,32,68
E00073776,36.8,63.2
E00073777,40.3,59.7
E00073778,50.6,49.4
E00074195,35.3,64.7
E00074223,51.1,48.9
E00074224,48.8,51.2
E00074225,61,39
E00074226,41.9,58.1
E00074227,45.5,54.5
E00075093,66.2,33.8
E00075095,53.2,46.8
E00075096,66,34
E00075097,74.7,25.3
E00075098,52.9,47.1
E00075099,59,41
E00075100,60.5,39.5
E00075101,67.4,32.6
E00075102,59,41
E00075103,57.4,42.6
E00075104,58.7,41.3
E00075105,37,63
E00075106,62.9,37.1
E00075107,63.4,36.6
E00075108,54.8,45.2
E00075109,59.6,40.4
E00075110,60.8,39.2
E00075145,41.5,58.5
E00075146,52.7,47.3
E00075147,52.5,47.5
E00075148,53.8,46.2
E00075149,55.7,44.3
E00075150,42.9,57.1
E00075151,20,80
E00075152,46.4,53.6
E00075153,28,72
E00075154,59.9,40.1
E00075155,65.7,34.3
E00075156,42.5,57.5
E00075157,50.2,49.8
E00075158,55.3,44.7
E00075159,51.6,48.4
E00075160,49.1,50.9
E00075161,52.1,47.9
E00075162,53.7,46.3
E00075163,38.9,61.1
E00075164,52.3,47.7
E00075165,45.2,54.8
E00075166,44.6,55.4
E00075167,29.6,70.4
E00075168,66.4,33.6
E00075169,56.6,43.4
E00075170,58.2,41.8
E00075171,43.8,56.2
E00075172,38.8,61.2
E00075173,46.7,53.3
E00075174,47.1,52.9
E00075175,61,39
E00075176,40.1,59.9
E00075177,53.7,46.3
E00075178,52.7,47.3
E00075179,33.2,66.8
E00075180,39.4,60.6
E00075181,47.1,52.9
E00075182,39,61
E00075183,54.8,45.2
E00075184,60,40
E00075185,36.7,63.3
E00075186,38.4,61.6
E00075187,48.5,51.5
E00075188,59.3,40.7
E00075189,68.4,31.6
E00075190,35.7,64.3
E00075191,52.9,47.1
E00075193,63.9,36.1
E00075194,48.3,51.7
E00075195,48.3,51.7
E00075196,37.8,62.2
E00075198,51.1,48.9
E00075199,44.7,55.3
E00075200,34.4,65.6
E00075201,52.1,47.9
E00075202,50,50
E00075203,47.5,52.5
E00075204,56.6,43.4
E00075205,60.7,39.3
E00075312,36.1,63.9
E00075313,40.8,59.2
E00075314,37.9,62.1
E00075315,33.8,66.2
E00075316,36.6,63.4
E00075317,21.9,78.1
E00075318,30,70
E00075319,40.8,59.2
E00075321,38.7,61.3
E00075322,34.3,65.7
E00075339,30.7,69.3
E00075340,31.5,68.5
E00075341,66.7,33.3
E00075342,68.7,31.3
E00075343,64.3,35.7
E00075344,61.8,38.2
E00075345,57.3,42.7
E00075346,59.5,40.5
E00075347,62.5,37.5
E00075348,64.4,35.6
E00075349,60,40
E00075350,59.6,40.4
E00075351,34.8,65.2
E00075352,62.2,37.8
E00075353,39.5,60.5
E00075354,63.9,36.1
E00075355,41.3,58.7
E00075356,54.5,45.5
E00075358,65.1,34.9
E00075359,53,47
E00075427,62.7,37.3
E00075430,59.2,40.8
E00075512,39.6,60.4
E00075513,41.5,58.5
E00075514,27.5,72.5
E00075515,46.6,53.4
E00075516,41.1,58.9
E00075517,38,62
E00075518,39.3,60.7
E00075519,57.1,42.9
E00075520,44.5,55.5
E00075521,58.3,41.7
E00075522,58.4,41.6
E00075523,37.6,62.4
E00075524,38.2,61.8
E00075525,53.4,46.6
E00075526,45.2,54.8
E00075527,54.5,45.5
E00075528,42,58
E00075529,36.5,63.5
E00075530,54.9,45.1
E00075531,20,80
E00075532,56.6,43.4
E00075533,52.9,47.1
E00075534,44.2,55.8
E00075535,53.6,46.4
E00075536,45.2,54.8
E00075537,46.8,53.2
E00075538,49.8,50.2
E00075539,47.4,52.6
E00075542,27.1,72.9
E00075543,45.5,54.5
E00075544,41.1,58.9
E00075545,34.6,65.4
E00075546,52.9,47.1
E00075550,54.8,45.2
E00075589,53.5,46.5
E00075590,60.6,39.4
E00075594,66.6,33.4
E00075595,58.7,41.3
E00075596,56,44
E00075597,67.6,32.4
E00075598,44.9,55.1
E00075599,59.8,40.2
E00075600,59.1,40.9
E00075673,42.8,57.2
E00075674,56.2,43.8
E00075675,57.5,42.5
E00075676,53.2,46.8
E00075677,52,48
E00075678,68.6,31.4
E00075679,57.9,42.1
E00075680,42.9,57.1
E00075681,64.8,35.2
E00075682,49.4,50.6
E00075683,44.8,55.2
E00075684,54.9,45.1
E00075685,57.1,42.9
E00075686,55.9,44.1
E00075687,26.4,73.6
E00075688,59.3,40.7
E00075689,46.8,53.2
E00075691,28.4,71.6
E00075692,31.5,68.5
E00075693,48.3,51.7
E00075694,41.1,58.9
E00075695,54.1,45.9
E00075696,49.3,50.7
E00075697,50.9,49.1
E00075698,45.1,54.9
E00075699,40.5,59.5
E00075700,46.6,53.4
E00075701,43.2,56.8
