areacd,disability_3a-001,disability_3a-002
E00073746,15,85
E00073748,16.3,83.7
E00073751,31.2,68.8
E00073754,24.9,75.1
E00073755,22.9,77.1
E00073756,34.2,65.8
E00073764,20.2,79.8
E00073765,14.5,85.5
E00073766,24,76
E00073767,21.7,78.3
E00073768,18.5,81.5
E00073769,21.2,78.8
E00073770,18.6,81.4
E00073771,18.8,81.2
E00073772,20.1,79.9
E00073773,21.2,78.8
E00073774,19.9,80.1
E00073775,17.2,82.8
E00073776,30.5,69.5
E00073777,31.5,68.5
E00073778,20.6,79.4
E00074195,18.1,81.9
E00074223,17.6,82.4
E00074224,22.3,77.7
E00074225,15.9,84.1
E00074226,17.8,82.2
E00074227,27.3,72.7
E00075093,13.8,86.2
E00075095,22.2,77.8
E00075096,11.9,88.1
E00075097,15.3,84.7
E00075098,17.9,82.1
E00075099,15.8,84.2
E00075100,15.2,84.8
E00075101,17.5,82.5
E00075102,19,81
E00075103,19.3,80.7
E00075104,12.1,87.9
E00075105,27.3,72.7
E00075106,22.1,77.9
E00075107,17.2,82.8
E00075108,14.4,85.6
E00075109,15.4,84.6
E00075110,24.3,75.7
E00075145,15.9,84.1
E00075146,10,90
E00075147,12.2,87.8
E00075148,14.4,85.6
E00075149,8.6,91.4
E00075150,12.7,87.3
E00075151,14.5,85.5
E00075152,12.7,87.3
E00075153,12.3,87.7
E00075154,12.2,87.8
E00075155,14.4,85.6
E00075156,13.4,86.6
E00075157,10.4,89.6
E00075158,13.5,86.5
E00075159,12.7,87.3
E00075160,9.7,90.3
E00075161,11,89
E00075162,11.5,88.5
E00075163,10.4,89.6
E00075164,11.5,88.5
E00075165,11.9,88.1
E00075166,10.7,89.3
E00075167,12.6,87.4
E00075168,10.2,89.8
E00075169,12.1,87.9
E00075170,9.7,90.3
E00075171,10.5,89.5
E00075172,10.2,89.8
E00075173,13.7,86.3
E00075174,13.1,86.9
E00075175,14,86
E00075176,37.2,62.8
E00075177,9.3,90.7
E00075178,8.6,91.4
E00075179,12.1,87.9
E00075180,11,89
E00075181,12.5,87.5
E00075182,7.3,92.7
E00075183,11.6,88.4
E00075184,11.2,88.8
E00075185,10.3,89.7
E00075186,8.6,91.4
E00075187,10.8,89.2
E00075188,10.5,89.5
E00075189,7.7,92.3
E00075190,18,82
E00075191,14.1,85.9
E00075193,15.7,84.3
E00075194,12.5,87.5
E00075195,11,89
E00075196,14.7,85.3
E00075198,7.8,92.2
E00075199,22.3,77.7
E00075200,22.1,77.9
E00075201,10.9,89.1
E00075202,10.2,89.8
E00075203,11.9,88.1
E00075204,8.7,91.3
E00075205,9.3,90.7
E00075312,23.7,76.3
E00075313,13.4,86.6
E00075314,16.2,83.8
E00075315,10,90
E00075316,19.4,80.6
E00075317,20.3,79.7
E00075318,22,78
E00075319,13,87
E00075321,34.2,65.8
E00075322,15.5,84.5
E00075339,19,81
E00075340,16.3,83.7
E00075341,12.5,87.5
E00075342,14.5,85.5
E00075343,17,83
E00075344,10.2,89.8
E00075345,13.7,86.3
E00075346,13.5,86.5
E00075347,14.6,85.4
E00075348,12.1,87.9
E00075349,12.8,87.2
E00075350,13.9,86.1
E00075351,19.3,80.7
E00075352,14.8,85.2
E00075353,23.7,76.3
E00075354,15.9,84.1
E00075355,24.4,75.6
E00075356,13.8,86.2
E00075358,14.3,85.7
E00075359,15.3,84.7
E00075427,17.2,82.8
E00075430,15.3,84.7
E00075512,18.9,81.1
E00075513,21.1,78.9
E00075514,17.5,82.5
E00075515,17.8,82.2
E00075516,18.8,81.2
E00075517,22,78
E00075518,28.2,71.8
E00075519,17.5,82.5
E00075520,21.1,78.9
E00075521,17.3,82.7
E00075522,17.9,82.1
E00075523,22.7,77.3
E00075524,15.7,84.3
E00075525,18.2,81.8
E00075526,14.8,85.2
E00075527,22.9,77.1
E00075528,14.6,85.4
E00075529,15.1,84.9
E00075530,18.2,81.8
E00075531,32.9,67.1
E00075532,14.3,85.7
E00075533,18.2,81.8
E00075534,13.2,86.8
E00075535,17.8,82.2
E00075536,18.4,81.6
E00075537,17.5,82.5
E00075538,12.8,87.2
E00075539,18.4,81.6
E00075542,16.7,83.3
E00075543,17.2,82.8
E00075544,20.6,79.4
E00075545,15.9,84.1
E00075546,19.3,80.7
E00075550,14.5,85.5
E00075589,14.9,85.1
E00075590,13.5,86.5
E00075594,13.2,86.8
E00075595,18.9,81.1
E00075596,10.3,89.7
E00075597,12.3,87.7
E00075598,19.5,80.5
E00075599,19.4,80.6
E00075600,14.4,85.6
E00075673,13.1,86.9
E00075674,17.9,82.1
E00075675,16.2,83.8
E00075676,14.9,85.1
E00075677,14.1,85.9
E00075678,6.6,93.4
E00075679,17.2,82.8
E00075680,13.6,86.4
E00075681,10.9,89.1
E00075682,19.4,80.6
E00075683,14.7,85.3
E00075684,11.2,88.8
E00075685,13.3,86.7
E00075686,16.2,83.8
E00075687,19.3,80.7
E00075688,23.8,76.2
E00075689,14.1,85.9
E00075691,18.5,81.5
E00075692,15.2,84.8
E00075693,12.1,87.9
E00075694,23.3,76.7
E00075695,13.2,86.8
E00075696,16.4,83.6
E00075697,19,81
E00075698,12.1,87.9
E00075699,24.8,75.2
E00075700,11.7,88.3
E00075701,21,79
E00075702,16.8,83.2
E00075703,35.5,64.5
E00075704,21.6,78.4
E00075705,19.7,80.3
E00075706,12.7,87.3
E00075707,15.4,84.6
E00075708,10.9,89.1
E00075711,16.7,83.3
E00075712,19,81
E00075713,13.3,86.7
E00075716,24,76
E00075717,19.1,80.9
E00075718,15.6,84.4
E00075720,15.5,84.5
E00075721,17.9,82.1
E00075722,18.9,81.1
E00075723,16,84
E00075724,24.5,75.5
E00075725,20.2,79.8
E00075726,22.5,77.5
E00075728,16.1,83.9
E00075729,27.4,72.6
E00075730,16.6,83.4
E00075732,15.4,84.6
E00075733,17.8,82.2
E00075734,10.2,89.8
E00075735,17.1,82.9
E00075736,16.1,83.9
E00075737,20.7,79.3
E00075738,16.2,83.8
E00075739,22,78
E00075740,19.9,80.1
E00075741,11.2,88.8
E00075742,37.7,62.3
E00075743,19.6,80.4
E00075744,21.1,78.9
E00075745,16.5,83.5
E00075746,10.1,89.9
E00075747,17.5,82.5
E00075748,20.2,79.8
E00075749,27.2,72.8
E00075750,21.6,78.4
E00075751,12.3,87.7
E00075752,15.2,84.8
E00075753,18.6,81.4
E00075755,31.7,68.3
E00075759,25.2,74.8
E00075760,13.1,86.9
E00075761,16.2,83.8
E00075762,20.1,79.9
E00075763,17.4,82.6
E00075764,18.2,81.8
E00075766,14.6,85.4
E00075767,9.2,90.8
E00075775,15.8,84.2
E00075776,10.4,89.6
E00075777,13.4,86.6
E00075778,19,81
E00075779,24.6,75.4
E00075780,21.5,78.5
E00075781,18.8,81.2
E00075782,23.1,76.9
E00075783,30.8,69.2
E00075784,12.6,87.4
E00075785,15.4,84.6
E00075786,17.2,82.8
E00075787,25.7,74.3
E00075788,18.6,81.4
E00075789,17.9,82.1
E00075790,22.9,77.1
E00075791,13.1,86.9
E00075792,14,86
E00075793,11.5,88.5
E00173030,6.9,93.1
E00173032,16.2,83.8
E00173064,8.7,91.3
E00173068,10.6,89.4
E00173072,14.9,85.1
E00173074,11.8,88.2
E00173075,14.2,85.8
E00173077,17.5,82.5
E00173078,9.9,90.1
E00173080,8.7,91.3
E00173082,26.7,73.3
E00173083,9.8,90.2
E00173085,11,89
E00173086,9.6,90.4
E00173088,12.8,87.2
E00174259,19.9,80.1
E00189455,24.2,75.8
E00189469,14.3,85.7
E00189473,14.2,85.8
E00189488,16.1,83.9
E00189490,11.4,88.6
E00189493,15.4,84.6
E00189495,23,77
E00189498,10.8,89.2
E00189506,14,86
E00189517,8.2,91.8
E00189521,12.2,87.8
E00189528,9.4,90.6
E00189538,14.9,85.1
E00189541,11.6,88.4
E00189542,14.6,85.4
E00189543,16.4,83.6
E00189547,11.5,88.5
E00189556,13.5,86.5
E00189558,4.3,95.7
E00189559,8.9,91.1
E00189564,10.7,89.3
E00189575,11.7,88.3
E00189576,12.8,87.2
E00189588,19.1,80.9
E00189598,15.1,84.9
E00189605,15,85
E00189606,15.7,84.3
E00189608,16.6,83.4
