areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00073746,27.6,72.4
E00073748,32.5,67.5
E00073751,31.1,68.9
E00073754,22.3,77.7
E00073755,33.3,66.7
E00073756,27.7,72.3
E00073764,25.2,74.8
E00073765,29.5,70.5
E00073766,41.3,58.7
E00073767,30.6,69.4
E00073768,31.3,68.7
E00073769,25.4,74.6
E00073770,30.2,69.8
E00073771,26.9,73.1
E00073772,27.7,72.3
E00073773,32.5,67.5
E00073774,26.3,73.7
E00073775,32.9,67.1
E00073776,39.1,60.9
E00073777,29,71
E00073778,31.6,68.4
E00074195,27.2,72.8
E00074223,27.9,72.1
E00074224,31,69
E00074225,27.8,72.2
E00074226,29.8,70.2
E00074227,29.8,70.2
E00075093,32.4,67.6
E00075095,31.3,68.7
E00075096,32.9,67.1
E00075097,37.7,62.3
E00075098,24.6,75.4
E00075099,29.4,70.6
E00075100,31.6,68.4
E00075101,32,68
E00075102,37.2,62.8
E00075103,28.2,71.8
E00075104,23.9,76.1
E00075105,33.6,66.4
E00075106,31.7,68.3
E00075107,28.2,71.8
E00075108,30.3,69.7
E00075109,35.1,64.9
E00075110,36.7,63.3
E00075145,20,80
E00075146,23.6,76.4
E00075147,26.5,73.5
E00075148,24.8,75.2
E00075149,28.2,71.8
E00075150,20.4,79.6
E00075151,20.1,79.9
E00075152,24.6,75.4
E00075153,24.5,75.5
E00075154,25.2,74.8
E00075155,29.2,70.8
E00075156,30.4,69.6
E00075157,36.5,63.5
E00075158,22.2,77.8
E00075159,23.7,76.3
E00075160,20.8,79.2
E00075161,27.1,72.9
E00075162,24.9,75.1
E00075163,23.8,76.2
E00075164,27.5,72.5
E00075165,25.5,74.5
E00075166,22.5,77.5
E00075167,10.7,89.3
E00075168,32.1,67.9
E00075169,27.4,72.6
E00075170,25.1,74.9
E00075171,25.7,74.3
E00075172,23.3,76.7
E00075173,18,82
E00075174,21.7,78.3
E00075175,26.4,73.6
E00075176,48.5,51.5
E00075177,24.1,75.9
E00075178,26.3,73.7
E00075179,17.2,82.8
E00075180,24.3,75.7
E00075181,18.3,81.7
E00075182,18.7,81.3
E00075183,25.4,74.6
E00075184,25.6,74.4
E00075185,17.5,82.5
E00075186,24.3,75.7
E00075187,24.6,75.4
E00075188,29.8,70.2
E00075189,35.3,64.7
E00075190,24.3,75.7
E00075191,25.5,74.5
E00075193,25,75
E00075194,20.3,79.7
E00075195,30.8,69.2
E00075196,20.6,79.4
