areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00073746,4,76.6,16.9,2.4
E00073748,4.9,44.4,40,10.7
E00073751,20.6,44.7,22.7,12.1
E00073754,27.6,41.2,24.1,7.1
E00073755,26.7,53.3,18.5,1.5
E00073756,31,61.9,4.4,2.7
E00073764,9.8,56.2,26.8,7.2
E00073765,0.8,25.6,60.3,13.2
E00073766,9.2,57.7,26.8,6.3
E00073767,2,33.8,56.8,7.4
E00073768,2.8,47.9,47.2,2.1
E00073769,16.9,13.2,60.3,9.6
E00073770,12.7,39,42.4,5.9
E00073771,2.4,23.8,62.7,11.1
E00073772,16.1,10.5,55.6,17.7
E00073773,7.8,25.8,51.6,14.8
E00073774,2.4,24.4,60.1,13.1
E00073775,9.2,54.6,32.5,3.7
E00073776,20.5,56.1,19.7,3.8
E00073777,3.5,27.2,52.6,16.7
E00073778,2.5,13.4,63.9,20.2
E00074195,0,61.2,32.1,6.7
E00074223,0,2.4,84.1,13.5
E00074224,4.5,23.6,56.4,15.5
E00074225,8.5,19.2,43.1,29.2
E00074226,11.2,25.9,51,11.9
E00074227,8.7,12.7,56.3,22.2
E00075093,1.3,5.4,18.8,74.5
E00075095,0,6.7,36,57.3
E00075096,2.8,11.8,36.1,49.3
E00075097,2.2,3.6,29,65.2
E00075098,3.8,16.8,33.6,45.8
E00075099,5,10.8,28.8,55.4
E00075100,1.7,23.5,31.3,43.5
E00075101,0,6.1,46.2,47.7
E00075102,5,9.2,35.8,50
E00075103,9.4,21.6,27.3,41.7
E00075104,3.5,14.7,44.1,37.8
E00075105,18.9,31.5,42,7.7
E00075106,3.1,23.4,18.8,54.7
E00075107,0,13.1,43.1,43.8
E00075108,6.2,9,33.8,51
E00075109,0.8,16.9,43.2,39
E00075110,0,43.7,27.7,28.6
E00075145,12.4,48.6,25.7,13.3
E00075146,17.9,6.3,37.5,38.4
E00075147,7.2,24.2,23.5,45.1
E00075148,0,5.5,41.1,53.4
E00075149,1.9,18.8,45.5,33.8
E00075150,0.8,49.6,35.8,13.8
