geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00064352,57.4,25.7,11.5,5.4
E00064361,72.4,14.4,6.1,7.2
E00064364,52,26.4,11.2,10.4
E00064390,28.4,36.3,18.6,16.7
E00064392,11.2,43.9,17.8,27.1
E00064394,17.2,37.5,20.3,25
E00064449,26.4,28.6,23.6,21.4
E00064450,16.8,35.9,24.4,22.9
E00064451,13.2,29.1,30.5,27.2
E00064452,27.1,22.2,18.8,31.9
E00064453,34.1,25.4,13,27.5
E00064454,31.4,18.2,19.7,30.7
E00064455,30.8,22.6,18.9,27.7
E00064456,53.7,18.7,13.8,13.8
E00064457,21.1,24.1,23.3,31.6
E00064458,79.5,17,2.3,1.1
E00064459,23.1,29.5,18.6,28.8
E00064460,32,26.7,20,21.3
E00064462,29.1,27,17.6,26.4
E00064463,33.3,33.3,13.9,19.4
E00064464,30.1,23.3,16.5,30.1
E00064465,11.2,30.4,23.2,35.2
E00064466,19.3,29,22.8,29
E00064467,30.2,29.2,18.9,21.7
E00064468,21.8,32.7,20.4,25.2
E00064469,23.1,26.9,17.3,32.7
E00064470,27.5,28.6,16.5,27.5
E00064471,27.8,23.6,22.2,26.4
E00064472,26.1,27.7,20.2,26.1
E00064473,20.2,36.8,17.5,25.4
E00064474,30.3,25.8,14.6,29.2
E00064475,24.1,27.8,27.1,21.1
E00064476,16.7,34.9,23.8,24.6
E00064477,24.8,29.7,15.9,29.7
E00064478,22.5,23.5,21.6,32.4
E00064479,37.1,25,21.2,16.7
E00064480,21.4,33,22.3,23.2
E00064481,20,30.5,25.7,23.8
E00064482,34.8,38.3,11.3,15.6
E00064483,21.1,35.1,18.4,25.4
E00064484,37.6,24.8,20.2,17.4
E00064485,27.2,37.5,15.4,19.9
E00064486,33.8,27.6,11.7,26.9
E00064487,45.7,31.9,13.8,8.5
E00064488,39.3,27.4,17,16.3
E00064489,28.3,33.3,26.7,11.7
E00064490,33.1,28,18.6,20.3
E00064491,33.3,34.9,16.3,15.5
E00064492,35.2,42.1,11,11.7
E00064493,44.6,37.2,10.7,7.4
E00064496,30.8,34.6,13.8,20.8
E00064497,26.5,35,17.1,21.4
E00064498,28.4,34.9,22,14.7
E00064499,32.1,38.9,12.2,16.8
E00064500,75.9,24.1,0,0
E00064501,30.1,26.2,20.4,23.3
E00064502,31,32.4,22.1,14.5
E00064503,40.2,28.2,15.4,16.2
E00064504,20.5,30.7,15.7,33.1
E00064505,36.4,28.9,15.7,19
E00064506,24.1,37.1,16.4,22.4
E00064507,33.6,26.7,17.6,22.1
E00064577,44.4,22.6,20.3,12.8
E00064581,35,34.2,10,20.8
E00064582,21.3,44.4,20.4,13.9
E00064583,46.8,26.1,12.6,14.4
E00064584,39.5,23.4,19.4,17.7
E00064585,31.5,32.3,16.9,19.2
E00064586,44.7,35.9,11.7,7.8
E00064587,42.9,26.4,15,15.7
E00064588,38.1,27.8,15.9,18.3
E00064589,39.3,30.8,15.9,14
E00064590,46.9,27.4,15.9,9.7
E00064591,46.6,28.2,13.7,11.5
E00064592,36.5,37.4,12.2,13.9
E00064593,44.4,27.8,10.5,17.3
E00064594,53.8,24.2,15.9,6.1
E00064595,41.4,22.4,17.2,19
E00064596,47.1,31.4,14.3,7.1
E00064597,33.3,26.1,19.6,21
E00064598,59.2,18.4,8.7,13.6
E00064599,65.9,18.7,6.5,8.9
E00064600,36.3,34.1,17.8,11.9
