geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00064352,15.6,41.3,43.1
E00064361,13.2,61,25.7
E00064364,10.6,52.8,36.6
E00064390,13.5,56.2,30.3
E00064392,15.6,59.7,24.7
E00064394,15.2,68.4,16.5
E00064449,9,46.6,44.4
E00064450,6.5,51.2,42.3
E00064451,16.8,40.4,42.9
E00064452,15.3,51.4,33.3
E00064453,8.2,60.6,31.2
E00064454,6.6,59.1,34.3
E00064455,6.3,54.9,38.9
E00064456,1.3,51.6,47.1
E00064457,10.8,47.5,41.7
E00064458,11.5,52.9,35.6
E00064459,10.2,50,39.8
E00064460,12.2,48.2,39.6
E00064462,9,53,38.1
E00064463,9,62,29
E00064464,8.5,56.6,34.9
E00064465,9.6,43,47.4
E00064466,19,44.4,36.6
E00064467,14,51.6,34.4
E00064468,14.6,50.6,34.8
E00064469,10.8,47,42.2
E00064470,17.6,40.7,41.8
E00064471,11.1,53.1,35.8
E00064472,15.5,56,28.6
E00064473,11.7,66,22.3
E00064474,5.1,53.8,41
E00064475,6.9,64.1,29
E00064476,12.8,54.6,32.6
E00064477,2.5,55.4,42.1
E00064478,5.5,55.5,39.1
E00064479,7.4,52.9,39.7
E00064480,14.9,46.3,38.8
E00064481,8.5,44.4,47
E00064482,7.4,54.1,38.5
E00064483,7.2,51.5,41.2
E00064484,11.3,51.3,37.4
E00064485,4.4,50,45.6
E00064486,10.1,50.4,39.6
E00064487,3.6,57.2,39.1
E00064488,8,48.8,43.2
E00064489,5.6,61.7,32.7
E00064490,4.6,57.4,38
E00064491,4,66.4,29.6
E00064492,9.8,69.7,20.5
E00064493,7,71,22
E00064496,9.6,54.8,35.6
E00064497,12.1,50.5,37.4
E00064498,10.8,64.2,25
E00064499,5.7,49.3,45
E00064500,18.2,53,28.8
E00064501,9,58.6,32.4
E00064502,10.3,59.6,30.1
E00064503,8.3,57.8,33.9
E00064504,11.1,40,48.9
E00064505,9.6,61.5,28.8
E00064506,17,46,37
E00064507,7.4,51.5,41.2
E00064577,14.5,48.2,37.3
E00064581,20.4,60.2,19.4
E00064582,12.4,73,14.6
E00064583,22.1,50.6,27.3
E00064584,8.3,53.6,38.1
E00064585,2.7,61.6,35.7
E00064586,11.8,52.6,35.5
E00064587,10.2,50,39.8
E00064588,16.7,58.3,25
E00064589,12,69.3,18.7
E00064590,15.3,41.5,43.2
E00064591,12.2,37.4,50.4
E00064592,11.4,61.9,26.7
E00064593,16.1,50,33.9
E00064594,10,58.8,31.3
E00064595,15.5,50.9,33.6
E00064596,16.3,58.7,25
E00064597,16.2,46.2,37.7
E00064598,2,61.2,36.7
E00064599,14.2,47.8,38.1
E00064600,7.8,51.5,40.8
E00064601,6.3,55.4,38.4
E00064602,10.8,44.6,44.6
E00064603,15.4,51.3,33.3
E00064604,4,73.6,22.4
E00064606,10.1,62.9,27
E00064607,11.7,69.1,19.1
E00064616,9.1,68.2,22.7
E00064617,15.8,53.9,30.3
