geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00104463,73.9,18.4,7.7
E00104464,74.2,17.1,8.7
E00104465,77,16,7
E00104467,73.4,18.6,7.9
E00104468,75.9,16.1,8
E00104484,80.8,15.9,3.3
E00104486,79.1,13.7,7.2
E00104489,76.1,19,4.8
E00104490,78.8,15.5,5.7
E00104495,81.9,14.6,3.5
E00104498,72.5,20.3,7.1
E00104500,75.4,15.9,8.7
E00104503,74.6,18,7.5
E00104504,76.9,19.6,3.5
E00104507,83.3,13.9,2.8
E00104509,73.3,17.9,8.8
E00104510,75.1,17.7,7.2
E00104511,73.3,17.3,9.5
E00104512,70.2,23.4,6.5
E00104513,69.5,22.3,8.2
E00104514,73.4,21,5.6
E00104515,77.5,12.8,9.7
E00104516,65.9,18.4,15.7
E00104517,55.2,22.6,22.2
E00104518,60.5,24.6,14.9
E00104519,88.3,9.5,2.2
E00104520,76.9,17.9,5.1
E00104522,58.3,21.1,20.6
E00104523,87.6,8.6,3.8
E00104524,77.4,13.6,8.9
E00104525,63.6,21.7,14.7
E00104526,76.4,13.5,10.1
E00104527,92.6,6.4,1.1
E00104528,86.9,11.9,1.3
E00104529,75.9,16.7,7.4
E00104530,80.3,15.2,4.5
E00104531,83.4,11.9,4.7
E00104532,89,9.3,1.7
E00104533,88.3,9.4,2.3
E00104534,89.4,7,3.5
E00104535,83.3,11.1,5.6
E00104536,88.3,8.1,3.6
E00104537,68.3,22.9,8.8
E00104538,85.8,11.6,2.5
E00104539,79,14.8,6.2
E00104540,74,16.7,9.3
E00104541,70.9,18.1,11
E00104542,60.7,22.7,16.6
E00104543,67.6,23.1,9.3
E00104544,70.8,20.1,9.1
E00104545,72.3,17,10.6
E00104546,79.1,14.9,6
E00104547,73.4,16.4,10.2
E00104548,78.7,15.7,5.6
E00104549,76.1,15.2,8.7
E00104550,75.9,14.8,9.3
E00104551,79.4,15.8,4.8
E00104585,75.6,14.8,9.6
E00104586,70,20.5,9.5
E00104588,60.9,21.3,17.8
E00104589,71.8,19.1,9
E00104590,80,14.3,5.7
E00104591,83.7,11.1,5.2
E00104592,71.6,18.8,9.6
E00104593,80.1,12.6,7.3
E00104594,82.6,12.4,5
E00104595,87.3,10.5,2.2
E00104596,86.3,9.4,4.3
E00104597,72.5,17.1,10.4
E00104598,74.4,19.1,6.5
E00104600,74.2,19.1,6.7
E00104601,82.6,11.7,5.7
E00104603,70.6,19.3,10.1
E00104604,81.2,12.7,6.1
E00104605,80.8,12.4,6.8
E00104606,76.4,14.8,8.8
E00104607,81.6,14.4,4
E00104608,69.3,17.4,13.3
E00104609,64.6,22.8,12.6
E00104610,77.3,14.9,7.9
E00104611,82.2,14.5,3.3
E00104612,78.9,14.1,6.9
E00104613,86.6,9.9,3.6
E00104614,73.5,17.8,8.7
E00104615,76.9,15,8.1
E00104616,82.5,13.5,4
E00104617,78.4,13.8,7.8
E00104618,65.4,22,12.6
E00104619,67.4,18.9,13.7
E00104620,77,17.1,5.9
E00104621,78.1,14.4,7.5
E00104622,78.1,16.1,5.8
E00104623,63.7,22.1,14.2
E00104624,71.7,20.1,8.2
E00104634,79,16,5
E00104636,69.3,24.1,6.5
E00104637,63,24.1,13
E00104638,73.4,14.3,12.3
E00104639,67.3,18.6,14.1
E00104641,67.3,22.8,9.8
E00104642,73.5,19.4,7.1
E00104643,70.5,16.8,12.7
E00104644,78.4,12,9.6
E00104645,60.7,26.5,12.8
E00104646,72.3,21,6.7
E00104647,76,14.5,9.5
E00104648,80.9,13.3,5.7
E00104649,68.6,21.3,10.1
E00104650,62,21.1,16.9
E00104651,62.4,19.3,18.2
E00104684,76.4,17.8,5.7
E00104685,79.1,15.4,5.5
E00104686,73.9,17.1,9
E00104687,67.4,19.8,12.8
E00104688,68.6,23.3,8.1
E00104711,70.6,21.5,7.9
E00104712,72.2,17,10.8
E00104713,78.9,15.4,5.7
E00104714,80.7,14.6,4.7
E00104715,75.1,16.7,8.2
E00104716,64,26,9.9
E00104717,67.1,19.8,13.1
E00104718,76.1,17.5,6.4
E00104719,77.4,17.8,4.8
E00104720,77.2,15.4,7.4
E00104753,77.6,13.7,8.7
E00104754,81.9,14.3,3.8
E00104755,72.6,16.2,11.1
E00104756,69.4,19.6,10.9
E00104760,73.8,17.2,9
E00104761,70.1,16.9,13
E00104763,85.2,10.6,4.2
E00104764,57.6,24,18.3
E00104765,74.8,15,10.3
E00104766,71.7,20.4,7.9
E00104767,76.3,16.7,7.1
E00104768,84.1,12.4,3.6
E00104769,67.2,21.5,11.3
E00104770,80.8,13.4,5.8
E00104771,78.5,14.6,6.9
E00104772,73.2,14.6,12.1
E00104773,71.1,17.4,11.6
E00104774,74.3,15.7,9.9
E00104816,69.4,20.5,10.1
E00104817,80,10.5,9.5
E00104818,86,10.3,3.6
E00104819,86.6,10.9,2.5
E00104820,70.8,19.9,9.3
E00104821,86.9,6.4,6.7
E00104822,78.5,15,6.5
E00104823,77.2,14.4,8.4
E00104824,66.8,16.2,17
E00104825,69.8,19.4,10.9
E00104826,77.8,14.2,8
E00104827,65.5,22.5,12
E00104828,77.5,13.7,8.8
E00104829,82.3,11.9,5.8
E00104830,80.6,12.8,6.6
E00104831,72.3,19.6,8.2
E00104832,82.1,14.4,3.5
E00104833,69.4,24.8,5.8
E00104834,59.2,23.2,17.7
E00104835,76.7,17.9,5.4
E00104836,81.4,13.9,4.7
E00104837,71.9,19.7,8.4
E00104838,73.1,18.3,8.7
