geography_code,disability_3a-001,disability_3a-002
E00104463,21.8,78.2
E00104464,26.2,73.8
E00104465,23.7,76.3
E00104467,27.7,72.3
E00104468,24.8,75.2
E00104484,19.1,80.9
E00104486,21.7,78.3
E00104489,16.3,83.7
E00104490,14.9,85.1
E00104495,17.8,82.2
E00104498,26.6,73.4
E00104500,26.9,73.1
E00104503,18,82
E00104504,19.6,80.4
E00104507,16.7,83.3
E00104509,28,72
E00104510,24.6,75.4
E00104511,25.5,74.5
E00104512,29.1,70.9
E00104513,26.6,73.4
E00104514,23.3,76.7
E00104515,23.6,76.4
E00104516,30.2,69.8
E00104517,39.2,60.8
E00104518,40.3,59.7
E00104519,12.3,87.7
E00104520,26,74
E00104522,39.3,60.7
E00104523,14.9,85.1
E00104524,23.8,76.2
E00104525,35.2,64.8
E00104526,22.2,77.8
E00104527,7.4,92.6
E00104528,10.2,89.8
E00104529,22.8,77.2
E00104530,17,83
E00104531,14.7,85.3
E00104532,14.6,85.4
E00104533,14.9,85.1
E00104534,10.1,89.9
E00104535,18.2,81.8
E00104536,13.9,86.1
E00104537,27.6,72.4
E00104538,14.1,85.9
E00104539,19.3,80.7
E00104540,24.8,75.2
E00104541,29.5,70.5
E00104542,40.1,59.9
E00104543,32.4,67.6
E00104544,26.9,73.1
E00104545,31.6,68.4
E00104546,16.5,83.5
E00104547,26.8,73.2
E00104548,21,79
E00104549,21.8,78.2
E00104550,19.4,80.6
E00104551,22.7,77.3
E00104585,25.6,74.4
E00104586,27.5,72.5
E00104588,29.1,70.9
E00104589,24.5,75.5
E00104590,20.4,79.6
E00104591,12.8,87.2
E00104592,28,72
E00104593,26.5,73.5
E00104594,20.5,79.5
E00104595,15.3,84.7
E00104596,15.2,84.8
E00104597,32.4,67.6
E00104598,23.3,76.7
E00104600,23.4,76.6
E00104601,17.6,82.4
E00104603,30,70
E00104604,20.2,79.8
E00104605,21.7,78.3
E00104606,23.7,76.3
E00104607,18.1,81.9
E00104608,28.1,71.9
E00104609,31.5,68.5
E00104610,25.7,74.3
E00104611,19.9,80.1
E00104612,18.6,81.4
E00104613,15.4,84.6
E00104614,24.8,75.2
E00104615,30,70
E00104616,20.2,79.8
E00104617,18.6,81.4
E00104618,29.4,70.6
E00104619,32.2,67.8
E00104620,22.5,77.5
E00104621,21.4,78.6
E00104622,23.3,76.7
E00104623,32.3,67.7
E00104624,28.1,71.9
E00104634,19.8,80.2
E00104636,31.2,68.8
E00104637,36.1,63.9
E00104638,27,73
E00104639,40.3,59.7
E00104641,29,71
E00104642,22.5,77.5
E00104643,26.7,73.3
E00104644,24.5,75.5
E00104645,33,67
E00104646,27.4,72.6
E00104647,27.1,72.9
E00104648,15.9,84.1
E00104649,28.7,71.3
E00104650,36.2,63.8
E00104651,30.5,69.5
E00104684,17.3,82.7
E00104685,18.4,81.6
E00104686,27.2,72.8
E00104687,28.5,71.5
E00104688,28.2,71.8
E00104711,28,72
E00104712,25.7,74.3
E00104713,22.4,77.6
E00104714,21.9,78.1
E00104715,21.5,78.5
E00104716,30.4,69.6
E00104717,31.2,68.8
E00104718,25.1,74.9
E00104719,22.9,77.1
E00104720,24.7,75.3
E00104753,24.1,75.9
E00104754,16.5,83.5
E00104755,30.4,69.6
E00104756,26.5,73.5
E00104760,24.2,75.8
E00104761,26.2,73.8
E00104763,18.6,81.4
E00104764,43.2,56.8
E00104765,26.1,73.9
E00104766,25.2,74.8
E00104767,23,77
E00104768,13.5,86.5
E00104769,33.3,66.7
E00104770,17.3,82.7
E00104771,23.4,76.6
E00104772,32.3,67.7
E00104773,26.8,73.2
E00104774,25.9,74.1
E00104816,28.1,71.9
E00104817,18.3,81.7
E00104818,15.9,84.1
E00104819,14.3,85.7
E00104820,24.1,75.9
E00104821,16.2,83.8
E00104822,24,76
E00104823,20.1,79.9
E00104824,31.5,68.5
E00104825,28.1,71.9
E00104826,22.1,77.9
E00104827,32.5,67.5
E00104828,21.1,78.9
E00104829,19.2,80.8
E00104830,19.9,80.1
E00104831,25,75
E00104832,17.6,82.4
E00104833,32.5,67.5
E00104834,36.2,63.8
E00104835,20,80
E00104836,19.4,80.6
E00104837,22.8,77.2
E00104838,25.6,74.4
E00104839,43,57
E00104840,24.5,75.5
E00104845,20.5,79.5
E00104846,19.3,80.7
E00104847,12.7,87.3
E00104848,30.4,69.6
E00104849,11.5,88.5
E00104850,18,82
E00104851,22.8,77.2
E00104852,20,80
E00104853,17.1,82.9
E00104854,21.8,78.2
E00104855,17.1,82.9
E00104857,18.4,81.6
E00104858,24.2,75.8
E00104859,14.6,85.4
E00104860,18.5,81.5
E00104861,26,74
E00104862,30.1,69.9
E00104863,19.3,80.7
E00104880,28,72
E00104881,36.5,63.5
E00104882,33.3,66.7
E00104883,26.4,73.6
E00104884,28.8,71.2
E00104885,22.7,77.3
E00104886,31.8,68.2
E00104887,28.1,71.9
E00104888,19.4,80.6
E00104889,30.9,69.1
E00104890,23.1,76.9
E00104891,29.8,70.2
E00104892,45.6,54.4
E00104893,35.2,64.8
E00104894,27.8,72.2
E00104895,30.8,69.2
E00104896,24.4,75.6
E00104897,23.7,76.3
E00104898,26,74
E00104899,50.5,49.5
E00104900,55.3,44.7
E00104901,38.3,61.7
E00104902,25.4,74.6
E00104903,26.1,73.9
E00104904,44.7,55.3
E00104905,23.4,76.6
E00104906,23.4,76.6
E00104907,26.3,73.7
E00104908,23.2,76.8
E00104909,22.3,77.7
E00104910,25,75
E00104911,54.3,45.7
E00104912,21.5,78.5
E00104913,25.7,74.3
E00104924,27.2,72.8
E00104925,25.6,74.4
E00104929,19.6,80.4
E00104930,33.7,66.3
E00104932,24,76
E00104933,37,63
E00104934,22.5,77.5
E00104935,22.6,77.4
E00104936,19.6,80.4
E00104937,18.5,81.5
E00104938,26,74
E00104940,26.2,73.8
E00104941,18.6,81.4
E00104942,24.5,75.5
E00104943,18.3,81.7
E00104944,18.8,81.2
E00104945,18.4,81.6
E00105049,10,90
E00105050,11.9,88.1
E00105051,17.7,82.3
E00105058,12.9,87.1
E00105059,12,88
E00105061,19.8,80.2
E00105081,18.1,81.9
E00105083,22.8,77.2
E00105084,11.6,88.4
E00105085,24.8,75.2
E00105087,34.9,65.1
E00105088,19.5,80.5
E00105089,17.4,82.6
E00105090,12.1,87.9
E00105091,23.9,76.1
E00105092,21.5,78.5
E00105093,8.5,91.5
E00105096,15.4,84.6
E00105098,22.2,77.8
E00105099,19.8,80.2
E00105106,11.6,88.4
E00105107,19.3,80.7
E00105108,13.6,86.4
E00105115,21.7,78.3
E00105116,27,73
E00105117,19.7,80.3
E00105119,22.9,77.1
E00105121,19,81
E00105122,26,74
E00105123,26,74
E00105124,27.2,72.8
E00105125,31.1,68.9
E00105126,37.4,62.6
E00171856,14.9,85.1
E00171870,30.7,69.3
E00183223,17.4,82.6
E00183226,10.4,89.6
E00183227,10.2,89.8
E00183232,16.5,83.5
E00183242,43.6,56.4
E00183252,8.8,91.2
E00183255,32.4,67.6
E00183259,26.4,73.6
E00183260,16.8,83.2
E00183263,25.9,74.1
E00183264,7.3,92.7
E00183273,12.9,87.1
E00183277,13,87
E00183279,15.4,84.6
E00183293,19.9,80.1
E00183295,15.5,84.5
E00183301,11.6,88.4
E00183313,13.3,86.7
