geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00049317,4.4,38.9,56.6
E00049318,2,22.2,75.8
E00049319,1.4,48.6,50
E00049320,6.7,26,67.3
E00049321,7.5,24.6,67.9
E00049322,0.7,27.2,72.1
E00049323,5.6,28.2,66.1
E00049324,3.8,14.4,81.7
E00049325,0,35,65
E00049326,6.6,22.5,70.9
E00049327,2.3,28.7,69
E00049328,3,22.6,74.4
E00049329,8.5,29.1,62.4
E00049330,3.1,23.1,73.8
E00049331,3,43,54.1
E00049332,3.7,31.6,64.7
E00049333,2.5,54.8,42.7
E00049334,2.6,43,54.4
E00049335,1.6,32.3,66.1
E00049336,5.4,29.2,65.4
E00049337,6.8,27.1,66.1
E00049338,5.3,34.5,60.2
E00049339,4.4,21.3,74.3
E00049340,2.9,21,76.1
E00049341,3.3,29.8,66.9
E00049342,5,20.9,74.1
E00049343,4.8,18.5,76.6
E00049344,3.4,23.7,72.9
E00049345,4.3,18.3,77.4
E00049346,1.6,29.5,68.9
E00049347,5.9,21.8,72.3
E00049348,6.2,26.2,67.7
E00049349,3.1,25.6,71.3
E00049350,5.7,17,77.3
E00049351,3.6,27.3,69.1
E00049352,9,28.3,62.7
E00049353,0.7,59.3,40
E00049354,8.1,35,56.9
E00049355,0.7,49,50.3
E00049356,6.8,30.1,63.2
E00049357,3.1,34.6,62.3
E00049358,13,28.3,58.7
E00049359,2,32.7,65.3
E00049362,3.6,22.7,73.6
E00049438,5.5,29.7,64.8
E00049441,2.9,22.1,75
E00049442,7.2,18.4,74.4
E00049443,5.1,24.4,70.5
E00049445,6,43.6,50.4
E00049450,8,16,76
E00049451,5.7,25.4,68.9
E00049452,2.7,26,71.3
E00049453,3.1,36.9,60
E00049454,7.3,20.2,72.6
E00049455,2.4,39.8,57.7
E00049456,6.7,21.7,71.7
E00049457,3.9,41.1,55
E00049458,3.4,22.7,73.9
E00049459,2.9,25.4,71.7
E00049462,5.3,45,49.7
E00049464,2.3,31,66.7
E00049465,2.1,23.6,74.3
E00049472,3.9,19.6,76.5
E00049478,7,10,83
E00049479,0.7,54.5,44.8
E00049480,8.8,30.4,60.8
E00049481,0.9,21.2,77.9
E00049483,7.9,5,87.1
E00049484,0.9,10.7,88.4
E00049485,9.2,21.4,69.5
E00049486,4.3,28.4,67.2
E00049487,2.7,55.8,41.5
E00049488,5.9,22,72
E00049489,2.6,18.4,78.9
E00049490,4.8,25,70.2
E00049492,7.3,23.4,69.3
E00049493,2,46.4,51.7
E00049494,10.9,13.9,75.2
E00049495,3.1,26.4,70.5
