geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00049317,9.1,67,23.9
E00049318,9.1,51.7,39.2
E00049319,21.2,56.1,22.7
E00049320,8,78.4,13.6
E00049321,4.8,50,45.2
E00049322,15.7,58.7,25.6
E00049323,8.8,70.2,21.1
E00049324,15.2,66.3,18.5
E00049325,11.4,70.2,18.4
E00049326,7.8,68.8,23.4
E00049327,8,69,23
E00049328,10.4,67.9,21.7
E00049329,6.4,49.6,44
E00049330,10.2,57.8,32
E00049331,7,53,40
E00049332,11.5,65.4,23.1
E00049333,3.9,72.9,23.3
E00049334,7.7,72.5,19.8
E00049335,6.8,63.6,29.7
E00049336,7.4,73.1,19.4
E00049337,7.8,55,37.2
E00049338,11.3,52.8,35.8
E00049339,13.2,59.6,27.2
E00049340,7.6,51.4,41
E00049341,10.2,45.3,44.5
E00049342,7,61.2,31.8
E00049343,6.6,63.9,29.5
E00049344,8.5,69.1,22.3
E00049345,21.3,62.7,16
E00049346,9.6,60.6,29.8
E00049347,11.3,55.6,33.1
E00049348,8.5,54.2,37.3
E00049349,10,60.8,29.2
E00049350,9.8,68,22.1
E00049351,4.7,63.8,31.5
E00049352,10.9,56.2,32.8
E00049353,4.3,66.4,29.3
E00049354,11.3,50.5,38.1
E00049355,5.1,76.1,18.8
E00049356,9.9,47.1,43
E00049357,14.9,58.6,26.4
E00049358,7,44.6,48.4
E00049359,8.3,54.9,36.8
E00049362,9.8,63.7,26.5
E00049438,13.9,56.9,29.2
E00049441,8.6,53.3,38.1
E00049442,9.1,72.7,18.2
E00049443,9.3,56.7,34
E00049445,7.3,62.5,30.2
E00049450,11.3,53,35.7
E00049451,10.8,62.2,27
E00049452,13.1,61.7,25.2
E00049453,11.3,62.6,26.1
E00049454,18.7,53.8,27.5
E00049455,14,66,20
E00049456,4.4,54,41.6
E00049457,5.9,60.7,33.3
E00049458,16,70,14
E00049459,15.6,65.6,18.8
E00049462,19.6,61.8,18.6
E00049464,10.1,72.3,17.6
E00049465,12.2,71.3,16.5
E00049472,13,42.9,44.2
E00049478,17.6,51.5,30.9
E00049479,11.5,71.2,17.3
E00049480,9.9,58.5,31.7
E00049481,9.4,48.7,41.9
E00049483,24.7,60.3,15.1
E00049484,9.4,71.9,18.8
E00049485,7.8,81.3,10.9
E00049486,6.2,81.4,12.4
E00049487,8.9,66.9,24.2
E00049488,12.6,51.6,35.8
E00049489,17.8,55.6,26.7
E00049490,8.7,60.9,30.4
E00049492,11.5,65.5,23
E00049493,7.9,63,29.1
E00049494,18.2,50,31.8
E00049495,14,54,32
E00049496,12.1,71.7,16.2
E00049497,4.7,72.9,22.4
E00049498,11.6,65.3,23.2
E00049499,15,45,40
E00049500,4.7,78.1,17.2
E00049501,15.6,71.9,12.5
E00049502,22.8,63.2,14
E00049503,2.5,85.2,12.3
E00049504,3.3,77.7,19
E00049505,25,61.8,13.2
E00049506,8.9,78.1,13
E00049507,10.1,74.2,15.7
E00049508,18.8,67.5,13.8
E00049509,10.1,64.6,25.3
E00049510,16.5,69.4,14
E00049511,14.5,68.4,17.1
E00049513,16.8,47.7,35.5
E00049514,9,76.2,14.8
E00049515,10.5,64.9,24.6
E00049516,5.7,77.1,17.1
E00049517,11.1,60.7,28.2
E00049518,9.4,61.2,29.5
E00049519,17.8,59.4,22.8
E00049520,10.1,65.1,24.8
E00049521,8.8,59.8,31.4
E00049522,6.1,75.6,18.3
E00049523,14.5,57.3,28.2
E00049524,9.2,62.6,28.2
E00049525,6.3,68.4,25.3
E00049527,13.2,64.5,22.4
E00049528,8.8,65.9,25.3
E00049529,6.6,70.3,23.1
E00049530,8.5,61.3,30.2
E00049531,6.6,66.4,27
E00049532,7.4,74.7,17.9
E00049533,14.5,49.1,36.4
E00049534,8.6,65.8,25.7
E00049535,13.6,50.8,35.6
E00049536,4.7,84.1,11.2
E00049537,13.1,46.7,40.2
E00049653,7.3,82.7,10
E00049654,7.5,73.1,19.4
E00049655,5.9,83.9,10.2
E00049656,9.2,75.9,14.9
E00049657,5.9,83.2,10.9
E00049658,10.9,74.5,14.5
E00049659,7,80.5,12.5
E00049660,4.4,61,34.6
E00049661,22.2,59.3,18.5
E00049662,8.3,72.7,19
E00049663,13.1,62.3,24.6
E00049664,10.9,74.6,14.5
E00049665,6.3,66.4,27.3
E00049666,13.8,68.3,17.9
E00049667,13.3,62.9,23.8
E00049668,4.5,73.9,21.6
E00049669,7.7,77.9,14.4
E00049670,20.3,65,14.6
E00049671,13.5,66.3,20.2
E00049672,4.9,81.6,13.6
E00049673,11.9,71.3,16.8
E00049674,10.3,79.3,10.3
E00049675,6.6,79.2,14.2
E00049676,13,69.6,17.4
E00049677,10.8,80,9.2
E00049678,10,63.8,26.2
E00049679,5.9,86.6,7.6
E00049680,6.8,81.2,12
E00049681,12.3,75.5,12.3
E00049682,5.1,83.8,11.1
E00049683,13.9,65.3,20.8
E00049684,12.5,75,12.5
E00049685,5.9,82.4,11.8
E00049686,6.2,82.8,11
E00049687,13.5,71.2,15.3
E00049688,13.6,61.6,24.8
E00049689,10.2,74.6,15.3
E00049690,5.1,74.4,20.5
E00049691,9.2,55.1,35.7
E00049692,6.2,80,13.8
E00049693,10.6,78,11.4
E00049694,11.7,75,13.3
E00049695,12.8,67.9,19.3
E00049696,9.6,72.2,18.3
E00049697,7.4,78.5,14
E00049698,1.4,86.2,12.3
E00049699,14.3,67,18.8
E00049700,7.1,73.6,19.2
E00049701,8.7,60.6,30.8
E00049702,13.3,67.3,19.4
E00049703,7.4,73.1,19.4
E00049704,9.3,75.7,15
E00049705,5.2,83.7,11.1
E00049706,11,67.8,21.2
E00049707,6.1,80,13.9
E00049708,3.5,80.7,15.8
E00049709,11.3,74.2,14.5
E00049710,12.5,60.4,27.1
E00049711,6.7,75.6,17.6
E00049712,13.9,74.8,11.3
E00049713,6.7,71.9,21.3
E00049714,13.1,65.7,21.2
E00049715,6.3,79.5,14.2
E00049716,8,79.2,12.8
E00049717,9.4,79.2,11.4
E00049718,3.6,73.2,23.2
E00049719,2.8,87.2,10.1
E00049720,7.1,83.3,9.5
E00049721,7.3,75,17.7
E00049722,18.8,66.1,15.2
E00049723,10,51,39
E00049724,10.4,66.4,23.2
E00049725,8.7,76.2,15.1
E00049726,11,57.6,31.4
E00049727,10.3,57.5,32.2
E00049728,6.8,73.5,19.7
E00049729,16.2,59.6,24.2
E00049730,12.3,66,21.7
E00049731,16,60,24
E00049732,10.9,73.9,15.2
E00049733,14,54.2,31.8
E00049781,11.6,55.8,32.6
E00049783,7.9,61.9,30.2
E00049784,9.8,57.4,32.8
E00049792,10,63,27
E00049802,16.3,47.1,36.5
E00049976,12,51.9,36.1
E00049985,9.6,71.1,19.3
E00049986,9.1,60.1,30.8
E00049987,5.9,66.9,27.1
E00049988,17,59,24
E00049991,10.4,69.8,19.8
E00049995,5.2,80.2,14.6
E00050001,13.2,60.4,26.4
E00050003,8.2,63.9,27.8
E00050004,11.2,50.6,38.2
E00050056,5.4,76.8,17.9
E00050057,5.3,83.4,11.2
E00050058,2.5,80.5,16.9
E00050059,4,79.2,16.8
E00050060,8.4,82.4,9.2
E00050061,3.7,67.6,28.7
E00050062,12.9,79.6,7.5
E00050063,5,81.5,13.4
