geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00025638,77.8,14.9,7.3
E00025640,78.3,17.8,3.8
E00025642,76.6,14.9,8.4
E00025644,76.7,15.5,7.9
E00025646,82.3,12,5.7
E00025647,81.6,12.7,5.7
E00025648,72.7,14.4,12.9
E00025660,81,12.9,6.1
E00025661,84.9,10.2,5
E00025663,80.5,11.2,8.3
E00025667,84.8,12.9,2.3
E00025669,77.4,11.5,11.1
E00025670,86.4,10.1,3.6
E00025672,74.7,17,8.3
E00025673,78.5,12,9.5
E00025674,78.1,15,6.9
E00025675,70,15.2,14.8
E00025676,75.4,16.6,8
E00025678,77.4,15.4,7.2
E00025680,90.2,8.1,1.7
E00025681,72.7,15.7,11.6
E00025682,80.6,12.1,7.3
E00025684,71.6,14.4,14.1
E00025685,89.8,5.8,4.4
E00025687,78.2,11.7,10.1
E00025688,77.3,12.7,10
E00025689,80.5,10.6,8.9
E00025690,87.7,8.3,4
E00025691,90.5,5.9,3.6
E00025692,75.8,16.7,7.6
E00025693,93.6,4.1,2.4
E00025694,74.8,16.9,8.3
E00025695,92.9,4.9,2.2
E00025696,84.1,11.3,4.6
E00025697,93.8,5.3,1
E00025698,80.3,13.9,5.8
E00025699,94,5.7,0.3
E00025700,91.4,5.7,2.9
E00025701,89.1,8.1,2.8
E00025702,82.5,10.3,7.2
E00025703,79.4,17.1,3.5
E00025704,84.2,10.4,5.4
E00025705,94.1,4.4,1.5
E00025706,92,8,0
E00025707,89.8,8.4,1.8
E00025708,90.1,7.7,2.2
E00025709,93.4,5.7,0.9
E00025710,76.1,15.5,8.4
E00025711,80.6,13.8,5.5
E00025712,83.4,13.2,3.3
E00025713,71.4,18.6,10
E00025714,77.5,11,11.5
E00025715,90.4,8.6,1.1
E00025716,73.5,16.2,10.3
E00025717,79.5,13.7,6.8
E00025718,82.5,10.2,7.3
E00025719,92.6,7.4,0
E00025720,77.3,14.5,8.2
E00025721,82.6,11.1,6.3
E00025722,79.8,13.8,6.4
E00025723,67.9,19.1,13
E00025724,80.4,13,6.6
E00025725,83,12,4.9
E00025726,80.5,13.6,5.9
E00025728,82.2,10.9,6.9
E00025729,76.8,13.4,9.7
E00025731,78.6,15.7,5.7
E00025732,76.4,13.1,10.6
E00025733,85.5,10.6,3.9
E00025734,78.3,12.3,9.4
E00025735,75.1,13.1,11.8
E00025736,79.1,14,6.9
E00025737,79.8,14.2,6
E00025738,76.4,14.6,9
E00025739,74.6,15.1,10.4
E00025740,79.3,15.7,5
E00025741,75.3,14.6,10.1
E00025742,78,13.3,8.8
E00025743,73,14.8,12.2
E00025744,70.2,19.6,10.2
E00025745,81.3,11.8,6.9
E00025746,73.4,15.6,11
E00025747,79.3,11.1,9.7
E00025748,75,14.3,10.7
E00025749,77.4,14.4,8.2
E00025750,71.8,16.1,12.2
E00025751,77.8,13.4,8.8
E00025752,74.4,15.8,9.8
E00025753,76.6,15.9,7.4
E00025754,78.4,14,7.7
E00025757,71.3,21.3,7.5
E00025869,78.8,14.7,6.4
E00025889,79.2,14.5,6.3
E00025890,82,11,6.9
E00025891,81.7,11.5,6.8
E00025894,80.6,13,6.4
E00025895,81,11.6,7.3
E00025901,73.2,17.2,9.5
E00025902,79.4,14.2,6.4
E00025903,77.1,14.9,8
E00025904,75.2,17,7.8
E00025906,80.3,12.4,7.3
E00025907,81.1,12.2,6.6
E00025908,82.4,14.9,2.7
E00025909,80.2,12.2,7.6
