geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00025638,34.7,38.7,18.5,8.1
E00025640,9.7,46.3,34.3,9.7
E00025642,30.8,46.7,19.2,3.3
E00025644,35.7,45.7,16.3,2.3
E00025646,18.7,43.1,33.3,4.9
E00025647,20.7,51.4,23.6,4.3
E00025648,31.9,51.1,15.4,1.6
E00025660,10.4,30.2,41.5,17.9
E00025661,23.3,50.6,21.6,4.5
E00025663,32.1,51.3,13.4,3.2
E00025667,3.7,41.1,43,12.1
E00025669,48.3,37.5,13.3,0.8
E00025670,24.1,53.3,20.4,2.2
E00025672,35.5,46.1,17.7,0.7
E00025673,34.9,47.3,11.6,6.2
E00025674,53.5,33.8,9.2,3.5
E00025675,35.2,44.8,16,4
E00025676,39.2,40.8,16.2,3.8
E00025678,29.4,47.1,14.7,8.8
E00025680,31.2,50.4,13.6,4.8
E00025681,47.7,38.5,13.1,0.8
E00025682,49.2,33.1,17.7,0
E00025684,37.2,44.4,16.7,1.7
E00025685,14.3,58,25.2,2.5
E00025687,35.3,43.7,16,5
E00025688,40.9,38.2,20,0.9
E00025689,28.3,44.9,19.7,7.1
E00025690,18.3,53.4,24.5,3.8
E00025691,22.9,48.4,20.4,8.3
E00025692,46.4,41.8,7.8,3.9
E00025693,27.3,50.4,18,4.3
E00025694,36,49.3,10.3,4.4
E00025695,28.2,50,19.4,2.4
E00025696,16.4,56,25.2,2.5
E00025697,7.7,43.6,40.4,8.3
E00025698,32.8,46.4,16.8,4
E00025699,18.9,56.2,20.5,4.3
E00025700,28.8,50.4,16,4.8
E00025701,31.6,48.4,18.1,1.9
E00025702,29.5,50,18.9,1.6
E00025703,10.6,41.3,31.7,16.3
E00025704,47.6,37.2,13.1,2.1
E00025705,18.8,51.5,27.9,1.7
E00025706,29.9,52.2,17.9,0
E00025707,49.6,43.8,6.6,0
E00025708,42.7,44.7,11.3,1.3
E00025709,23.7,44.2,23.7,8.3
E00025710,41.7,36.7,16.7,5
E00025711,26.1,52.9,19.3,1.7
E00025712,20.6,50,27,2.4
E00025713,41.2,41.2,11.5,6.1
E00025714,34.3,48.2,13.1,4.4
E00025715,24.8,63.2,11.2,0.8
E00025716,29.7,56.1,12.3,1.9
E00025717,25.4,49.2,24.6,0.8
E00025718,30.5,44.9,19.5,5.1
E00025719,16.8,54.7,26.6,1.9
E00025720,39.7,37.7,19.1,3.4
E00025721,33.6,44.3,19.8,2.3
E00025722,27.3,52.1,19,1.7
E00025723,54.2,40.8,3.5,1.4
E00025724,31.7,41.3,20.6,6.3
E00025725,35,36,23.5,5.5
E00025726,48.3,42.1,9,0.7
E00025728,45.9,37.8,13.5,2.7
E00025729,42.1,40.5,15.7,1.7
