areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00134224,19.5,48.3,4.5,26.2,1.5
E00134225,21.9,50.6,7.9,16.9,2.8
E00134226,14.1,43,6.4,34.3,2.1
E00134227,16.4,46.7,5.6,30.8,0.5
E00134228,18.4,43.6,4.9,31.9,1.2
E00134229,18,42.1,7.6,26.8,5.5
E00134230,18.9,41.9,5.1,29,5.1
E00134237,17.3,43.8,8,26.5,4.3
E00134238,24.9,43.7,10.3,19.2,1.9
E00134239,15.4,51.2,8,23.1,2.4
E00134240,26.9,44.3,8.3,17.4,3
E00134242,17.4,54.4,5.7,20.6,1.9
E00134243,25.1,40.6,6.6,25.1,2.7
E00134244,26,44.6,7,19,3.3
E00134245,21.1,53.3,6.6,16.9,2.1
E00134246,29.8,50.8,6.6,10.3,2.5
E00134247,25.6,40.2,8.7,18.5,7.1
E00134248,22.5,40.4,12.1,20.4,4.6
E00134249,25.8,41.2,5.4,21.3,6.3
E00134258,28.2,45.5,5.6,14.6,6.2
E00134260,37.6,42.9,5.6,11.2,2.6
E00134261,28.2,39.2,9.4,15.3,7.8
E00134262,29.2,46.5,5.3,15,4
E00134263,26.3,40.1,10.9,20.1,2.6
E00134264,32.6,44.3,7.8,11.7,3.5
E00134265,29.7,39.2,8,18.9,4.2
E00134266,19.2,47.2,8.4,21.5,3.7
E00134267,38.9,43.1,5.9,10,2.1
E00134268,20.4,41.6,8.2,27.1,2.6
E00134269,23.3,49.2,3.9,20.3,3.3
E00134270,21.4,44.4,10.3,19.8,4
E00134271,14.3,46.1,8.2,28.9,2.6
E00134272,13.2,51.3,6,27,2.5
E00134273,30.7,45.6,4.2,16.3,3.3
E00134274,14.8,56.3,5.6,20.4,3
E00134275,32.6,37.2,7,18.9,4.2
E00134276,32.5,44,7.5,12,4
E00134277,29.4,49.8,6.4,12.5,1.9
E00134278,19.7,38.1,5.2,33.4,3.6
E00134280,17.4,54.4,3.5,22.9,1.8
E00134281,21.3,48.3,6,21,3.5
E00134282,25.2,46.2,6.7,17.6,4.3
E00134283,26,52.1,3.7,15.3,2.8
E00134284,18.7,39.7,6,32.9,2.8
E00134287,17.8,52.5,6.2,21.9,1.7
E00134288,30.2,49.5,6.3,12.5,1.6
E00134289,23.3,40.9,13.4,21.1,1.3
