areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00134224,19.4,43.5,12.1,25
E00134225,19.4,45.1,19.4,16
E00134226,21.3,47.4,15.7,15.7
E00134227,19.2,46.2,15.4,19.2
E00134228,13.6,42.9,17,26.5
E00134229,24.5,43.4,13.8,18.2
E00134230,23.5,37.8,16.3,22.4
E00134237,17.9,46.2,14.1,21.8
E00134238,33.8,40.1,13.4,12.7
E00134239,25.6,40.9,19.9,13.6
E00134240,24.8,48.9,11.3,14.9
E00134242,29.3,37.9,15.5,17.2
E00134243,28.8,31.4,15.7,24.2
E00134244,32.4,41.9,12.5,13.2
E00134245,28.5,38.5,14.6,18.5
E00134246,26,37,15.7,21.3
E00134247,30.9,51.5,8.1,9.6
E00134248,31.3,49.2,9.4,10.2
E00134249,31.9,41.2,12.6,14.3
E00134258,32,27.2,19.5,21.3
E00134260,24.5,37.1,12.6,25.8
E00134261,39.4,39.4,7.6,13.6
E00134262,23,34.5,15,27.4
E00134263,21.7,49.7,11.2,17.5
E00134264,23.3,44,15.5,17.2
E00134265,33.6,47.2,10.4,8.8
E00134266,28.3,38.9,14.2,18.6
E00134267,51.6,25.5,11.1,11.8
E00134268,45.5,29.3,14.4,10.8
E00134269,64.6,25.6,6.7,3.1
E00134270,41.4,31.2,17.2,10.2
E00134271,29.3,34.5,16.7,19.5
E00134272,18,35.4,21.7,24.8
E00134273,66.1,21.2,7.9,4.8
E00134274,36.5,31.8,15.9,15.9
E00134275,35.5,41.1,10.6,12.8
E00134276,34.2,35.1,10.5,20.2
E00134277,20.9,39.5,9.3,30.2
E00134278,21,44.4,16,18.5
E00134280,27.3,28.5,19.8,24.4
E00134281,22.6,40.3,18.9,18.2
E00134282,33.6,34.5,18.5,13.4
E00134283,30.9,32.5,16.3,20.3
E00134284,18.9,45.1,16.4,19.7
E00134287,22.2,41,13.7,23.1
E00134288,42.7,27.3,15.5,14.5
E00134289,20.8,42.5,15.8,20.8
E00134290,40.7,34.7,13.6,11
E00134291,31.6,41.4,15.1,11.8
E00134292,26.6,47.6,10.5,15.3
E00134293,31.7,35.6,16.7,16.1
E00134294,38.7,38.7,17.1,5.4
E00134295,41.4,35.2,12.4,11
E00134296,51.9,25.5,9.4,13.2
E00134297,49.5,24.3,15,11.2
E00134299,18.9,45.7,12.6,22.8
E00134300,35,48,8.9,8.1
E00134301,37.7,34.4,14.8,13.1
E00134302,26.5,39.8,19.5,14.2
E00134303,37.8,28.1,18.5,15.6
E00134304,34.9,30.2,23.8,11.1
E00134305,25.4,45.9,16.4,12.3
E00134306,29.5,41.9,16.3,12.4
E00134307,20.5,34.9,19.9,24.7
E00134308,28.2,30,17.3,24.5
E00134309,41,35.1,10.4,13.4
E00134310,35.2,47.6,11.4,5.7
E00134311,26.6,46.8,16.1,10.5
E00134312,29.8,49.1,8.8,12.3
E00134313,18.9,52.5,13.1,15.6
E00134320,16.3,37.2,20.9,25.6
E00134329,30.1,43.6,15.8,10.5
E00134330,20.4,46.4,20.4,12.7
E00134331,22.1,50.6,13,14.3
E00134332,25.5,47.6,14.5,12.4
E00134333,26.5,52.5,9.9,11
E00134334,22.5,57,9.3,11.3
E00134335,38.3,44.2,7.5,10
E00134363,19.5,41.6,18.1,20.8
E00134368,22.2,48.4,13.5,15.9
