areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00134224,11.9,20.6,48.8,18.8
E00134225,12.1,19.9,53.9,14.1
E00134226,13.8,16.3,50.8,19.1
E00134227,13.7,24.2,52.4,9.7
E00134228,14.4,20.9,50.3,14.4
E00134229,13.8,16,50.5,19.7
E00134230,13.8,17.7,47.7,20.8
E00134237,13.3,20.4,49,17.3
E00134238,4.9,17.2,63.1,14.8
E00134239,12,14.4,62.5,11.1
E00134240,11.9,23,47.6,17.5
E00134242,8,20.5,60.5,11
E00134243,13,14.5,60.5,12
E00134244,9.7,18.2,62.3,9.7
E00134245,10.5,22.4,55.3,11.8
E00134246,18.6,10.7,57.1,13.6
E00134247,17.1,20,56.2,6.7
E00134248,8.3,17.4,62.4,11.9
E00134249,10.3,20.6,58.9,10.3
E00134258,11.7,20.7,57.5,10.1
E00134260,16.7,21,54.3,8
E00134261,12.4,23.6,46.1,18
E00134262,6.5,24.1,63,6.5
E00134263,15.6,23.4,48.2,12.8
E00134264,11.3,27,51.3,10.4
E00134265,10.5,23.2,58.9,7.4
E00134266,10.7,17.9,61.6,9.8
E00134267,10.2,26,51.2,12.6
E00134268,9,19.2,60.3,11.5
E00134269,6.1,12.7,67.9,13.3
E00134270,8,10.7,66.7,14.7
E00134271,12.4,17,58.8,11.9
E00134272,7.9,22.2,54.2,15.8
E00134273,7.2,23.7,61.9,7.2
E00134274,7.9,25.8,56.8,9.5
E00134275,11,24.8,55,9.2
E00134276,6.6,33,50.9,9.4
E00134277,14.9,23.1,49.3,12.7
E00134278,9.1,24.7,55.4,10.8
E00134280,9.3,21.5,56.1,13
E00134281,7.8,29.1,55.9,7.3
E00134282,10.6,24.4,56.9,8.1
E00134283,16.5,24.3,53,6.1
E00134284,10.8,26.6,45.6,17.1
E00134287,8.6,19.4,56.8,15.1
E00134288,9.1,36.4,43.2,11.4
E00134289,5.1,28.8,54.2,11.9
E00134290,9,23.6,52.8,14.6
E00134291,13.4,23.7,54.6,8.2
E00134292,7.6,21.8,57.1,13.4
E00134293,8.6,32.5,50.9,8
E00134294,11.4,22.7,56.8,9.1
E00134295,7.6,23.7,54.2,14.5
E00134296,12,24,52,12
E00134297,10.8,23.3,53.3,12.5
E00134299,10.5,17.8,60.5,11.2
E00134300,13.2,20.8,58.5,7.5
E00134301,8.6,21.9,61.9,7.6
E00134302,6.1,26.3,53.5,14
E00134303,5.3,18.9,60.4,15.4
E00134304,6,23.5,59.6,10.8
E00134305,4.5,18.2,63.6,13.6
E00134306,13.9,25.2,48.7,12.2
E00134307,11.7,17.8,58.4,12.2
E00134308,12.7,23.6,50.9,12.7
E00134309,3.8,18.4,70.3,7.6
E00134310,4.4,27.8,58.9,8.9
E00134311,10,31,46,13
E00134312,8.8,20.4,62.8,8
E00134313,13.1,24.8,53.3,8.8
E00134320,7.5,21.1,54.4,17
E00134329,13.9,20.5,47,18.5
