areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00067299,60.2,4.3,35.5
E00067300,57.7,1.6,40.7
E00067301,68.4,0,31.6
E00067302,54.1,1.8,44
E00067303,56.9,1.8,41.3
E00067304,72.5,0.7,26.8
E00067305,51.4,1.9,46.7
E00067306,59.4,3.7,36.9
E00067307,54.2,2,43.9
E00067308,50.4,0,49.6
E00067309,64.1,0,35.9
E00067310,55.4,3.5,41.2
E00067311,66.4,1.5,32.1
E00067312,60.4,1.7,37.8
E00067313,59.8,0.8,39.4
E00067314,59.1,1,39.9
E00067315,52.9,2.9,44.3
E00067316,63.9,3.8,32.3
E00067317,63.1,0.4,36.4
E00067319,62.1,1.1,36.8
E00067320,64.3,1.4,34.3
E00067321,65,2.3,32.7
E00067322,70.2,1.7,28.1
E00067323,64.5,2.2,33.3
E00067338,74.4,3.3,22.3
E00067339,42.9,2.9,54.3
E00067341,66,3.1,31
E00067342,56.4,1.1,42.5
E00067343,66.4,2.3,31.3
E00067344,63.3,2.8,33.9
E00067345,48.3,2.7,49
E00067346,57.5,3.4,39
E00067347,68.6,3.1,28.3
E00067348,63.9,3.4,32.7
E00067349,48,7.9,44.1
E00067350,50.8,2,47.2
E00067351,63.5,2.4,34.1
E00067352,58.4,4.7,36.9
E00067353,66.7,5.6,27.8
E00067354,68.2,2.7,29.1
E00067355,63.8,3.9,32.3
E00067356,61.8,3.2,35
E00067357,53.5,7.6,38.9
E00067358,59.6,6,34.4
E00067359,81.1,2.3,16.6
E00067360,74.6,1.2,24.2
E00067361,73.7,2.4,23.9
E00067362,59.2,5.4,35.4
E00067363,57.6,6.3,36.2
E00067364,68.1,1.6,30.2
E00067365,48.4,8.3,43.3
E00067366,67.1,2.8,30.1
E00067367,38,1.4,60.6
E00067368,63.5,5.3,31.2
E00067370,45.6,2.4,51.9
E00067371,51.3,1.8,46.9
E00067372,59.4,1.7,38.9
E00067373,66.4,2.5,31.1
E00067374,65.2,1.2,33.6
E00067375,53.4,3.5,43.1
E00067376,65.4,0,34.6
E00067377,63.9,2.2,33.9
E00067378,55.6,1.6,42.8
E00067379,72.3,2.6,25.1
E00067380,67.3,3,29.7
E00067468,65,4.8,30.2
E00067469,60.5,3,36.5
E00067470,55.2,4.1,40.7
E00067471,54.1,6,39.8
E00067472,52.5,5.3,42.2
E00067473,51.6,4.3,44.1
E00067474,42.4,4.3,53.3
E00067479,71.6,5.8,22.7
E00067480,65.8,4.2,30
E00067481,61.8,7.5,30.7
E00067483,52,5.6,42.5
E00067484,46.5,6.5,47.1
E00067485,51.8,4.3,44
E00067486,44.6,4.6,50.8
E00067487,64,6.3,29.7
E00067488,64.8,5.7,29.5
E00067490,48.9,4,47.1
E00067491,59.3,3.5,37.2
E00067494,42,4.3,53.6
E00067495,52.9,1.2,45.9
E00067496,46.8,1.2,52
E00067497,50.3,1.6,48.1
E00067498,48.6,0.5,50.9
E00067499,52.3,2.5,45.1
E00067500,40.9,0.4,58.7
E00067501,66.8,0.4,32.8
E00067502,60.1,2.2,37.7
E00067503,51.8,0,48.2
E00067504,63,0,37
E00067505,36.6,1.6,61.7
E00067506,59,4.4,36.7
E00067507,35.9,1.7,62.4
E00067508,50.5,0,49.5
E00067509,54.4,3.2,42.4
E00067510,55.1,3.1,41.8
E00067511,63.1,2.5,34.3
E00067512,51.5,2.6,45.9
E00067513,56.2,3.6,40.1
E00067514,47.2,2,50.8
E00067515,59.8,1.6,38.7
E00067516,60.8,0.8,38.5
E00067517,47.8,0,52.2
E00067518,65.3,1.9,32.8
E00067519,35.7,2.1,62.1
E00067520,68.7,2.2,29.1
E00067521,25.6,0.5,73.9
E00067522,39.5,0.4,60.1
E00067523,35.1,0.9,64
E00067524,67,1,32
E00067525,48.2,0.9,50.9
E00067526,56.5,0.4,43.1
E00067527,47.1,1.3,51.6
E00067528,33.3,3,63.7
E00067529,25,0.7,74.3
E00067530,64.5,0.8,34.7
E00067531,46,1.9,52.1
E00067532,61,0.5,38.5
E00067533,55.1,2.3,42.5
E00067534,68.8,2.1,29.2
E00067535,64.3,0,35.7
E00067536,51,1.2,47.8
E00067537,50.4,2.1,47.5
E00067543,58.1,3.9,38
E00067544,63,2.1,35
E00067545,49.7,6.5,43.8
