areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00067299,75.7,3,21.4
E00067300,90.2,2.5,7.2
E00067301,86.1,3.9,9.9
E00067302,85,3.8,11.2
E00067303,77.6,2.5,19.9
E00067304,89.7,2.6,7.7
E00067305,76.4,2.5,21.1
E00067306,77.2,4.2,18.6
E00067307,88.3,1.7,10
E00067308,76.7,1.6,21.7
E00067309,74.5,9.9,15.6
E00067310,74.2,4.1,21.6
E00067311,83.2,3.2,13.7
E00067312,84.3,4.6,11.1
E00067313,91.8,1,7.2
E00067314,84.1,3.1,12.8
E00067315,87.1,2.3,10.6
E00067316,79.9,5.8,14.3
E00067317,86.8,2.6,10.6
E00067319,87.6,2.3,10.1
E00067320,86.4,0.9,12.7
E00067321,76.8,5.7,17.4
E00067322,77.6,8.6,13.8
E00067323,84.7,4.2,11.1
E00067338,74.8,16.5,8.7
E00067339,87.6,3.6,8.8
E00067341,80.5,11.5,8
E00067342,87.3,6,6.7
E00067343,71.2,8.3,20.4
E00067344,66,7.5,26.4
E00067345,69.6,3.8,26.6
E00067346,85.1,6.8,8.1
E00067347,72.9,8.5,18.6
E00067348,65.3,9.3,25.4
E00067349,63.8,6.5,29.7
E00067350,72.4,4.9,22.8
E00067351,73.3,2.9,23.8
E00067352,83.9,10.9,5.1
E00067353,67,13.7,19.4
E00067354,83.3,9.9,6.9
E00067355,70.5,13.4,16.1
E00067356,66.9,9.1,23.9
E00067357,64.8,11.5,23.7
E00067358,86.8,6,7.1
E00067359,75.3,16.7,8.1
E00067360,83.5,9.7,6.7
E00067361,79.6,8.4,12
E00067362,85.9,3.9,10.2
E00067363,72.1,12.4,15.5
E00067364,87.2,5.1,7.7
E00067365,81.5,12.4,6.1
E00067366,76.3,15.2,8.5
E00067367,74.5,10,15.6
E00067368,77.1,9.7,13.2
E00067370,85.8,3.6,10.7
E00067371,83.3,8.5,8.1
E00067372,89,6.2,4.8
E00067373,83.5,11,5.5
E00067374,79.1,14,6.8
E00067375,85.9,11.5,2.6
E00067376,83.3,12.1,4.6
E00067377,84.9,7.5,7.5
E00067378,66.5,6.4,27.1
E00067379,70.8,11.6,17.6
E00067380,65.7,13.8,20.5
E00067468,85.7,9.5,4.8
E00067469,84.7,8.3,7
E00067470,82.4,9.9,7.7
E00067471,78.5,10.5,10.9
E00067472,76.3,8.7,15
E00067473,85.2,10.5,4.3
E00067474,78.6,9.5,11.9
E00067479,80.8,11.3,7.9
E00067480,77.6,16.5,5.9
E00067481,85.1,8.8,6.1
E00067483,57.1,11.3,31.6
E00067484,50.3,15.6,34.2
E00067485,76.1,13.4,10.5
E00067486,65.7,20.2,14.1
E00067487,83.4,10.4,6.2
E00067488,79.3,12.1,8.6
E00067490,84,6.3,9.8
E00067491,76.5,15.8,7.7
E00067494,76.8,16.8,6.4
E00067495,89.1,0.7,10.1
E00067496,84.7,0,15.3
E00067497,88.1,0.3,11.6
E00067498,86.6,3.3,10.2
E00067499,86.1,1.1,12.8
E00067500,86.6,0.7,12.7
E00067501,79.9,3,17.1
E00067502,84.2,2.5,13.3
E00067503,85,3.1,11.8
E00067504,84.6,2.9,12.5
E00067505,70.6,1.7,27.6
E00067506,87.2,1.7,11.1
E00067507,79.4,1.4,19.1
E00067508,84.1,1.9,14
E00067509,83.1,2.1,14.8
E00067510,85.6,1.1,13.3
E00067511,85.3,0.8,13.9
E00067512,89.4,1.4,9.2
E00067513,90.2,0.3,9.5
E00067514,88.2,1.4,10.5
E00067515,91.8,1.3,7
E00067516,94,1.3,4.7
E00067517,92.5,1.4,6.1
E00067518,89.8,3,7.2
E00067519,90.1,0,9.9
E00067520,84.1,1.8,14.1
E00067521,63.7,3.1,33.2
E00067522,83.2,2.2,14.7
E00067523,74.7,2.2,23.1
E00067524,91.6,1.1,7.3
E00067525,93.9,1.5,4.6
E00067526,86.6,0.4,13
E00067527,79.5,0,20.5
E00067528,83.8,1.2,15
E00067529,76.9,0.6,22.5
E00067530,92.8,0.7,6.5
E00067531,88.8,2,9.2
E00067532,85.2,2.2,12.6
E00067533,85.2,2.5,12.3
E00067534,87.8,2.3,9.9
E00067535,91.1,0.3,8.5
E00067536,90.6,0.4,9
E00067537,86,2.2,11.8
E00067543,70.5,11.6,17.9
E00067544,93.4,1,5.6
E00067545,82.7,7.1,10.2
E00067546,81.5,5.8,12.8
E00067547,74.9,9.5,15.6
E00067548,87.2,7.1,5.7
E00067553,67.8,10.3,21.8
E00067554,87.2,4.6,8.3
E00067555,86.9,3.1,10.1
E00067557,79,10.5,10.5
E00067560,76.8,8,15.2
E00067561,80.7,4.4,14.9
E00067562,72.2,8.9,18.9
E00067563,76.5,12.6,10.8
E00067565,62.6,4,33.3
E00067566,61.8,14.1,24.1
E00067567,59.6,5.5,34.9
E00067568,83.6,2.9,13.5
E00067569,75.6,6.1,18.3
E00067570,72,10.1,17.9
E00067571,82.5,4.7,12.7
E00067572,76.7,8.7,14.6
E00067573,73.7,6.9,19.4
E00067574,65.3,7.6,27.1
E00067575,65.2,9.6,25.3
E00067576,92.3,3.4,4.4
E00067577,69,8.5,22.5
E00067578,90.2,2.4,7.3
E00067579,89.5,6.1,4.5
E00067580,86.5,5.4,8
E00067581,71,13.8,15.2
E00067583,92.1,2.4,5.5
E00067586,88.8,0.7,10.5
E00067595,86.5,1.3,12.2
E00067596,70.8,8.7,20.5
E00067598,75.8,7.2,17
E00067599,79.3,8.4,12.3
E00067600,79.4,13.9,6.7
E00067601,78.2,2.2,19.6
E00067602,83.9,2.9,13.3
E00067603,86.6,4.6,8.9
E00067604,76.3,3.8,19.8
E00067605,81.7,7.7,10.6
E00067606,79.8,6.6,13.6
E00067607,81.2,5.1,13.8
E00067609,78.7,5.5,15.8
E00067611,78.5,7.7,13.7
E00067612,77.9,2.5,19.5
E00067613,58,6.3,35.7
