areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00067299,19,16.5,58.7,5.8
E00067300,43.7,42.2,3,11.1
E00067301,35.7,53.5,2.3,8.5
E00067302,59.2,34,0,6.8
E00067303,50.3,36.4,10.5,2.8
E00067304,39.1,51.6,0.8,8.6
E00067305,38.9,22.9,34.4,3.8
E00067306,15.5,31,45.7,7.8
E00067307,58.9,27.7,0.7,12.8
E00067308,31.8,25.6,33.3,9.3
E00067309,38.8,31,25,5.2
E00067310,14.9,19.8,56.2,9.1
E00067311,40.4,42.6,8.1,8.8
E00067312,44.4,28.6,2.3,24.8
E00067313,49.2,40.5,0.8,9.5
E00067314,38.9,34.9,18.1,8.1
E00067315,48.1,30.4,13.3,8.1
E00067316,35.8,37.1,11.3,15.9
E00067317,52.5,41.5,0.8,5.1
E00067319,52.8,42.4,0.7,4.2
E00067320,47.7,37.1,12.1,3
E00067321,35.8,37.3,11.9,14.9
E00067322,31.9,31.5,8.3,28.2
E00067323,39.9,37,14.5,8.7
E00067338,25.6,24.8,3.4,46.2
E00067339,62.8,22.1,5.3,9.7
E00067341,18.8,24.4,11.9,44.9
E00067342,60,32.1,0.7,7.1
E00067343,20,34.8,30.3,14.8
E00067344,20.4,28.7,43.9,7
E00067345,16.1,19.7,51.8,12.4
E00067346,24.4,25.9,8.1,41.5
E00067347,10.2,20.3,58.6,10.9
E00067348,13.8,12.9,60.3,12.9
E00067349,7.2,12.3,71,9.4
E00067350,22,23.2,47.6,7.3
E00067351,15.9,31.7,42.1,10.3
E00067352,19.6,35.5,7.5,37.4
E00067353,16.4,32,14.8,36.7
E00067354,33.1,24.1,0,42.9
E00067355,23,27.4,35.6,14.1
E00067356,21.1,22.5,37.3,19
E00067357,18.5,25,30.6,25.8
E00067358,24.8,21.4,9.4,44.4
E00067359,15.7,21.6,2,60.8
E00067360,16.9,28.7,3.7,50.7
E00067361,25,30.5,0,44.5
E00067362,30.1,21.4,13.6,35
E00067363,11.5,18,29.5,41
E00067364,45.3,32.8,0,21.9
E00067365,35.5,16.8,0,47.7
E00067366,20.9,23.3,1.6,54.3
E00067367,41.2,15.8,6.1,36.8
E00067368,22.6,22.6,4.8,50
E00067370,31,18.6,31.8,18.6
E00067371,44.4,24.8,6.8,23.9
E00067372,43.3,26.9,0.7,29.1
E00067373,14.5,24.2,6.5,54.8
E00067374,36.9,18.4,9.2,35.5
E00067375,36.1,24.5,3.4,36.1
E00067376,28,19.2,11.2,41.6
E00067377,47.6,29.9,1.4,21.1
E00067378,13.2,20.9,56.6,9.3
E00067379,19.8,31.5,37.8,10.8
E00067380,10.6,31.8,41.7,15.9
E00067468,35.8,23.3,7.4,33.5
E00067469,32.9,26.2,1.3,39.6
E00067470,21.2,15.3,4.2,59.3
E00067471,15.9,8.4,15,60.7
E00067472,24.3,20.8,11.1,43.8
E00067473,31.1,9.8,6.8,52.3
E00067474,29.9,4.7,33.9,31.5
E00067479,19.8,19.8,2.8,57.5
E00067480,17.2,25,0.8,57
E00067481,28,22,2,48
E00067483,2.8,7.8,73,16.3
E00067484,7.4,7.4,71.9,13.2
E00067485,12.5,15.3,18.8,53.5
E00067486,4.1,4.1,37.1,54.7
E00067487,22.9,15.3,1.7,60.2
E00067488,15.9,8.6,6.6,68.9
E00067490,32,13.4,21.5,33.1
E00067491,25.5,6.6,2.9,65
E00067494,47.3,9.9,1.5,41.2
E00067495,53.5,41.8,1.2,3.5
E00067496,62,22.1,12.9,3.1
E00067497,63.5,32.1,0.6,3.8
E00067498,64.8,28.7,1.6,4.9
E00067499,40.7,23,23.7,12.6
E00067500,73.4,22.3,1.4,2.9
E00067501,28,41.5,21.2,9.3
E00067502,44.9,36.2,0,18.9
E00067503,53.1,23.8,0.7,22.4
E00067504,58.8,37.3,1,2.9
E00067505,40.8,21.7,29.2,8.3
E00067506,35.9,31.6,24.8,7.7
E00067507,73.2,23.9,0,2.9
E00067508,54.6,27.7,1.7,16
E00067509,20.6,24.7,46.4,8.2
