areacd,in_full_time_education-001,in_full_time_education-002
E00067299,25.8,74.2
E00067300,14.2,85.8
E00067301,21.1,78.9
E00067302,21.8,78.2
E00067303,12.7,87.3
E00067304,26,74
E00067305,20.9,79.1
E00067306,22.4,77.6
E00067307,13.8,86.2
E00067308,21.4,78.6
E00067309,15.6,84.4
E00067310,30.8,69.2
E00067311,16.8,83.2
E00067312,11.3,88.7
E00067313,16,84
E00067314,16.9,83.1
E00067315,20.3,79.7
E00067316,16.6,83.4
E00067317,18.1,81.9
E00067319,23.8,76.2
E00067320,13.8,86.2
E00067321,16,84
E00067322,17.2,82.8
E00067323,17.1,82.9
E00067338,24.7,75.3
E00067339,16.1,83.9
E00067341,26.4,73.6
E00067342,17.2,82.8
E00067343,25.9,74.1
E00067344,22.9,77.1
E00067345,22.4,77.6
E00067346,17.9,82.1
E00067347,21,79
E00067348,35.3,64.7
E00067349,26.5,73.5
E00067350,17.3,82.7
E00067351,29.1,70.9
E00067352,33.5,66.5
E00067353,30.8,69.2
E00067354,11.7,88.3
E00067355,17.3,82.7
E00067356,27.4,72.6
E00067357,33.9,66.1
E00067358,34.8,65.2
E00067359,19.4,80.6
E00067360,22.1,77.9
E00067361,24.4,75.6
E00067362,38.2,61.8
E00067363,23.1,76.9
E00067364,15.1,84.9
E00067365,49.4,50.6
E00067366,24.4,75.6
E00067367,19.8,80.2
E00067368,30.8,69.2
E00067370,8.5,91.5
E00067371,17.6,82.4
E00067372,16.1,83.9
E00067373,27.2,72.8
E00067374,16.2,83.8
E00067375,36.8,63.2
E00067376,16.9,83.1
E00067377,17.6,82.4
E00067378,19.3,80.7
E00067379,26.6,73.4
E00067380,25.4,74.6
E00067468,17.3,82.7
E00067469,35.1,64.9
E00067470,48,52
E00067471,49.1,50.9
E00067472,21.9,78.1
E00067473,32.5,67.5
E00067474,10.1,89.9
E00067479,39.1,60.9
E00067480,41,59
E00067481,33.5,66.5
E00067483,16.8,83.2
E00067484,13.4,86.6
E00067485,24.4,75.6
E00067486,37.9,62.1
E00067487,28.5,71.5
E00067488,20.9,79.1
E00067490,12.1,87.9
E00067491,18,82
E00067494,14.9,85.1
E00067495,18.3,81.7
E00067496,14.3,85.7
E00067497,15.2,84.8
E00067498,12.5,87.5
E00067499,12.6,87.4
E00067500,13.1,86.9
E00067501,26.1,73.9
E00067502,22.8,77.2
E00067503,12.5,87.5
E00067504,13.2,86.8
E00067505,15.1,84.9
E00067506,22.4,77.6
E00067507,13.8,86.2
E00067508,12,88
E00067509,13,87
E00067510,21.2,78.8
E00067511,14.6,85.4
E00067512,17.3,82.7
E00067513,20.6,79.4
E00067514,13.9,86.1
E00067515,21.5,78.5
E00067516,18.1,81.9
E00067517,16.5,83.5
E00067518,22.7,77.3
E00067519,10.6,89.4
E00067520,13.9,86.1
E00067521,9,91
E00067522,7.7,92.3
E00067523,7.2,92.8
E00067524,23.3,76.7
E00067525,18.8,81.2
E00067526,12.6,87.4
E00067527,11.8,88.2
E00067528,8,92
E00067529,5.7,94.3
E00067530,17.6,82.4
E00067531,15.2,84.8
E00067532,14,86
E00067533,13.1,86.9
E00067534,16.8,83.2
E00067535,15.4,84.6
E00067536,12.9,87.1
E00067537,16.4,83.6
E00067543,16.8,83.2
E00067544,23.7,76.3
E00067545,50,50
