geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00073344,23,41.8,2.5,32.8
E00073348,20.3,47.8,2.2,29.7
E00073598,19.8,24.7,1.1,54.4
E00073599,47.9,31.6,0.9,19.7
E00073600,28.1,24,43.8,4.1
E00073601,19.8,37.2,3.3,39.7
E00073602,24.6,41.3,1.4,32.6
E00073604,33.1,36.8,0.8,29.3
E00073606,45,47.1,0.7,7.1
E00073614,18.7,44,12.4,24.9
E00073615,32.9,45.2,0.7,21.2
E00073616,34.1,42.6,10.9,12.4
E00073620,43.8,32.3,3.1,20.8
E00073622,24,25.6,17.8,32.6
E00073624,14.7,7.3,59.6,18.3
E00073625,37.5,32,2.3,28.1
E00073626,34.8,18.8,35.5,10.9
E00073627,19.7,36.5,12.3,31.5
E00073629,41.5,34.7,2,21.8
E00073630,9.2,25,1.5,64.3
E00073631,52,35.8,3.3,8.9
E00073632,33.3,36.4,0.8,29.5
E00073633,26.9,38.7,4.2,30.3
E00073634,12.5,22,6.5,59
E00073635,32.2,30.1,6.3,31.5
E00073672,37.5,36.1,0,26.4
E00073673,20.7,14,44.6,20.7
E00073674,29.2,27.3,27.9,15.6
E00073675,55.6,34.3,1.9,8.3
E00073676,31.2,37,6.5,25.4
E00073677,11,22.1,61,5.9
E00073678,6,12.8,68.4,12.8
E00073679,19.6,15.2,53.6,11.6
E00073680,3.8,6.8,80.3,9.1
E00073681,35.1,31.5,13.5,19.8
E00073682,35.6,36.4,12.9,15.2
E00073683,25.6,31.1,25,18.3
E00073684,24.6,18.6,0.8,55.9
E00073685,20.5,31.5,15,33.1
E00073688,13.9,24.6,50,11.5
E00073689,29.8,40.3,2.4,27.4
E00073690,30.3,38.5,4.1,27
E00073691,28.3,40.2,0.8,30.7
E00073692,25.2,34.2,0.6,40
E00073693,28.7,23,15.3,33
E00073695,48.4,32.5,6.3,12.7
E00073696,46.9,28.5,12.3,12.3
E00073697,23.4,33.6,1.5,41.6
E00073698,38,18.3,3.8,39.9
E00073699,16.4,23.4,19.5,40.6
E00073700,18.5,27.7,41.2,12.6
E00073701,43.2,27,3.6,26.1
E00073702,27.9,36.9,23.4,11.7
E00073703,39.1,21.7,21.7,17.4
E00073704,66.4,23.2,0.8,9.6
E00073705,53.3,31.4,2.9,12.4
E00073706,21.2,31.8,34.1,12.9
E00073707,24.6,27.9,26.2,21.3
E00073708,59.2,26.3,7.9,6.6
E00073852,22.3,26.9,39.2,11.5
E00073853,38.9,46.8,0.8,13.5
E00073854,35.1,42.5,4.5,17.9
