geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00073344,4.3,17.3,70.4,8
E00073348,3.3,16.4,73.8,6.6
E00073598,9.8,18.1,63.2,8.8
E00073599,7.8,22.7,60.9,8.6
E00073600,20.4,20.4,54.6,4.6
E00073601,11.6,19.9,54.1,14.4
E00073602,12.4,17.2,60.8,9.7
E00073604,12,28.4,52.9,6.7
E00073606,13.6,19.4,61.2,5.8
E00073614,8.3,18.5,66.5,6.8
E00073615,4.8,21,69.5,4.8
E00073616,7.3,25.1,58.1,9.5
E00073620,12.9,20,56.1,11
E00073622,13.4,27.5,58.5,0.7
E00073624,18.3,29,48.4,4.3
E00073625,20.5,22.9,49.4,7.2
E00073626,10.4,30.6,55.6,3.5
E00073627,15.3,20.1,55.8,8.8
E00073629,11.4,31.3,51.2,6
E00073630,9.1,18.2,64,8.7
E00073631,10.8,26.9,57.5,4.8
E00073632,13.7,25.9,53.8,6.6
E00073633,10.3,23.1,58.3,8.3
E00073634,13.3,18,62.7,5.9
E00073635,14.7,22.5,51.3,11.5
E00073672,8.8,22.2,61.9,7.2
E00073673,9.1,18.2,67.7,5.1
E00073674,7,22.2,64.6,6.3
E00073675,16.7,21,55.8,6.5
E00073676,9.9,25.6,56.7,7.9
E00073677,10.9,30,50,9.1
E00073678,13.3,34.3,43.8,8.6
E00073679,3.9,22.4,69.7,3.9
E00073680,11.4,28.4,52.3,8
E00073681,27.5,15.5,54.2,2.8
E00073682,16.1,19.4,55.5,9
E00073683,8.1,23.8,64.5,3.5
E00073684,15.4,17.9,55.1,11.5
E00073685,12.1,22,60.1,5.8
E00073688,10,26.7,53.3,10
E00073689,12.2,15.5,65.2,7.2
E00073690,13.7,23.6,57.1,5.5
E00073691,10.3,21.3,61.5,6.9
E00073692,11.6,18.1,57.3,13.1
E00073693,9.6,19.3,60.5,10.5
E00073695,12.5,27.8,53.5,6.3
E00073696,13.2,23.3,53.5,10.1
E00073697,10.4,23.8,59.6,6.2
E00073698,14.9,17.9,59.1,8.1
E00073699,13.6,20.7,60.9,4.7
E00073700,7.6,21.7,59.8,10.9
E00073701,7.5,21.7,61.7,9.2
E00073702,8.5,18.3,66.2,7
E00073703,15.6,14.7,53.2,16.5
E00073704,12.1,24.2,55.6,8.1
E00073705,5.2,24.6,67.9,2.2
E00073706,12.8,25,54.7,7.6
E00073707,11.6,19.4,58.9,10.1
E00073708,8.4,21,61.3,9.2
E00073852,14.7,32.9,49,3.5
E00073853,11.6,24.3,58.6,5.5
E00073854,9.3,17.3,64.2,9.3
E00073855,7.6,16,67.9,8.4
E00073856,4.5,19.3,66.5,9.7
E00073857,10.5,19.1,63.2,7.2
E00073858,4.3,25.9,58.3,11.5
E00073859,7.8,18.9,69.7,3.6
E00073860,15.4,30.8,41,12.8
