geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00037885,43.8,56.2
E00037887,57.6,42.4
E00037888,54.9,45.1
E00037901,39.5,60.5
E00037902,46.9,53.1
E00037903,36.7,63.3
E00037904,37.4,62.6
E00037910,56.9,43.1
E00037920,48.8,51.2
E00037979,32.2,67.8
E00037980,26,74
E00037981,52.8,47.2
E00037982,36.5,63.5
E00037983,42.3,57.7
E00037984,48.3,51.7
E00037985,31,69
E00037986,25.3,74.7
E00037987,50.4,49.6
E00037988,58.9,41.1
E00037989,32.9,67.1
E00037990,27.1,72.9
E00037991,40.1,59.9
E00037992,29.1,70.9
E00037993,33.7,66.3
E00037994,31.2,68.8
E00037995,30.3,69.7
E00037996,44.4,55.6
E00037997,44.4,55.6
E00037998,35.8,64.2
E00037999,43.7,56.3
E00038000,27.3,72.7
E00038001,42.8,57.2
E00038002,51.2,48.8
E00038003,52.7,47.3
E00038004,29.3,70.7
E00038006,29.9,70.1
E00038007,35.3,64.7
E00038008,52.5,47.5
E00038009,42.8,57.2
E00038010,49.3,50.7
E00038011,56,44
E00038012,54.8,45.2
E00038013,58.4,41.6
E00038014,59.3,40.7
E00038015,55.8,44.2
E00038016,29.5,70.5
E00038017,48.3,51.7
E00038018,37.4,62.6
E00038019,32.8,67.2
E00038020,25.5,74.5
E00038021,25.8,74.2
E00038022,30,70
E00038023,40.3,59.7
E00038024,25.5,74.5
E00038063,43.8,56.2
E00038064,26.4,73.6
E00038082,31.5,68.5
E00038084,18.8,81.2
E00038086,28.5,71.5
E00038087,44.8,55.2
E00038088,41,59
E00038089,41.4,58.6
E00038090,37.1,62.9
E00038091,46.1,53.9
E00038092,41.2,58.8
E00038093,32.6,67.4
E00038094,25.1,74.9
E00038095,13.8,86.2
E00038096,38.6,61.4
E00038102,36.3,63.7
E00038103,37.7,62.3
E00038104,52.1,47.9
E00038105,31.9,68.1
E00038107,37.2,62.8
E00038108,62,38
E00038109,29.8,70.2
E00038112,38.2,61.8
E00038113,52.5,47.5
E00038114,32.7,67.3
E00038115,56.9,43.1
E00038116,36.2,63.8
E00038117,64.5,35.5
E00038118,28.2,71.8
E00038120,73.4,26.6
E00038121,39.2,60.8
E00038122,54.9,45.1
E00038123,27.6,72.4
E00038124,55.7,44.3
E00038125,71.6,28.4
E00038126,61.2,38.8
E00038127,55.4,44.6
E00038128,31.2,68.8
E00038129,53.1,46.9
E00038130,53.6,46.4
E00038131,63.8,36.2
E00038132,36.8,63.2
E00038133,67.1,32.9
E00038134,45.5,54.5
E00038135,64.6,35.4
E00038136,61,39
E00038137,61.3,38.7
E00038138,41.8,58.2
E00038139,56.2,43.8
E00038140,58.1,41.9
E00038141,43.7,56.3
E00038142,42.2,57.8
E00038143,44.8,55.2
E00038144,33.6,66.4
E00038145,34.6,65.4
E00038146,60.5,39.5
E00038147,56.9,43.1
E00038148,40.9,59.1
E00038149,39.7,60.3
E00038150,26.2,73.8
E00038151,28.6,71.4
E00038152,38.3,61.7
E00038153,24.9,75.1
E00038154,20.2,79.8
E00038155,25.4,74.6
E00038156,35.8,64.2
E00038157,25.5,74.5
E00038158,35.7,64.3
E00038159,34,66
E00038160,25.4,74.6
E00038161,11.4,88.6
E00038162,31.3,68.7
E00038163,18.2,81.8
