geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00037885,27.9,49.3,16.9,5.9
E00037887,5.9,55.4,26.7,11.9
E00037888,17.7,54.8,24.2,3.2
E00037901,30.3,40.8,21.8,7
E00037902,18.7,39.8,29.3,12.2
E00037903,36.9,32.6,24.8,5.7
E00037904,23.2,45.8,23.2,7.7
E00037910,7.6,35.9,42.7,13.7
E00037920,19.7,49.2,26.2,4.9
E00037979,32.6,39.6,20.1,7.6
E00037980,33.6,39.8,20.3,6.3
E00037981,17.6,42.3,29.6,10.6
E00037982,31.1,40.7,20.7,7.4
E00037983,39.1,37.7,15.9,7.2
E00037984,17,41.1,32.6,9.2
E00037985,51.6,36.7,9.4,2.3
E00037986,59,32.4,7.6,1
E00037987,16,39,35,10
E00037988,0.8,36.9,51.5,10.8
E00037989,29.9,45.2,20.3,4.5
E00037990,39.8,41.4,11.7,7
E00037991,38.8,40.3,16.4,4.5
E00037992,46.5,39.6,9.4,4.4
E00037993,38.5,36.2,19.2,6.2
E00037994,43.5,44.3,10.7,1.5
E00037995,43.4,34.3,20.3,2.1
E00037996,21.4,44.4,24.6,9.5
E00037997,36.7,45,13.3,5
E00037998,26.9,45.5,21.6,6
E00037999,41.7,46.5,9.4,2.4
E00038000,34.4,38.4,21.6,5.6
E00038001,20.5,55.4,17,7.1
E00038002,14.3,48.4,25.4,11.9
E00038003,10,40,35.4,14.6
E00038004,28.4,44.6,23,4.1
E00038006,31.7,50.4,14.6,3.3
E00038007,46.4,36,13.6,4
E00038008,19.1,53.9,22.6,4.3
E00038009,21.4,41,28.2,9.4
E00038010,26.6,47.6,21,4.8
E00038011,12.9,40.8,36.7,9.5
E00038012,11.5,44.2,31.7,12.5
E00038013,6,30.2,49,14.8
E00038014,10,47.3,33.6,9.1
E00038015,14.1,33.6,28.9,23.4
E00038016,47.5,41.8,8.2,2.5
E00038017,16.6,46.9,29.7,6.9
E00038018,23,47.6,24.6,4.8
E00038019,33.6,50.7,13.5,2.2
E00038020,42.1,44.8,13.1,0
E00038021,54,32.1,11.7,2.2
E00038022,37.3,40.8,17.6,4.2
E00038023,28,38.6,22.7,10.6
E00038024,43.9,36.1,17.4,2.6
E00038063,23.3,44.2,27.1,5.4
E00038064,31.2,46.8,18.2,3.9
E00038082,25.9,48.7,19,6.3
E00038084,35.3,52.9,10.9,0.8
E00038086,31.6,53.9,11.8,2.6
E00038087,10.3,47.1,34.6,8.1
E00038088,16.6,44.2,31.7,7.5
E00038089,29.4,48.5,16.9,5.1
E00038090,23.4,58.6,13.5,4.5
E00038091,19.4,45.5,25.5,9.7
E00038092,17.9,48.6,26.4,7.1
E00038093,33.6,55,6.9,4.6
E00038094,37.7,47.8,13,1.4
E00038095,57.4,33.1,8.1,1.5
E00038096,28.8,49.2,18.6,3.4
E00038102,37.6,45.6,12.8,4
E00038103,36.2,37.9,18.1,7.8
E00038104,19.3,36.1,33.6,10.9
