areacd,sex-001,sex-002
E00033025,49.2,50.8
E00033026,52.1,47.9
E00033027,52.8,47.2
E00033029,44.8,55.2
E00033030,47.5,52.5
E00033031,54.8,45.2
E00033033,47.2,52.8
E00033034,51.1,48.9
E00033035,45.3,54.7
E00033036,50.2,49.8
E00033037,51.7,48.3
E00033038,46.7,53.3
E00033040,46.9,53.1
E00033041,49.7,50.3
E00033042,55.4,44.6
E00033043,52.7,47.3
E00033044,51.9,48.1
E00033045,52.2,47.8
E00033046,54.5,45.5
E00033047,50.9,49.1
E00033048,50.9,49.1
E00033049,49.4,50.6
E00033050,51.9,48.1
E00033051,50.7,49.3
E00033052,48.9,51.1
E00033053,51.4,48.6
E00033054,52.7,47.3
E00033055,43.4,56.6
E00033056,53.3,46.7
E00033057,50.3,49.7
E00033059,53.4,46.6
E00033060,52.6,47.4
E00033061,47.3,52.7
E00033062,50.9,49.1
E00033063,53.2,46.8
E00033064,52.3,47.7
E00033065,47.3,52.7
E00033068,51.6,48.4
E00033071,52.9,47.1
E00033072,46.6,53.4
E00033073,42.6,57.4
E00033074,45.5,54.5
E00033075,34.8,65.2
E00033076,50.2,49.8
E00033077,48,52
E00033078,56.3,43.8
E00033079,51.4,48.6
E00033080,45.7,54.3
E00033081,54.4,45.6
E00033095,52.5,47.5
E00033112,48.9,51.1
E00033371,51.5,48.5
E00033383,54.3,45.7
E00033384,52.6,47.4
E00033385,51.7,48.3
E00033581,56.8,43.2
E00033582,48.1,51.9
E00033583,51.9,48.1
E00033584,52.9,47.1
E00033585,48.5,51.5
E00033586,54.4,45.6
E00033587,54.9,45.1
E00033592,57,43
E00033593,51.8,48.2
E00033594,52.5,47.5
E00033595,52.1,47.9
E00033596,42.6,57.4
E00033597,51,49
E00033598,55.4,44.6
E00033599,49.8,50.2
E00033600,48.9,51.1
E00033601,53.1,46.9
E00033602,49.3,50.7
E00033603,55.1,44.9
E00033604,56.2,43.8
E00033605,50.9,49.1
E00033606,51.8,48.2
E00033607,54.9,45.1
E00033608,54.1,45.9
E00033611,50.2,49.8
E00033613,46.8,53.2
E00033614,51.4,48.6
E00033616,48.9,51.1
E00033618,50.8,49.2
E00033620,49.8,50.2
E00033807,52.6,47.4
E00033848,49.5,50.5
E00033849,54.1,45.9
E00033850,54.4,45.6
E00033851,52.3,47.7
E00033852,52.6,47.4
E00033853,55.4,44.6
E00033854,50.1,49.9
E00033855,53.9,46.1
E00033856,44.7,55.3
E00033857,50.6,49.4
E00033859,48,52
E00033861,53.4,46.6
E00033862,52.2,47.8
E00033863,51,49
E00033864,51.5,48.5
E00033865,53.9,46.1
E00033866,49.7,50.3
E00033867,49.1,50.9
E00033868,50,50
E00033869,51.2,48.8
E00033871,49.6,50.4
E00033872,50.5,49.5
E00033873,51.5,48.5
E00033874,50.3,49.7
E00033875,51.6,48.4
E00033876,55.3,44.7
E00033877,48.8,51.2
E00033878,50.5,49.5
E00033879,49.3,50.7
E00033880,49.6,50.4
E00033881,50,50
E00033882,51.4,48.6
E00033883,52.5,47.5
E00033884,50.5,49.5
E00033885,50.2,49.8
E00033886,57.3,42.7
E00033887,50.9,49.1
E00033888,51.9,48.1
E00033889,52,48
E00033890,47.8,52.2
E00033891,50.2,49.8
E00033892,46.1,53.9
E00033893,51.2,48.8
E00033894,52.2,47.8
E00033895,46.4,53.6
E00033896,51.9,48.1
E00033897,50.6,49.4
E00034159,52.4,47.6
E00034161,55.5,44.5
E00034172,53.8,46.2
E00034173,54.5,45.5
E00034174,50.2,49.8
E00034176,56.1,43.9
E00034177,58.2,41.8
E00034180,56.4,43.6
E00036142,51.7,48.3
E00036143,45,55
E00036150,49.6,50.4
E00036152,48.2,51.8
E00036155,47.8,52.2
E00036158,50,50
E00036159,52,48
E00036160,49.4,50.6
E00036161,58.3,41.7
E00036162,49.5,50.5
E00036164,50.5,49.5
E00036165,55.2,44.8
E00165719,48.8,51.2
E00165720,50.3,49.7
E00165721,45.8,54.2
E00165722,53.8,46.2
E00165723,51.6,48.4
E00165724,56.4,43.6
E00165725,58.6,41.4
E00165730,53.1,46.9
E00165731,52.1,47.9
E00176603,47.7,52.3
E00176604,44.4,55.6
E00176605,46.8,53.2
E00176606,43.7,56.3
E00176607,44.6,55.4
E00176608,42.9,57.1
E00176666,52.9,47.1
E00176667,53.9,46.1
E00176703,51.3,48.7
E00176705,45,55
E00176719,41.6,58.4
E00176720,54.4,45.6
E00176721,46.8,53.2
E00176722,49.8,50.2
E00176723,51.3,48.7
E00185146,50.6,49.4
E00185151,51.1,48.9
E00185158,55.8,44.2
E00185164,50.1,49.9
E00185168,52.6,47.4
E00185172,50.1,49.9
E00185174,51.9,48.1
E00185177,51,49
