areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00033025,86.1,0,10.9,2.9
E00033026,91.7,0,7.4,0.9
E00033027,83.4,0.9,13.1,2.6
E00033029,85.4,2.1,12.5,0
E00033030,95.3,0,4.7,0
E00033031,93.8,1,4.5,0.7
E00033033,76,1.6,20.1,2.3
E00033034,75.2,1.8,18.8,4.3
E00033035,87.3,0.6,11.5,0.6
E00033036,83.3,0.5,14,2.3
E00033037,89.9,0,8.1,2
E00033038,65.8,1,31.2,2
E00033040,87.6,1.2,9.9,1.2
E00033041,93.3,0.4,6,0.4
E00033042,88.6,0.4,11,0
E00033043,88.8,0.4,8.9,1.8
E00033044,96.5,0.9,2.6,0
E00033045,95,0,5,0
E00033046,85.6,0,11.2,3.2
E00033047,96.2,0,3.8,0
E00033048,92.2,0.4,7,0.4
E00033049,84.3,0.9,12.8,2
E00033050,94.3,0,5.2,0.5
E00033051,78.8,1.8,17.3,2.2
E00033052,81.6,1.9,15.9,0.6
E00033053,89.4,0.7,8.5,1.4
E00033054,94.5,0,5.5,0
E00033055,92.9,0,6.7,0.4
E00033056,93,0,6.7,0.4
E00033057,92.9,1.1,5.7,0.3
E00033059,94.6,0.4,3.6,1.4
E00033060,93,0.9,5.2,0.9
E00033061,89.5,0.4,10,0
E00033062,92.9,0,7.1,0
E00033063,95.5,1.1,3.4,0
E00033064,95.9,0.5,3.7,0
E00033065,88.9,0.3,8.8,2
E00033068,74.7,1.1,22.8,1.4
E00033071,83.1,2.4,13.2,1.4
E00033072,71.3,3.9,24.8,0
E00033073,76,2.7,20.9,0.4
E00033074,89.8,0,10.2,0
E00033075,85.2,0.6,13.6,0.6
E00033076,87.7,0.5,9,2.8
E00033077,85.5,0.4,12.3,1.9
E00033078,91.9,0.4,7.7,0
E00033079,85.6,1,13,0.5
E00033080,89.5,0,8.7,1.7
E00033081,89.4,1.2,8.9,0.4
E00033095,94.1,0.6,5,0.3
E00033112,96.8,0.3,2.8,0
E00033371,94.5,2.6,2.9,0
E00033383,88.3,0,11.3,0.4
E00033384,91.5,0,7.7,0.8
E00033385,84.9,1.9,11.6,1.6
E00033581,88.8,0.2,8.9,2
E00033582,92.9,0,6.8,0.3
E00033583,85.1,0,12.9,2
E00033584,45.5,5.4,44.8,4.4
E00033585,86.6,0.4,11.1,1.9
E00033586,90,0,10,0
E00033587,95.2,0,4.8,0
E00033592,96.7,0,3.3,0
E00033593,89.4,0,7.3,3.2
E00033594,98.3,0,1.1,0.6
E00033595,92.4,0,6.1,1.4
E00033596,93.8,0,5.9,0.3
E00033597,77.6,12.2,9.8,0.4
E00033598,89.6,1.5,8.9,0
E00033599,90.2,0,8.9,0.9
E00033600,94.3,0,5.3,0.4
E00033601,86.8,0,11.9,1.2
E00033602,89.5,1.5,8.7,0.4
E00033603,97,0,3,0
E00033604,92.7,0,7.3,0
E00033605,87.6,0,12.4,0
