areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00033025,60.3,24.4,10.7,4.6,0
E00033026,60,29.4,9.4,1.2,0
E00033027,45.4,37.7,13.1,3.8,0
E00033029,60,21,11.4,7.6,0
E00033030,61,24.8,9.5,4.8,0
E00033031,53.2,30.6,12.9,3.2,0
E00033033,58.2,27.7,10.2,4,0
E00033034,71.9,21.6,4.1,2.3,0
E00033035,42.4,34.4,15.9,7.3,0
E00033036,49.3,27.2,16.2,7.4,0
E00033037,56.3,32.5,11.3,0,0
E00033038,55.8,25.6,14.7,3.1,0.8
E00033040,50.8,26.7,17.5,3.3,1.7
E00033041,50.5,36.4,11.2,1.9,0
E00033042,58.8,29.4,10.8,1,0
E00033043,54.5,38.4,7.1,0,0
E00033044,60.2,28.4,10.2,1.1,0
E00033045,18.9,27,35.2,18.9,0
E00033046,31.6,54.1,13.5,0.8,0
E00033047,58.9,26.8,11.6,2.7,0
E00033048,55,37,8,0,0
E00033049,60.1,29.1,10.1,0,0.6
E00033050,55.6,37,7.4,0,0
E00033051,54.1,34.1,9.6,1.5,0.7
E00033052,60.5,31,7,1.6,0
E00033053,63.4,25,8.9,2.7,0
E00033054,27,37.8,24.3,10.8,0
E00033055,53.3,34.8,7.6,4.3,0
E00033056,57.5,33.3,7.5,0.8,0.8
E00033057,59.1,25.8,9.8,5.3,0
E00033059,39.9,33.6,18.2,7.7,0.7
E00033060,43.5,33,18.3,3.5,1.7
E00033061,59.3,29.7,9.9,1.1,0
E00033062,52.3,34.6,12.1,0.9,0
E00033063,64.4,22.8,10.9,2,0
E00033064,65.3,29.6,5.1,0,0
E00033065,69.3,23.6,5.5,1.6,0
E00033068,61.1,27.8,8.9,1.7,0.6
E00033071,61.5,23.6,12.1,2.9,0
E00033072,58.2,26.6,10.2,3.4,1.7
E00033073,47.9,30.2,15.4,6.5,0
E00033074,35.8,26.5,21.9,13.9,2
E00033075,29.9,33.6,22.6,12.4,1.5
E00033076,60.5,29,9.5,1,0
E00033077,44.1,33.5,17.6,4.7,0
E00033078,55.8,30.1,8.3,5.8,0
E00033079,47,28,17,8,0
E00033080,31,35.7,18.3,15.1,0
E00033081,66.7,22.2,10.4,0.7,0
E00033095,64.1,30.8,4.5,0.6,0
E00033112,64.3,28.7,7,0,0
E00033371,67.3,21.2,10.6,0.9,0
E00033383,49.2,36.9,13.1,0.8,0
E00033384,56,34.8,7.8,0,1.4
E00033385,57.3,27.4,10.8,3.2,1.3
E00033581,32.2,33.7,22.6,10.1,1.4
E00033582,18.5,43.1,19.2,19.2,0
E00033583,59.6,27.9,10.6,1.9,0
E00033584,61.8,23.6,12.7,1.8,0
E00033585,54.1,31.1,11.9,3,0
E00033586,60.2,26.9,9.7,3.2,0
E00033587,32.4,42.1,19.3,4.8,1.4
E00033592,24.1,34.5,28.4,12.9,0
E00033593,38.8,40.8,17.5,2.9,0
E00033594,18.4,36.2,27.7,17.7,0
E00033595,16.3,30.1,31.4,15,7.2
E00033596,37,33.1,24.7,5.2,0
E00033597,43,32.2,17.4,7.4,0
E00033598,34.9,32.6,24,7.8,0.8
E00033599,46.9,35.9,11.7,5.5,0
E00033600,28.7,31.8,28.7,10.9,0
E00033601,51.1,29.8,16,3.1,0
E00033602,62.1,28,9.1,0.8,0
E00033603,22.6,32.8,32.1,12.4,0
E00033604,39.2,34.4,23.2,2.4,0.8
E00033605,57.3,25.6,12.8,4.3,0
E00033606,59.3,22.8,13.8,1.6,2.4
E00033607,37.6,40.8,16,5.6,0
E00033608,33.3,39.1,21,6.5,0
E00033611,52.1,27.7,18.5,1.7,0
E00033613,42,29.8,20.6,7.6,0
E00033614,58.6,28.6,10.5,2.3,0
E00033616,49.6,33.1,11.5,5.8,0
E00033618,51.3,30.7,14,4,0
E00033620,49.6,33.6,10.9,5.9,0
E00033807,26.4,27.5,29.2,14,2.8
E00033848,58.6,31.7,9.7,0,0
E00033849,52.7,33.3,13.2,0.8,0
E00033850,58.5,30.8,8.8,1.9,0
E00033851,46.3,23.6,19.5,8.1,2.4
E00033852,57.3,26.4,10,6.4,0
E00033853,64.1,26.9,9,0,0
E00033854,54.4,29.4,12.5,3.7,0
E00033855,49.1,30,15.5,5.5,0
E00033856,23.5,37,28.4,11.1,0
E00033857,48.3,27.1,18.6,5.9,0
E00033859,67.9,21.4,8,2.7,0
E00033861,47.7,36.1,9,7.1,0
E00033862,52.9,29.8,14,2.5,0.8
E00033863,58.8,35.3,5.9,0,0
E00033864,47.6,36.5,14.3,1.6,0
E00033865,57.3,27.5,13.7,1.5,0
E00033866,47.9,35.3,15.1,0.8,0.8
E00033867,47.7,41.3,9.2,1.8,0
E00033868,57.8,28.4,12.9,0.9,0
E00033869,69.4,20.7,6.6,3.3,0
E00033871,56,33.9,9.2,0.9,0
E00033872,69.4,24.2,4,2.4,0
E00033873,40.1,32.1,19,8.8,0
E00033874,58.5,35.4,6.2,0,0
E00033875,53,35,11.1,0.9,0
E00033876,61.2,28.4,9.5,0.9,0
E00033877,55.1,40.9,3.9,0,0
E00033878,52.8,33.6,12.8,0.8,0
E00033879,61.7,28.7,8.7,0,0.9
E00033880,54.6,35,8.6,1.8,0
E00033881,60.5,31.5,7.3,0,0.8
E00033882,56.3,32,11.7,0,0
E00033883,58.1,28.2,10.5,3.2,0
E00033884,53,35.6,9.1,2.3,0
E00033885,57.7,31.6,9.8,0.9,0
E00033886,55.6,29.1,13.7,1.7,0
E00033887,67.7,21.8,8.3,2.3,0
E00033888,54.3,33.1,8.7,3.9,0
E00033889,51.7,35.8,10.8,1.7,0
E00033890,40.7,35.8,12.2,10.6,0.8
E00033891,53.7,32.2,14,0,0
E00033892,52.8,31.5,11.2,4.5,0
E00033893,60,24.3,13.9,1.7,0
E00033894,54.7,30.5,13.3,1.6,0
E00033895,49.6,38.5,10.3,1.7,0
E00033896,47.2,38.4,10.4,4,0
E00033897,64.1,24.8,10.3,0.9,0
E00034159,53.6,24.8,12.8,8.8,0
E00034161,45,31.7,15.8,7.5,0
E00034172,53.4,29.3,14.7,2.6,0
E00034173,57.4,23,18,1.6,0
E00034174,47.8,30.1,20.4,1.8,0
E00034176,53.7,23.2,18.3,4.9,0
E00034177,40.7,37.8,19.3,2.2,0
E00034180,51.3,30,16.3,2.5,0
E00036142,47.1,37.5,14.7,0.7,0
E00036143,53.6,30.4,13,2.9,0
E00036150,41.5,34.6,16.9,6.9,0
E00036152,48.3,35.2,13.8,2.8,0
E00036155,49.2,33.3,16.7,0.8,0
E00036158,59.8,30.3,8.3,1.5,0
E00036159,46.6,39,12.7,1.7,0
E00036160,43.9,31.7,18,3.6,2.9
E00036161,27.3,34.5,29.1,9.1,0
E00036162,48.3,37.4,8.8,5.4,0
E00036164,52.4,34.5,11.9,1.2,0
E00036165,36.2,40.5,16.4,6.9,0
E00165719,48.6,29.9,15,6.5,0
E00165720,54.6,26.9,13.4,5,0
E00165721,46.7,36.7,8.3,8.3,0
E00165722,46.4,31,14.9,7.7,0
E00165723,63.4,20.7,9.8,6.1,0
E00165724,59.7,23.3,13.8,3.1,0
E00165725,47,31.3,21.7,0,0
E00165730,62.2,31.4,5.8,0.6,0
E00165731,59.8,24.3,13.1,2.8,0
E00176603,74.7,20.2,4,1,0
E00176604,68.6,22.9,7.1,1.4,0
E00176605,78.3,15.1,4.7,1.9,0
E00176606,72.9,24.7,1.2,1.2,0
E00176607,75.2,22.3,2.5,0,0
E00176608,66,22.7,10.3,1,0
E00176666,56,30,14,0,0
E00176667,55.7,32.4,7.6,3.8,0.5
E00176703,73.2,21.8,4.5,0.6,0
E00176705,50,33.3,13.1,3.6,0
E00176719,65,22.3,9.7,2.9,0
E00176720,69.9,23.9,5.3,0.9,0
E00176721,66.4,24.6,8.2,0.8,0
E00176722,72,22.6,5.5,0,0
E00176723,63.8,29.5,5.7,1,0
E00185146,69.3,25,5.7,0,0
E00185151,69.8,15.9,4.8,9.5,0
E00185158,69.2,30.8,0,0,0
E00185164,63.4,25.4,10.2,1,0
E00185168,76.5,17.6,4.4,1.5,0
E00185172,77.3,19.9,2.8,0,0
E00185174,51.4,31.9,14.6,2.1,0
E00185177,60.7,26,9.2,4.1,0
