areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
W00002524,64.3,23.5,11.2,1,0
W00002525,45.8,40.7,11.9,1.7,0
W00002526,54,31.9,14.2,0,0
W00002527,43.6,40.7,14.3,1.4,0
W00002528,56,35.3,8.7,0,0
W00002529,63.4,29.7,6.9,0,0
W00002530,54.3,34.8,8.7,2.2,0
W00003477,66.4,19.6,13.1,0.9,0
W00003478,57.4,27.7,14.9,0,0
W00003481,61.1,30,8.9,0,0
W00003647,66.7,25.8,5.8,1.7,0
W00003648,58.7,25,15.4,1,0
W00003649,44,37.6,14.7,2.8,0.9
W00003650,52.2,34.8,12.2,0.9,0
W00003651,34,36.2,25.5,4.3,0
W00003652,54.1,29.4,14.7,1.8,0
W00003653,48.2,42,9.8,0,0
W00003654,32,41.8,25.4,0.8,0
W00003655,59.3,28.3,11.5,0.9,0
W00003694,60.8,29.4,9.8,0,0
W00003698,62.7,25.4,8.2,2.2,1.5
W00003699,62.8,28.4,6.8,2,0
