areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
W00002524,16.8,35.6,4.7,39.8,3.1
W00002525,19.1,41.8,7.6,29.3,2.2
W00002526,18.6,42.5,4.9,30.8,3.2
W00002527,17.9,38.2,8,33.1,2.8
W00002528,17,38.7,5.3,37.2,1.8
W00002529,21,36,5.4,35.5,2.2
W00002530,16.2,40.4,3,40.4,0
W00003477,23.1,38.9,3.2,32.9,1.9
W00003478,15.2,36,6.1,39.6,3
W00003481,22.8,32.7,7,37.4,0
W00003647,25.8,26.9,6.8,31.4,9.1
W00003648,21.5,43.1,4.6,28.7,2.1
W00003649,25.1,43.5,8.4,19.9,3.1
W00003650,13.9,54,5.6,23.7,2.8
W00003651,24.1,37.3,4.4,30.4,3.8
W00003652,19,42.4,8.2,27.2,3.3
W00003653,15.4,42.6,4.1,34.9,3.1
W00003654,32.4,32.4,5.7,26.2,3.3
W00003655,21.7,39.4,4.4,30.1,4.4
W00003694,12.7,40,9.8,37.6,0
W00003698,17.3,37,5.5,38.4,1.7
W00003699,25.9,35.7,3,32.9,2.4
