areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00041195,24.5,25.9,36.8,12.7
E00099144,29.2,34.3,22.6,13.9
E00099235,13.8,28.7,44.7,12.8
E00099237,11.4,39,46.7,2.9
E00099238,11.2,29.1,48.5,11.2
E00099854,3.5,25.6,52.3,18.6
E00099855,27,27,33.9,12.2
E00099856,24.8,29.8,35.5,9.9
E00099857,24.5,35.8,26.4,13.2
E00099858,15.7,30.7,45.2,8.4
E00099859,17.2,46.9,26.6,9.4
E00099863,25,28.7,33.5,12.8
E00099864,13.3,22.7,46,18
E00099865,20,32.3,40,7.7
E00099867,4.7,40.6,35.9,18.8
