areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00041195,50,29.7,20.3,0,0
E00099144,50.4,40,9.6,0,0
E00099235,51.5,35.6,12.9,0,0
E00099237,81.3,16.1,2.7,0,0
E00099238,66.7,25.2,7.3,0.8,0
E00099854,64.9,28.4,6.8,0,0
E00099855,48.4,28.2,23.4,0,0
E00099856,58.5,25.2,15.6,0.7,0
E00099857,35.4,52,12.6,0,0
E00099858,56.7,33.3,8,2,0
E00099859,70.7,19,8.6,1.7,0
E00099863,40.2,40.9,18.9,0,0
E00099864,56.9,28.8,13.7,0.7,0
E00099865,23.4,28.1,46.9,1.6,0
E00099867,64.6,29.2,6.2,0,0
