geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00090859,84.7,12.8,2.5
E00090860,83,13.8,3.2
E00090865,91,6.7,2.2
E00090885,89.1,9.3,1.6
E00090887,82.5,10.9,6.6
E00090889,88,9.6,2.4
E00090890,87.4,11.2,1.4
E00090891,85.2,13.1,1.8
E00090895,85.8,10.2,4
E00090896,85.5,9.6,4.9
E00090897,82.3,13.2,4.4
E00090898,86.8,12.9,0.3
E00090911,90.4,6.8,2.7
E00090912,86.7,10.3,3
E00090913,91.7,6.3,2
E00090914,85.6,12.1,2.3
E00090915,79.5,17.3,3.1
E00090916,80.8,13.6,5.6
E00090917,89.9,7.4,2.7
E00091901,83.2,14,2.8
E00091902,90,8.3,1.7
E00091903,83.2,10.9,6
E00091904,83.9,12.8,3.3
E00091905,86.6,10.1,3.4
E00091906,84.4,11.5,4.1
E00091907,84.7,11.1,4.2
E00108584,85.9,9.7,4.4
E00108741,83.4,12,4.6
E00108742,83.1,14.4,2.5
E00152265,88.7,7.7,3.6
E00152266,88.2,9.5,2.3
E00152283,81.9,13.8,4.3
E00152284,81.5,13.7,4.8
E00152285,81.5,14,4.5
E00152286,86.4,11.9,1.7
E00152287,77.9,18.4,3.7
E00152288,83.3,12.2,4.5
E00152289,81.2,13.3,5.5
E00152290,83,12.7,4.3
E00152291,77.2,15.5,7.3
E00152292,80.6,14.8,4.5
E00152293,81.8,13.1,5.2
E00152294,84.7,11.4,3.9
E00152496,89.7,7.7,2.6
E00152497,87.1,10.7,2.2
E00152498,81.7,15.6,2.7
E00152499,86.2,11.2,2.5
E00152500,88.1,10.4,1.5
E00152502,86.9,9.9,3.2
E00152503,85.1,13.5,1.4
E00152504,88.6,7.2,4.2
E00152506,85.4,10.8,3.8
E00152507,78.3,17.2,4.5
E00152508,86.3,12.2,1.5
E00152569,83.3,12.8,3.9
E00152570,87.5,10.9,1.6
E00152571,82.9,12.4,4.7
E00152572,87.5,9,3.5
E00152573,87.3,10.1,2.5
E00152574,77,19.1,3.9
E00152590,86.2,10.3,3.4
E00152591,76.4,15.7,7.9
E00152592,90.9,6.5,2.6
E00152636,89.4,8.3,2.3
E00152637,86.7,10.4,2.9
E00152638,89.8,9.8,0.4
E00152639,84.2,9.3,6.4
E00152640,85.6,12.1,2.3
E00152641,83.2,13.3,3.5
E00152642,82.6,13.8,3.6
E00152643,88.6,8,3.3
E00152644,80.9,16.3,2.8
E00152645,88.4,7.9,3.6
E00152646,73.5,23,3.5
E00152647,82.6,13.3,4.1
E00152648,81.1,16,2.9
E00152649,80,16.5,3.5
E00152650,86,10.8,3.2
E00152651,80.1,13.9,6
E00152652,77.2,16.8,6
E00152653,78.8,15.7,5.5
E00152654,80.5,12.8,6.7
E00152655,82,10.9,7.1
E00152656,94.1,4.1,1.8
E00152657,87.3,11.3,1.4
E00152658,90.5,7.4,2.1
E00152659,86.1,12.2,1.7
E00152660,86.4,10.8,2.8
E00152661,87.2,12.8,0
E00152662,82.3,12.8,4.9
E00152663,87.3,11.2,1.5
E00152664,81.5,12.4,6.2
E00152665,87.9,10.7,1.3
E00152666,82.3,12.1,5.7
E00152667,76.4,19,4.5
E00152668,76.7,16.7,6.5
E00152669,75.5,17.3,7.3
E00152670,85,12.8,2.2
E00152672,73.2,17.2,9.6
E00152673,81.4,13.5,5.1
E00152674,89.1,7.7,3.2
E00152675,85.4,10.5,4.1
E00152676,83.3,12.9,3.9
E00152677,90.6,8.5,0.9
E00152679,88.5,9.5,2
E00152680,81.3,13.9,4.8
E00152681,86.5,9.5,4
E00153385,83,12.2,4.8
E00153418,72.5,18.8,8.6
E00153419,80.2,14.7,5.1
E00153420,82.6,12.9,4.5
E00153421,87.7,9.7,2.6
E00153422,85.6,11.1,3.3
E00153423,81.3,11.9,6.9
E00153424,88.5,9.7,1.8
E00153425,89.1,8.7,2.2
E00153426,79.2,13.4,7.3
E00153427,68.8,20.3,10.9
E00153428,84.6,13.4,2
E00153429,79.2,14.5,6.4
E00153430,78.7,20.1,1.3
E00153431,83.7,15.3,1
E00153432,83.1,12.7,4.2
E00153433,83.7,12.3,3.9
E00153434,83.1,13.2,3.7
E00153435,91.3,6.7,2
E00153436,80.2,15.6,4.2
E00153437,82.5,13.9,3.6
E00153438,84.6,12.3,3.1
E00153439,81.7,14.6,3.7
E00153441,85.7,14.3,0
E00153442,84.7,11.3,4
E00153443,80.5,13.5,6
E00153444,81.6,13.7,4.7
E00153445,76.6,16.6,6.8
E00153446,76.7,16.8,6.5
E00153447,80.5,14,5.5
E00153448,86.1,10.8,3.1
E00153449,81.9,13.4,4.7
E00153473,73.2,12,14.8
E00153474,77,17,6
E00153475,82.5,12,5.5
E00153476,81.8,14.6,3.6
E00153477,83.7,13.1,3.2
E00153478,84.4,11,4.6
E00153479,82.6,12.3,5.1
E00153480,86.9,11.3,1.8
E00153481,86.1,10.2,3.6
E00153483,86.4,10,3.7
E00153484,85.5,10.4,4
E00153485,77.8,13.4,8.8
E00153487,86.6,8.6,4.8
E00153488,83.4,12.2,4.4
E00153489,82.1,14.6,3.3
E00153490,80.8,14,5.2
E00153491,80.5,13.9,5.5
E00153492,84,12.8,3.3
E00153493,82.6,11.9,5.5
E00153494,77,14.4,8.6
E00153496,83.6,12.1,4.2
E00153497,86.9,9.7,3.4
E00153498,83.8,14,2.2
E00153499,86.6,10,3.4
E00153500,85.2,11.7,3.2
E00153501,80.1,16.6,3.4
E00153502,79.1,14.7,6.2
E00153503,87.9,9,3.1
E00153504,72.8,20.1,7.1
E00153506,76,19.4,4.5
E00153507,77.4,19.6,3
E00153508,83.3,12.2,4.6
E00153509,81.9,12.7,5.4
E00153510,75.7,15.9,8.4
E00153511,78,17.2,4.8
E00153512,78.6,15.3,6.1
E00153513,82.2,10.8,7
E00153514,75.4,17.2,7.5
E00153516,80.2,15.5,4.3
E00153517,87.1,9.2,3.7
E00153518,80.5,16.5,3
E00153519,81.3,15.5,3.2
E00153520,82.1,13.3,4.7
E00153521,84.6,11.4,4
E00153522,88.6,8.4,3
E00153523,81.4,12.2,6.4
E00153524,78.7,15.1,6.3
E00153525,74,20.3,5.7
E00153526,83.4,13.1,3.5
E00153527,81.5,14.6,3.8
E00153528,81.7,13.8,4.5
E00153529,72.3,19.9,7.7
E00153530,82.9,12.4,4.7
E00153531,85.3,12.9,1.7
E00153532,93.9,6.1,0
E00153533,90.7,8.4,0.9
E00153534,84.6,11,4.4
E00153535,76.2,18.1,5.7
E00153536,63.3,20.7,16
E00153537,86.1,9.6,4.3
E00153538,87.4,8.8,3.7
E00153539,85.3,11.1,3.5
E00153540,83.4,12.5,4.2
E00153542,76.8,14.1,9.1
E00153543,81.3,13,5.7
E00153544,83.4,11.7,4.8
E00153548,85.1,10.1,4.9
E00153549,86.6,10.1,3.4
E00153550,83.7,12,4.3
E00153553,82.3,13.7,4
E00153554,79.3,14.5,6.3
E00153556,78.8,16.2,5
E00153557,84.1,11.4,4.5
E00153558,80.3,14.3,5.5
E00153559,86.9,10,3.1
E00153560,77.9,19.1,3.1
E00153568,88.6,10.7,0.7
E00153569,83.9,12.6,3.5
E00153570,89.5,8.4,2.1
E00153571,81,12.4,6.5
E00153572,85.7,10.7,3.6
E00153573,76,18.5,5.6
E00153574,74.6,14,11.5
E00153575,84.3,11.6,4.1
E00153576,75.2,15.5,9.2
E00153577,78.2,15.9,5.9
E00153578,78.7,18.5,2.8
E00153579,73,21,6
E00153580,74.2,14.4,11.4
E00153581,73.2,18.5,8.3
E00153582,81.2,13.7,5.1
E00153583,82,11.4,6.5
E00153584,81.7,14.1,4.1
E00153585,87.9,10.8,1.3
E00153586,83.6,13.2,3.2
E00153587,77.6,17,5.4
E00153588,85.8,11.4,2.8
E00153589,79,16.1,4.9
E00153590,83,14.3,2.6
E00153610,76,17,7
E00153613,80.2,12.6,7.2
E00153614,68,20.7,11.2
E00153630,81,14.6,4.4
E00153631,77.6,17.5,4.8
E00153633,85.6,10.9,3.4
E00153637,80.7,15.2,4.2
E00153638,84.9,12.9,2.2
E00153639,78.9,16.9,4.1
E00153656,86.5,10.5,2.9
E00153657,82.3,13.9,3.8
E00153658,70.7,20.9,8.4
E00153659,83.1,9.9,7
E00153660,78.3,15.2,6.5
E00153661,81,12.6,6.4
E00153662,82,14.1,4
E00153663,83.4,11.6,5.1
E00153664,84.8,12.1,3.1
E00153665,79.4,16.6,4.1
E00153666,79.3,13.4,7.2
E00153667,82.2,14.7,3.1
E00153668,66.5,26.2,7.2
E00153669,79.2,16.9,3.9
E00153670,75,19.3,5.7
E00153694,82.6,15.2,2.1
E00153696,83.7,14.9,1.4
E00153697,82.2,12.2,5.6
E00153698,84.1,12,3.9
E00153699,79,18.8,2.2
E00153700,74.7,20,5.3
E00153701,84.8,14,1.1
E00153702,86.6,12,1.4
E00153704,82.7,12.9,4.4
E00153705,88.7,8.2,3.1
E00153706,81.7,15.4,2.9
E00153707,68.5,19.5,12.1
E00153708,86,11.7,2.3
E00153709,86.7,11.3,2
E00153710,79.5,10.8,9.8
E00153711,85.1,11.2,3.6
E00153712,74.8,20.7,4.6
E00153713,72.7,20.2,7.1
E00153714,86,11,3
E00153715,88.8,8.7,2.5
E00153716,84.9,12.8,2.3
E00153717,86,10.1,3.9
E00153718,88.8,8,3.2
E00153719,85.6,10.3,4.1
E00153720,89.5,8.3,2.2
E00153721,89.6,8,2.4
E00165838,83.4,13.1,3.5
E00165839,90.8,5.7,3.5
E00169930,91.4,6.1,2.6
E00169931,87.8,10.9,1.3
E00169932,84.6,10.8,4.6
E00169933,86.1,10.8,3.2
E00169934,87.1,9.8,3
E00169935,88.4,9.4,2.1
E00169936,70,20.8,9.2
E00169947,87.9,6.3,5.7
E00169948,73.5,18.1,8.4
E00169949,79.5,12.4,8.1
E00169950,79.9,13.2,6.8
E00169951,88.1,8.4,3.5
E00169952,86.2,10.1,3.6
E00169953,89.7,8.1,2.2
E00169954,82,14.9,3.1
E00173718,77.1,14.3,8.7
E00173719,82.2,13.7,4.1
E00173922,86.8,10.5,2.7
