geography_code,disability_3a-001,disability_3a-002
E00090859,15.5,84.5
E00090860,17.7,82.3
E00090865,9,91
E00090885,9.6,90.4
E00090887,17,83
E00090889,11,89
E00090890,10.3,89.7
E00090891,12.8,87.2
E00090895,13.9,86.1
E00090896,15.2,84.8
E00090897,16.6,83.4
E00090898,13.9,86.1
E00090911,10.7,89.3
E00090912,10.8,89.2
E00090913,10.3,89.7
E00090914,14.7,85.3
E00090915,15.7,84.3
E00090916,20.7,79.3
E00090917,8.8,91.2
E00091901,17.6,82.4
E00091902,11.1,88.9
E00091903,16,84
E00091904,14.8,85.2
E00091905,12.7,87.3
E00091906,12.9,87.1
E00091907,13.5,86.5
E00108584,16.1,83.9
E00108741,19.3,80.7
E00108742,14,86
E00152265,16.3,83.7
E00152266,11.9,88.1
E00152283,15.2,84.8
E00152284,18.6,81.4
E00152285,14.6,85.4
E00152286,12.5,87.5
E00152287,17.9,82.1
E00152288,14.4,85.6
E00152289,14.4,85.6
E00152290,18.6,81.4
E00152291,18.7,81.3
E00152292,16.3,83.7
E00152293,17.2,82.8
E00152294,16.4,83.6
E00152496,8.5,91.5
E00152497,10.4,89.6
E00152498,16.7,83.3
E00152499,16.2,83.8
E00152500,13.5,86.5
E00152502,11.2,88.8
E00152503,13.1,86.9
E00152504,13.7,86.3
E00152506,10,90
E00152507,13.8,86.2
E00152508,9.5,90.5
E00152569,13.5,86.5
E00152570,14.1,85.9
E00152571,13.7,86.3
E00152572,13.1,86.9
E00152573,10.9,89.1
E00152574,15.2,84.8
E00152590,18.2,81.8
E00152591,22.9,77.1
E00152592,11.7,88.3
E00152636,13.2,86.8
E00152637,13.2,86.8
E00152638,11.2,88.8
E00152639,12.5,87.5
E00152640,12.5,87.5
E00152641,13.6,86.4
E00152642,17.4,82.6
E00152643,12.1,87.9
E00152644,17.3,82.7
E00152645,13.9,86.1
E00152646,28,72
E00152647,18.6,81.4
E00152648,14.5,85.5
E00152649,15.2,84.8
E00152650,13.6,86.4
E00152651,18.6,81.4
E00152652,20,80
E00152653,19.1,80.9
E00152654,23.8,76.2
E00152655,17.9,82.1
E00152656,10.4,89.6
E00152657,11,89
E00152658,8.4,91.6
E00152659,8.8,91.2
E00152660,14.3,85.7
E00152661,10.6,89.4
E00152662,17.9,82.1
E00152663,9.4,90.6
E00152664,20.1,79.9
E00152665,11.7,88.3
E00152666,15.5,84.5
E00152667,20.1,79.9
E00152668,17.8,82.2
E00152669,23.6,76.4
E00152670,14.2,85.8
E00152672,23.6,76.4
E00152673,11.9,88.1
E00152674,9.7,90.3
E00152675,15.5,84.5
E00152676,15.4,84.6
E00152677,9,91
E00152679,11.5,88.5
E00152680,17,83
E00152681,15.9,84.1
E00153385,19.2,80.8
E00153418,22,78
E00153419,20,80
E00153420,17.7,82.3
E00153421,12.3,87.7
E00153422,14.2,85.8
E00153423,23.6,76.4
E00153424,14.5,85.5
E00153425,13.4,86.6
E00153426,20.8,79.2
E00153427,29.1,70.9
E00153428,12.1,87.9
E00153429,18.6,81.4
E00153430,15.4,84.6
E00153431,14,86
E00153432,18.6,81.4
E00153433,16.3,83.7
E00153434,17,83
E00153435,16.9,83.1
E00153436,19.6,80.4
E00153437,19.4,80.6
E00153438,13.7,86.3
E00153439,19.3,80.7
E00153441,11.9,88.1
E00153442,17.2,82.8
E00153443,20.7,79.3
E00153444,16.7,83.3
E00153445,21.3,78.7
E00153446,22.5,77.5
E00153447,17.2,82.8
E00153448,13.5,86.5
E00153449,18.8,81.2
E00153473,27.3,72.7
E00153474,19.7,80.3
E00153475,15.5,84.5
E00153476,16.4,83.6
E00153477,13.4,86.6
E00153478,15.5,84.5
E00153479,19.1,80.9
E00153480,11.9,88.1
E00153481,13,87
E00153483,13.7,86.3
E00153484,14.1,85.9
E00153485,24.2,75.8
E00153487,13.6,86.4
E00153488,16,84
E00153489,12.7,87.3
E00153490,16.8,83.2
E00153491,15.5,84.5
E00153492,13.2,86.8
E00153493,19.8,80.2
E00153494,21.9,78.1
E00153496,14.6,85.4
E00153497,10.9,89.1
E00153498,17.2,82.8
E00153499,15.7,84.3
E00153500,17.9,82.1
E00153501,15.3,84.7
E00153502,16.3,83.7
E00153503,12.3,87.7
E00153504,23.6,76.4
E00153506,20,80
E00153507,18.5,81.5
E00153508,17.6,82.4
E00153509,16.7,83.3
E00153510,23.3,76.7
E00153511,18.7,81.3
E00153512,19.2,80.8
E00153513,19.2,80.8
E00153514,21.9,78.1
E00153516,20.8,79.2
E00153517,11.6,88.4
E00153518,17.7,82.3
E00153519,16.6,83.4
E00153520,19.4,80.6
E00153521,15.9,84.1
E00153522,15.2,84.8
E00153523,16.1,83.9
E00153524,17.9,82.1
E00153525,25.2,74.8
E00153526,16.9,83.1
E00153527,15.2,84.8
E00153528,15.5,84.5
E00153529,24.8,75.2
E00153530,17.9,82.1
E00153531,10.4,89.6
E00153532,9.8,90.2
E00153533,8.4,91.6
E00153534,15.1,84.9
E00153535,20.2,79.8
E00153536,30.4,69.6
E00153537,13.9,86.1
E00153538,9.3,90.7
E00153539,12,88
E00153540,16.3,83.7
E00153542,27.3,72.7
E00153543,18.3,81.7
E00153544,13,87
E00153548,16.2,83.8
E00153549,14,86
E00153550,17.3,82.7
E00153553,16.3,83.7
E00153554,16.8,83.2
E00153556,21.8,78.2
E00153557,17.9,82.1
E00153558,17.2,82.8
E00153559,14.2,85.8
E00153560,16,84
E00153568,12.2,87.8
E00153569,14.3,85.7
E00153570,12.8,87.2
E00153571,19.9,80.1
E00153572,13,87
E00153573,19.2,80.8
E00153574,25.9,74.1
E00153575,16.5,83.5
E00153576,22,78
E00153577,20.6,79.4
E00153578,20.1,79.9
E00153579,28.2,71.8
