areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00000419,3.8,15.9,43.3,36.9
W00000421,4,28.9,42.3,24.8
W00001014,2.4,12.2,61,24.4
W00001016,8.3,21.9,45.8,24
W00001026,0,31,60,9
W00001027,21.8,22.7,47.9,7.6
W00001028,5.6,29.4,35.7,29.4
W00001029,20.5,25.9,38.4,15.2
W00001030,5.7,35.2,43.8,15.2
W00001031,2.3,31.5,42.3,23.8
W00001032,5.4,21.7,42.6,30.2
W00001033,2.9,35.3,41,20.8
W00001074,3.8,19.7,44.7,31.8
W00001075,0,11.8,45.2,43
W00001076,2.1,11.6,47.1,39.2
W00001077,1.5,24.3,40.4,33.8
W00001078,3.3,25,35.8,35.8
W00001079,6.8,14.4,54.8,24
W00001080,3.8,23.8,35.6,36.9
W00001081,6.3,17,37.5,39.3
W00001082,1.9,26.9,51.9,19.2
W00001083,0,18.1,41.4,40.5
W00001084,5.7,22,39.7,32.6
W00001088,29,15.9,27.5,27.5
W00001092,0.8,32.5,56.1,10.6
W00001093,0,25.4,53.6,21
W00001094,2.1,29.1,46.8,22
W00001095,2.9,26.8,43.5,26.8
W00001102,2.6,29,38.1,30.3
W00001103,6.7,41.3,38.5,13.5
W00001104,0,23.9,34.9,41.3
W00001105,2.9,17.4,45.7,34.1
W00001106,4.1,17,34.5,44.4
W00001107,0.7,27.8,50.7,20.8
W00001108,3.2,12.9,42.6,41.3
W00001109,9,49,22.1,20
W00001111,7.3,21.8,35.8,35.2
W00001113,4.3,37.6,39.3,18.8
W00001114,39.4,38,15.3,7.3
W00001117,10.3,37.6,29.1,23.1
W00001119,3.3,19.9,42.4,34.4
W00001120,15.4,39.6,31.4,13.6
W00001121,40.1,18.3,26.8,14.8
W00001122,7.1,32.3,33.8,26.8
W00001123,3,21,44,32
W00001294,0.9,25.2,26.1,47.8
W00001295,0,32.3,53.5,14.2
W00001296,6.3,21.3,61.4,11
W00001297,13.1,34.6,47.7,4.7
W00001298,27.6,38.6,21.4,12.4
W00001299,25,19.9,50,5.1
W00001300,29.3,30.1,30.1,10.5
W00001301,15.5,35.3,28.4,20.7
W00001302,9.9,36.9,44.7,8.5
W00001303,20.5,32.5,29.8,17.2
W00001304,6.4,16.8,40.8,36
W00001305,0,28.1,56.1,15.8
W00001306,0,24.7,31.5,43.8
W00001307,0.9,11.1,52.1,35.9
W00001308,1.6,9.8,64.2,24.4
W00001309,0,13.1,65.6,21.3
W00001311,6.6,47,34.9,11.4
W00001312,0.7,18.4,49,32
W00001919,1.3,24.8,47.1,26.8
W00001920,2.9,33.3,51.4,12.4
W00001921,18.3,25,52.9,3.8
W00001922,6.2,16,45.7,32.1
W00010458,0,25.2,60.3,14.5
W00010493,9.4,25.2,39.6,25.9
