areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00000419,4.5,28.4,42.6,24.5
W00000421,8.8,41.5,34.7,15
W00001014,4.9,34.1,37.8,23.2
W00001016,8.3,29.2,42.7,19.8
W00001026,10.2,45.9,33.7,10.2
W00001027,30.8,46.7,20,2.5
W00001028,10.6,40.8,34.5,14.1
W00001029,29.7,43.2,18,9
W00001030,13.3,42.9,32.4,11.4
W00001031,9.2,50,30.8,10
W00001032,6.2,34.6,40.8,18.5
W00001033,6.9,36.4,38.7,17.9
W00001074,10.7,29,42.7,17.6
W00001075,1.1,23.7,44.1,31.2
W00001076,4.2,31.2,38.1,26.5
W00001077,11.9,28.1,40,20
W00001078,5.9,33.6,42,18.5
W00001079,7.4,36.5,39.2,16.9
W00001080,5.6,34,37,23.5
W00001081,4.4,29.2,31,35.4
W00001082,1.9,40.4,36.5,21.2
W00001083,5.1,27.4,38.5,29.1
W00001084,4.2,32.6,31.9,31.3
W00001088,8.7,45.7,32.6,13
W00001092,20.3,39,30.1,10.6
W00001093,4.4,33.1,36.8,25.7
W00001094,16.8,38.5,29.4,15.4
W00001095,8.9,40.7,34.1,16.3
W00001102,5.2,37.4,41.9,15.5
W00001103,12.5,45.2,29.8,12.5
W00001104,2.8,31.5,37,28.7
W00001105,3.6,28.6,43.6,24.3
W00001106,1.2,35.9,49.4,13.5
W00001107,5.6,43.8,35.4,15.3
W00001108,5.8,21.4,44.2,28.6
W00001109,23.6,44.4,22.9,9
W00001111,12.3,38,40.2,9.5
W00001113,21.7,47.5,24.2,6.7
W00001114,33.3,50.7,12.3,3.6
W00001117,26.1,36.1,30.3,7.6
W00001119,6,42.7,31.3,20
W00001120,30.2,45.6,21.9,2.4
W00001121,36.9,44,15.6,3.5
W00001122,2,44.4,30.8,22.7
W00001123,9.5,30.5,35,25
W00001294,7.8,41.4,34.5,16.4
W00001295,13.4,37,27.6,22
W00001296,16.7,48.4,29.4,5.6
W00001297,25.9,50,17.6,6.5
W00001298,28.1,50.7,18.5,2.7
W00001299,29.4,47.8,18.4,4.4
W00001300,25.8,53.8,14.4,6.1
W00001301,29.6,46.1,20.9,3.5
W00001302,15.3,53.5,27.1,4.2
W00001303,14.9,49.4,26.6,9.1
W00001304,10.4,42.4,37.6,9.6
W00001305,9.5,48.3,31.9,10.3
W00001306,8.9,46.6,32.9,11.6
W00001307,8.4,38.7,37,16
W00001308,6.6,38.5,38.5,16.4
W00001309,7.4,38.5,44.3,9.8
W00001311,14.5,47.6,33.7,4.2
W00001312,12.9,44.2,34.7,8.2
W00001919,7.8,40.9,31.8,19.5
W00001920,8.4,55.1,21.5,15
W00001921,21,54.3,18.1,6.7
W00001922,6.3,22.5,46.3,25
W00010458,12.1,51.5,28.8,7.6
W00010493,20,35.7,33.6,10.7
