areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
W00000419,9.5,21.8,44.1,24.6
W00000421,10.5,24.8,49.7,15
W00001014,5.1,17.1,52.1,25.6
W00001016,6.3,20,48.4,25.3
W00001026,4.9,21.6,56.9,16.7
W00001027,2.2,22.8,68.5,6.5
W00001028,9.3,22.1,52.1,16.4
W00001029,5.8,20.8,60,13.3
W00001030,10.3,21.6,56.9,11.2
W00001031,10.6,22,48.8,18.7
W00001032,6.1,29.3,45.6,19
W00001033,12.2,21.9,47.4,18.4
W00001074,9.2,22.9,43.1,24.8
W00001075,11.9,17.2,53,17.9
W00001076,9.5,24.2,46.3,19.9
W00001077,12.6,15.6,57.5,14.4
W00001078,10.4,24.4,48.9,16.3
W00001079,15.2,24.6,41.3,18.8
W00001080,12.9,21.1,48.3,17.7
W00001081,18.8,16.7,44.4,20.1
W00001082,10.4,31.3,41.7,16.7
W00001083,11.4,16.9,56,15.7
W00001084,14.3,20.5,51.6,13.7
W00001088,11.2,12.9,56.9,19
W00001092,7.4,22.1,60.3,10.3
W00001093,9.2,23.7,45.4,21.7
W00001094,9.2,21.1,52,17.8
W00001095,9.9,21.8,43.7,24.6
W00001102,9.2,22.2,49,19.6
W00001103,8,22.1,50.4,19.5
W00001104,9.2,26,34.4,30.5
W00001105,4.9,22.4,51.4,21.3
W00001106,10.1,19.6,50.6,19.6
W00001107,8.9,19,52.5,19.6
W00001108,9.6,22.7,43.9,23.7
W00001109,13,19,55,13
W00001111,7.3,24.4,55.6,12.7
W00001113,10.9,21.8,56.4,10.9
W00001114,14.2,20,60,5.8
W00001117,5.6,22.2,61.1,11.1
W00001119,14.1,19.4,48.8,17.6
W00001120,20.4,25,43.5,11.1
W00001121,4.5,33.3,51.4,10.8
W00001122,19.1,21.6,39.2,20.1
W00001123,8.9,25.1,45.5,20.4
W00001294,11.7,20,59.2,9.2
W00001295,15,15.7,56.4,12.9
W00001296,7.6,25.5,60.7,6.2
W00001297,11.2,23.5,56.1,9.2
W00001298,5.8,19.2,64.4,10.6
W00001299,8.2,27.8,50.5,13.4
W00001300,9.2,15.4,60,15.4
W00001301,9.3,29,44.9,16.8
W00001302,9.9,14.9,63.1,12.1
W00001303,9.7,21.6,50,18.7
W00001304,10.2,19.7,56.7,13.4
W00001305,11.3,16.9,52.1,19.7
W00001306,7.4,29.5,47.5,15.6
W00001307,10.5,12.9,66.9,9.7
W00001308,13.1,18.9,51.6,16.4
W00001309,6.9,19.5,60.4,13.2
W00001311,7.7,15.4,66.3,10.7
W00001312,9.6,23.2,52,15.2
W00001919,14.9,21.7,52,11.4
W00001920,14.1,23.2,48.5,14.1
W00001921,9.9,28.4,54.3,7.4
W00001922,12.1,19.6,48.6,19.6
W00010458,11.4,22.8,54.4,11.4
W00010493,10.5,21,56.6,11.9
