areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
W00000419,3.3,22.2,74.5
W00000421,3.6,33.8,62.6
W00001014,1.2,28,70.7
W00001016,4.1,28.6,67.3
W00001026,0,20.4,79.6
W00001027,0.9,41,58.1
W00001028,4.2,37.3,58.5
W00001029,3.6,50.5,45.9
W00001030,0,33.3,66.7
W00001031,3.1,29,67.9
W00001032,3.9,25,71.1
W00001033,3.5,27.3,69.2
W00001074,4.5,30.8,64.7
W00001075,6.4,22.3,71.3
W00001076,4.2,27.5,68.3
W00001077,3.7,27.4,68.9
W00001078,7.6,29.7,62.7
W00001079,2.1,29.5,68.5
W00001080,4.4,31.3,64.4
W00001081,5.3,20.2,74.6
W00001082,1.9,28.8,69.2
W00001083,4.3,16.2,79.5
W00001084,2.9,23.6,73.6
W00001088,4.4,51.5,44.1
W00001092,0,27.9,72.1
W00001093,2.2,28.1,69.6
W00001094,3.5,33.3,63.1
W00001095,3.6,30.4,65.9
W00001102,5.8,30.3,63.9
W00001103,2.8,32.1,65.1
W00001104,6.3,23.4,70.3
W00001105,5.7,22,72.3
W00001106,3.5,24.6,71.9
W00001107,4.8,30.6,64.6
W00001108,4.5,25,70.5
W00001109,0.7,41.1,58.2
W00001111,3.4,22.3,74.3
W00001113,3.4,48.7,47.9
W00001114,8.7,50,41.3
W00001117,0.9,41,58.1
W00001119,8.7,29.3,62
W00001120,3.6,51.5,45
W00001121,3.5,52.8,43.7
W00001122,3.6,31.3,65.1
W00001123,4.6,26.4,69
W00001294,2.6,23.5,73.9
W00001295,4,34.4,61.6
W00001296,3.2,38.1,58.7
W00001297,0.9,38.5,60.6
W00001298,1.4,54.8,43.8
W00001299,1.5,53.7,44.9
W00001300,5.3,54.1,40.6
W00001301,0,44.6,55.4
W00001302,1.4,42.2,56.5
W00001303,4,48.3,47.7
W00001304,4.6,28.2,67.2
W00001305,2.6,45.6,51.8
W00001306,2.7,38.4,58.9
W00001307,2.5,23.5,73.9
W00001308,5.8,31.4,62.8
W00001309,0,22.8,77.2
W00001311,4.8,35.5,59.6
W00001312,0.7,29.5,69.9
W00001919,2.6,31.4,66
W00001920,0,41.3,58.7
W00001921,1.9,39.8,58.3
W00001922,13.4,23.2,63.4
W00010458,2.3,29.5,68.2
W00010493,0.7,33.1,66.2
