areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00000419,15.4,26.4,39.6,18.7
W00000421,15.7,26.8,39.9,17.6
W00001014,6.7,44.2,30.8,18.3
W00001016,8.3,34.4,33.3,24
W00001026,32.7,34.7,8.9,23.8
W00001027,44.6,35.9,2.2,17.4
W00001028,18,40.3,28.8,12.9
W00001029,30.3,32.8,23.8,13.1
W00001030,30.2,30.2,18.1,21.6
W00001031,25.8,40.3,21,12.9
W00001032,21.9,32.2,24.7,21.2
W00001033,17.3,31,29.4,22.3
W00001074,9.9,30.5,40.4,19.2
W00001075,10.2,34.4,39.1,16.4
W00001076,17.2,27.6,37.5,17.7
W00001077,15.2,35.8,31.5,17.6
W00001078,17.2,36.6,33.6,12.7
W00001079,12,47.2,28.2,12.7
W00001080,13.1,33.8,38.6,14.5
W00001081,12,31,41.5,15.5
W00001082,8.3,43.8,25,22.9
W00001083,9.6,41.6,38.6,10.2
W00001084,13.6,34.6,38.9,13
W00001088,12.4,28.3,41.6,17.7
W00001092,36.6,26.1,17.6,19.7
W00001093,24.7,27.3,32,16
W00001094,22.4,35.5,21.7,20.4
W00001095,11.2,32.9,40.6,15.4
W00001102,7.9,38.8,35.5,17.8
W00001103,22.1,42.5,17.7,17.7
W00001104,9.2,37.4,35.9,17.6
W00001105,19.2,29.7,39.6,11.5
W00001106,16.7,26.8,42.9,13.7
W00001107,20.3,34.2,24.1,21.5
W00001108,21.4,23.5,36.2,18.9
W00001109,12.5,51,27.1,9.4
W00001111,17.6,41.5,27.8,13.2
W00001113,17.6,32.4,29.4,20.6
W00001114,25.9,30.2,28.4,15.5
W00001117,18.1,41.7,27.8,12.5
W00001119,10.5,36.8,37.4,15.2
W00001120,30.2,29.2,28.3,12.3
W00001121,24.3,39.6,26.1,9.9
W00001122,20.5,27.8,39.5,12.2
W00001123,14.5,29.4,38.7,17.4
W00001294,26,39.8,23.6,10.6
W00001295,32.9,32.1,12.9,22.1
W00001296,34.7,37.4,7.5,20.4
W00001297,37.8,29.6,11.2,21.4
W00001298,35.6,28.8,24,11.5
W00001299,37.9,31.6,11.6,18.9
W00001300,24.4,26.7,29.8,19.1
W00001301,29,32.7,23.4,15
W00001302,34.2,38.4,14.4,13
W00001303,22.8,37.5,25,14.7
W00001304,25.4,23.8,37.3,13.5
W00001305,23.9,36.6,21.1,18.3
W00001306,23.6,50.4,15.4,10.6
W00001307,19.8,36.5,25.4,18.3
W00001308,24.8,36.8,27.2,11.2
W00001309,27.4,36.9,20.4,15.3
W00001311,29.3,38.9,14.4,17.4
W00001312,24,31,25.6,19.4
W00001919,17.9,36.4,26.6,19.1
W00001920,18.8,47.9,19.8,13.5
W00001921,29.6,48.1,9.9,12.3
W00001922,11.7,37.8,39.6,10.8
W00010458,28.3,35.8,17.6,18.2
W00010493,16.3,33.3,29.1,21.3
