geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00085919,33.6,30.5,17.6,18.3
E00085922,10.6,15.9,54.6,18.8
E00085925,34.3,30.2,29.7,5.8
E00085926,33.9,38.8,17.4,9.9
E00085927,54.4,28.9,3.5,13.2
E00085928,46.6,40.5,2.6,10.3
E00085929,40,32.3,21,6.7
E00085930,59.1,34.1,1.5,5.3
E00085931,27.3,20.5,35.2,17
E00085946,46.5,43.7,1.4,8.5
E00085948,32,43.2,0.8,24
E00085955,50.8,43.3,2.5,3.3
E00085958,40.6,38.3,6.3,14.9
E00085959,6.3,11.6,69.5,12.6
E00085960,38.9,51.6,1.3,8.3
E00086064,34.2,20,2.5,43.3
E00086066,46.9,31.7,2.1,19.3
E00086067,42.1,26.4,0.8,30.6
E00086100,56.8,33.6,0.8,8.8
E00086101,42.3,29.2,1.5,26.9
E00086102,46.4,34.3,0.7,18.6
E00086138,9.2,10,67.5,13.3
E00086142,8.7,13,60.9,17.4
E00086146,45.7,39.1,1.4,13.8
E00086147,39.8,44.7,2.4,13
E00086148,54.8,38.9,2.4,4
E00086149,44.6,31.4,12.4,11.6
E00086150,50.4,38.5,0.7,10.4
E00086151,49.6,45.1,0,5.3
E00086152,37.5,54.7,0.8,7
E00086154,44.4,40.5,3.3,11.8
E00086155,38.5,47.5,2.5,11.5
E00086156,39.8,38.3,8.6,13.3
E00086157,26.1,44.6,9.6,19.7
E00086158,52.2,41.8,1.5,4.5
E00086159,0.8,1.6,5.5,92.1
E00086160,43.1,52.6,0,4.4
E00086162,61.2,34.5,1.7,2.6
E00086163,48.4,49.2,1.6,0.8
E00086164,57.7,34.2,3.4,4.7
E00086165,54.8,42.1,3.2,0
E00086166,41.1,47.6,0.8,10.5
E00086167,44.2,48.8,0.8,6.2
E00086170,58,30.5,1.5,9.9
E00086171,39.4,35.6,1.9,23.1
E00086173,48.7,39.1,1.7,10.4
E00086174,65.8,19.1,1.3,13.8
E00086175,47.8,44.1,1.5,6.6
E00086176,43.1,39,0,17.9
E00086177,34.1,20.1,4.5,41.3
E00086178,33.3,38.5,11.1,17.1
E00086180,42.5,44.9,6.3,6.3
E00086181,51.9,36.6,1.5,9.9
E00086182,48.4,43.5,2.4,5.6
E00086183,39.6,34.7,19.4,6.3
E00086184,25.8,33.3,7.5,33.3
E00086185,11.8,1.5,5.1,81.6
E00086186,37.8,24.8,4.6,32.8
E00086188,29.8,16,33,21.3
E00086189,38.1,31.7,9.5,20.6
E00086191,34.2,22.5,35,8.3
E00086205,30.4,23.5,8.8,37.3
E00086206,15,15,0.9,69
E00086207,0,3.6,9.9,86.5
E00086208,57.8,19.3,8.9,14.1
E00086209,32,30,4,34
E00086210,40.2,39.3,1.7,18.8
E00086322,38.8,42.4,4.7,14.1
E00086323,38.8,38,4.7,18.6
E00086324,48.8,35,2.4,13.8
E00086325,28.7,42.6,0,28.7
E00086326,48.5,31.5,0,20
E00086327,39.8,21.1,26,13
E00086333,24.8,33.6,14.1,27.5
E00086350,7.5,8.4,65.4,18.7
E00086351,36.1,52.1,2.1,9.7
E00086356,39.5,45.4,3.4,11.8
E00086363,40,26.7,3.3,30
E00114828,36.8,34.2,14.5,14.5
E00114830,28,37.6,20.8,13.6
E00114831,55.7,18.9,13.1,12.3
E00114832,48.5,41.2,5.2,5.2
E00114833,65.4,29.3,0,5.3
E00114834,61.3,35.3,0.8,2.5
E00114835,67.8,28.9,1.7,1.7
E00114837,54.5,34.8,3.9,6.7
E00114838,47.9,21.8,25.2,5
E00114839,42,49,3.5,5.6
E00114840,47.2,39.4,7.1,6.3
E00114841,45.9,42.1,0,12
E00114842,30.2,38.5,8.3,22.9
E00114843,48.9,40.4,0,10.6
E00114844,44.9,27.6,10.2,17.3
E00114921,50.5,36.6,2.2,10.8
E00114922,53.9,42.2,1.6,2.3
E00114923,50,43.2,0,6.8
E00114924,30.8,57.1,5.5,6.6
E00114925,60.8,36,0,3.2
E00114926,43.4,50,0,6.6
E00114927,55.5,36.5,2.2,5.8
E00114928,25.8,36.7,12.5,25
E00114929,51.5,34.6,0.8,13.1
E00114930,49.6,44.5,0.7,5.1
E00114931,48.9,47.4,0,3.8
E00114932,50.7,43.4,0.7,5.1
E00114933,51.1,40.5,0,8.4
E00114934,39.4,55.9,0.8,3.9
E00114935,16.5,17.4,52.1,14
E00114936,57.6,36.4,3.8,2.3
E00114937,49.2,44.2,0.8,5.8
E00114938,62.9,32.3,0,4.8
E00114941,39.1,31.8,3.4,25.7
E00114943,40.5,50.3,0,9.2
E00114944,62.4,30.8,0.9,6
E00114945,18.2,18.2,60,3.6
E00114946,42.3,46.3,2.4,8.9
E00114947,57.4,38,0.8,3.9
E00114949,61.2,32.1,0,6.7
E00114950,37.3,53.2,3.2,6.3
E00114951,40,33.6,14.4,12
E00114952,36.5,38.9,8.4,16.2
E00114953,48.8,41.5,0.8,8.9
E00114954,45.9,41.8,0.8,11.5
E00114955,53.7,37.4,0,8.8
E00114956,13,25.2,52.8,8.9
E00114957,53.3,44.5,0,2.2
E00114958,44.8,39,3.2,13
E00114959,42.9,18,30.8,8.3
E00114960,18.2,15.5,60.9,5.5
E00114961,55.6,31.6,7.7,5.1
E00114962,41.5,41.5,6.8,10.2
E00115041,39,29.7,17.8,13.6
E00115042,31.6,43.9,12.3,12.3
E00115043,62.8,31,0,6.2
E00115044,70.8,27.7,1.5,0
E00115045,41.3,18.3,27,13.5
E00115046,48,29.6,9.6,12.8
E00115047,44.2,42.2,6,7.5
E00115048,47.7,35.4,0.8,16.2
E00115049,31.4,37.1,20.8,10.7
E00116356,29.4,30.3,27.5,12.8
E00116357,28.5,34.6,26.9,10
E00116358,25,33.1,26.3,15.6
E00116359,32.1,31.4,22.6,13.9
E00116360,27.4,36.3,23,13.3
