geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00085919,7.8,17.1,52.7,22.5
E00085922,16.3,55.7,18.7,9.4
E00085925,6.9,22.4,35.1,35.6
E00085926,1.7,38.8,52.1,7.4
E00085927,0.9,13.2,67.5,18.4
E00085928,3.4,9.3,62.7,24.6
E00085929,11.7,24.5,52.6,11.2
E00085930,1.5,5.4,80.8,12.3
E00085931,22.2,26.7,31.1,20
E00085946,0.7,3.6,73.7,21.9
E00085948,15.4,12.2,47.2,25.2
E00085955,0,3.3,61.7,35
E00085958,1.2,12.2,64,22.7
E00085959,25.5,48.9,21.3,4.3
E00085960,8.1,9.9,54,28
E00086064,28.9,31.4,30.6,9.1
E00086066,11,36.6,44.1,8.3
E00086067,23,30.3,26.2,20.5
E00086100,2.4,6.4,27.2,64
E00086101,15.4,26.2,13.1,45.4
E00086102,7.1,37.9,44.3,10.7
E00086138,28.6,39.5,31.9,0
E00086142,19.5,14.2,66.4,0
E00086146,6.6,27,34.3,32.1
E00086147,2.4,20.8,59.2,17.6
E00086148,0,10.2,69.5,20.3
E00086149,0.8,16.8,63.9,18.5
E00086150,2.3,23.3,48.9,25.6
E00086151,0,4.5,71.6,23.9
E00086152,0,3.1,65.9,31
E00086154,1.3,8.3,83.3,7.1
E00086155,1.7,1.7,65.5,31.1
E00086156,17.1,27.1,41.1,14.7
E00086157,12.7,29,49.6,8.7
E00086158,3,3.7,46.7,46.7
E00086159,0,2.4,79.5,18.1
E00086160,0,2.9,37.5,59.6
E00086162,0,6.8,47.9,45.3
E00086163,0,1.6,55.6,42.9
E00086164,8.1,10.8,34.5,46.6
E00086165,0,1.6,17.5,81
E00086166,0.8,10.7,46.3,42.1
E00086167,0.8,2.3,43,53.9
E00086170,2.3,23.7,32.1,42
E00086171,5.6,20.6,53.3,20.6
E00086173,3.5,6.1,25.2,65.2
E00086174,28.4,20,28.9,22.7
E00086175,0.7,23,50.4,25.9
E00086176,5,23.1,45.5,26.4
E00086177,23.5,32.4,31.3,12.8
E00086178,22.9,28.8,34.7,13.6
E00086180,2.3,14.7,58.1,24.8
E00086181,2.3,29,46.6,22.1
E00086182,0,3.3,66.9,29.8
E00086183,6.2,6.2,73.3,14.4
E00086184,6.5,53,24.7,15.8
E00086185,6.6,14,78.7,0.7
E00086186,20.5,28.6,43.6,7.3
E00086188,0,30.9,66,3.2
E00086189,0,14.3,56.3,29.4
E00086191,6,38.8,49.1,6
E00086205,22.5,37.3,31.4,8.8
E00086206,5.4,17.9,71.4,5.4
E00086207,1.9,43.4,54.7,0
E00086208,0,6.6,85.3,8.1
E00086209,8.1,30.9,55,6
E00086210,0,39.3,56.4,4.3
E00086322,4.8,20.4,59.3,15.6
E00086323,3,12,72.9,12
E00086324,1.6,13.7,70.2,14.5
E00086325,0,50,45.4,4.6
E00086326,16.8,51.9,29.8,1.5
E00086327,18.3,24.6,46,11.1
E00086333,13.6,50.3,32,4.1
E00086350,33,33.9,33,0
E00086351,1.4,8.3,79.3,11
E00086356,0,5.1,84.6,10.3
E00086363,3.3,59.2,32.5,5
E00114828,16.1,11,39,33.9
E00114830,7.1,41.3,37.3,14.3
E00114831,31.7,22.8,23.6,22
E00114832,1,18.6,67,13.4
E00114833,0.8,24.8,45.9,28.6
E00114834,1.7,6.7,28.3,63.3
E00114835,0,11.5,36.9,51.6
E00114837,2.8,16.9,32.6,47.8
E00114838,0.8,27.1,44.1,28
E00114839,1.4,13.3,33.6,51.7
E00114840,3.2,11.9,60.3,24.6
E00114841,2.3,21.2,25,51.5
E00114842,32.3,47.9,14.6,5.2
E00114843,0,12.2,26.5,61.2
E00114844,1,19.2,46.5,33.3
E00114921,3.1,17.7,22.9,56.3
E00114922,0,2.4,11.1,86.5
E00114923,6.3,18.4,30.5,44.8
E00114924,0,22.8,60.9,16.3
E00114925,0,16.1,38.7,45.2
E00114926,0,14.8,42.3,43
E00114927,2.2,5.2,37,55.6
E00114928,20,15.8,36.7,27.5
E00114929,10.7,22.9,41.2,25.2
E00114930,0,6.7,37,56.3
