geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00085919,42.2,10.8,28.3,18.7
E00085922,49.7,10.6,14.6,25.1
E00085925,50.7,13,17.4,18.8
E00085926,44.8,14.3,20.1,20.8
E00085927,36,9,32,23
E00085928,39,8.1,39,13.8
E00085929,42.9,11.8,32.3,13
E00085930,40.4,14.4,25,20.2
E00085931,43.7,11.5,28.7,16.1
E00085946,44.4,12.1,24.2,19.3
E00085948,41.5,11,31.1,16.5
E00085955,46.9,11.3,25.6,16.3
E00085958,41.2,13.5,23.7,21.6
E00085959,56.2,17.8,12.3,13.7
E00085960,41.3,12.4,22.7,23.6
E00086064,44.3,12.3,22.1,21.3
E00086066,48.6,10.9,21,19.6
E00086067,42.9,10.9,30.3,16
E00086100,39.8,7.2,39.2,13.9
E00086101,41.1,9.4,30.6,18.9
E00086102,46.3,13,25.9,14.8
E00086138,51.7,7.9,19.1,21.3
E00086142,58.2,4.9,11.5,25.4
E00086146,42,9.2,37.4,11.5
E00086147,43.3,12.7,25.5,18.5
E00086148,45,8.8,28.1,18.1
E00086149,43.5,13.6,26.5,16.3
E00086150,42.5,10.5,23.8,23.2
E00086151,44.9,7.4,30.7,17
E00086152,45.7,9.7,29.6,15.1
E00086154,47.1,10.7,25.1,17.1
E00086155,44.3,11.9,30.1,13.6
E00086156,51.1,7.1,24.1,17.7
E00086157,45.4,13.6,28.4,12.6
E00086158,41.4,11.5,28.7,18.4
E00086159,47.4,17.1,33.2,2.4
E00086160,31.7,8.1,46.2,14
E00086162,37.1,7,43.4,12.6
E00086163,35.3,12.3,36.4,16
E00086164,43.5,7,36.6,12.9
E00086165,33.5,7.8,40.8,17.9
E00086166,39.5,12.3,34,14.2
E00086167,44.9,7.1,35.4,12.6
E00086170,40.1,10.5,32.9,16.4
E00086171,42.2,15.5,26.7,15.5
E00086173,38.4,9,36.2,16.4
E00086174,45,12.9,27.9,14.3
E00086175,27.6,12.9,38.8,20.6
E00086176,35.4,10.2,32.7,21.8
E00086177,57.4,8,17.6,17
E00086178,32.1,12.2,27.5,28.2
E00086180,41.6,7.5,30.1,20.8
E00086181,47.4,5.2,28.6,18.8
E00086182,34.5,9.9,40.8,14.8
E00086183,41.3,12.6,31.1,15
E00086184,48.3,15.3,21.9,14.6
E00086185,51,14.6,16.7,17.7
E00086186,40.1,13.5,25.3,21.1
E00086188,36.2,18.1,18.1,27.7
E00086189,33.8,12.2,35.8,18.2
E00086191,28.3,11.5,40.7,19.5
E00086205,38.5,11.5,34.6,15.4
E00086206,37.8,16.5,17.1,28.7
E00086207,44.1,16.8,14,25.2
E00086208,48,12,27.2,12.8
E00086209,40.1,14.1,28.2,17.5
E00086210,39.3,10,36.7,14
E00086322,43.5,10.6,26.6,19.3
E00086323,44.4,8.6,27.2,19.8
E00086324,44.2,10.9,26.1,18.8
E00086325,39.1,14.4,29.3,17.2
E00086326,42.5,11.7,28.3,17.5
E00086327,49.5,11.1,22.2,17.2
E00086333,47.7,12.4,26.8,13.1
E00086350,50.6,15.6,19.5,14.3
E00086351,40,11.7,32.2,16.1
E00086356,40.1,7.6,34.3,18
E00086363,47,13.9,23.5,15.7
E00114828,16.7,25,37.9,20.5
