geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00085919,93,7
E00085922,87.8,12.2
E00085925,91.2,8.8
E00085926,91.9,8.1
E00085927,93.6,6.4
E00085928,92.2,7.8
E00085929,91.4,8.6
E00085930,95.3,4.7
E00085931,87,13
E00085946,94.8,5.2
E00085948,90.7,9.3
E00085955,93.6,6.4
E00085958,90.3,9.7
E00085959,88.2,11.8
E00085960,89.3,10.7
E00086064,84.7,15.3
E00086066,90.9,9.1
E00086067,84.9,15.1
E00086100,88.3,11.7
E00086101,84.9,15.1
E00086102,89.9,10.1
E00086138,89.9,10.1
E00086142,86.1,13.9
E00086146,93.7,6.3
E00086147,90.4,9.6
E00086148,88.6,11.4
E00086149,93.7,6.3
E00086150,94.5,5.5
E00086151,94.1,5.9
E00086152,92.9,7.1
E00086154,95,5
E00086155,95.9,4.1
E00086156,96.5,3.5
E00086157,89.2,10.8
E00086158,98.2,1.8
E00086159,82.5,17.5
E00086160,95.3,4.7
E00086162,92.4,7.6
E00086163,93.1,6.9
E00086164,92.8,7.2
E00086165,96.8,3.2
E00086166,98.4,1.6
E00086167,95.9,4.1
E00086170,91.7,8.3
E00086171,94,6
E00086173,96.1,3.9
E00086174,94.1,5.9
E00086175,98.2,1.8
E00086176,93.9,6.1
E00086177,83.6,16.4
E00086178,92.5,7.5
E00086180,94.2,5.8
E00086181,93.1,6.9
E00086182,96.1,3.9
E00086183,90.6,9.4
E00086184,90.9,9.1
E00086185,77.7,22.3
E00086186,82.8,17.2
E00086188,72.3,27.7
E00086189,89,11
E00086191,82.9,17.1
E00086205,86.3,13.7
E00086206,68.6,31.4
E00086207,70.5,29.5
E00086208,93.4,6.6
E00086209,83.4,16.6
E00086210,89.7,10.3
E00086322,90.9,9.1
E00086323,91,9
E00086324,93.3,6.7
E00086325,87.9,12.1
E00086326,90.8,9.2
E00086327,93.1,6.9
E00086333,86.1,13.9
E00086350,87.4,12.6
E00086351,93.6,6.4
E00086356,88,12
E00086363,88,12
E00114828,92,8
E00114830,95.4,4.6
E00114831,97,3
E00114832,94.1,5.9
E00114833,93.9,6.1
E00114834,96.4,3.6
E00114835,96.6,3.4
E00114837,94.5,5.5
E00114838,94.9,5.1
E00114839,93.7,6.3
E00114840,95.6,4.4
E00114841,89.3,10.7
E00114842,93.2,6.8
E00114843,90.8,9.2
E00114844,94.1,5.9
E00114921,93.6,6.4
E00114922,95.1,4.9
E00114923,95,5
E00114924,96.6,3.4
E00114925,95,5
E00114926,94.5,5.5
E00114927,94.7,5.3
E00114928,95.5,4.5
E00114929,97.6,2.4
E00114930,95,5
E00114931,93.1,6.9
E00114932,92.8,7.2
E00114933,96.9,3.1
E00114934,95.1,4.9
E00114935,93.8,6.2
E00114936,92.1,7.9
E00114937,94.2,5.8
E00114938,93.8,6.2
E00114941,91.9,8.1
E00114943,94.3,5.7
E00114944,95.9,4.1
E00114945,92.9,7.1
E00114946,94.3,5.7
E00114947,96.5,3.5
E00114949,93.8,6.2
E00114950,96.7,3.3
E00114951,94.7,5.3
E00114952,91.8,8.2
E00114953,94.8,5.2
E00114954,95.5,4.5
E00114955,92,8
E00114956,94.5,5.5
E00114957,94.2,5.8
E00114958,94.7,5.3
E00114959,95.9,4.1
E00114960,98.4,1.6
E00114961,91.7,8.3
E00114962,93.1,6.9
E00115041,87.9,12.1
E00115042,93.5,6.5
E00115043,93.9,6.1
E00115044,93.1,6.9
E00115045,95.9,4.1
E00115046,90.8,9.2
E00115047,94.8,5.2
E00115048,81,19
E00115049,91.3,8.7
E00116356,92.9,7.1
E00116357,96.3,3.7
E00116358,95.1,4.9
