geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00085919,23.8,40.8,26.2,9.2
E00085922,36.8,44.6,15.2,3.4
E00085925,18.5,45.1,32.4,4
E00085926,14.9,48.8,28.1,8.3
E00085927,18.1,48.3,31,2.6
E00085928,12.9,45.7,31,10.3
E00085929,24.5,46.4,21.9,7.1
E00085930,16.2,56.9,20.8,6.2
E00085931,25.8,43.8,25.8,4.5
E00085946,12.9,39.3,31.4,16.4
E00085948,11.3,46,29.8,12.9
E00085955,10.9,48.7,30.3,10.1
E00085958,12.9,41.6,31.5,14
E00085959,41.5,46.8,9.6,2.1
E00085960,8.8,47.5,32.5,11.3
E00086064,19,58.7,14.9,7.4
E00086066,6.2,56.6,31,6.2
E00086067,17.1,50.4,26,6.5
E00086100,8.9,33.1,42.7,15.3
E00086101,10.9,44.5,29.7,14.8
E00086102,13,42.8,37.7,6.5
E00086138,49.2,36.7,11.7,2.5
E00086142,42,43.8,9.8,4.5
E00086146,10.9,32.1,32.8,24.1
E00086147,17.7,38.7,33.1,10.5
E00086148,9.5,34.9,38.1,17.5
E00086149,15.7,38,33.1,13.2
E00086150,15,36.1,29.3,19.5
E00086151,13.4,40.3,32.8,13.4
E00086152,7.1,35.4,42.5,15
E00086154,11,42.9,36.4,9.7
E00086155,13.4,35.3,33.6,17.6
E00086156,18,47.7,25,9.4
E00086157,10,50,34,6
E00086158,5.3,33.1,42.9,18.8
E00086159,3.1,31.5,56.2,9.2
E00086160,7.4,24.3,51.5,16.9
E00086162,5.1,34.2,41,19.7
E00086163,4.8,31.7,45.2,18.3
E00086164,11.5,30.4,36.5,21.6
E00086165,8.7,20.6,43.7,27
E00086166,7.4,39.3,41,12.3
E00086167,5.4,27.1,44.2,23.3
E00086170,7.6,35.1,32.8,24.4
E00086171,13.3,46.7,31.4,8.6
E00086173,8,26.5,39.8,25.7
E00086174,29.3,39.1,22.7,8.9
E00086175,9.6,31.9,43.7,14.8
E00086176,13.9,27.9,49.2,9
E00086177,25.6,49.4,18.9,6.1
E00086178,20.5,40.2,27.4,12
E00086180,14.2,35.4,33.1,17.3
E00086181,14.5,36.6,35.9,13
E00086182,10.7,47.5,34.4,7.4
E00086183,17.2,43.4,33.1,6.2
E00086184,10.3,46.7,33.2,9.8
E00086185,22.1,48.5,24.3,5.1
E00086186,18.2,58.9,19.5,3.4
E00086188,19.1,52.1,22.3,6.4
E00086189,8.7,41.3,37.3,12.7
E00086191,16,48.7,26.1,9.2
E00086205,18.6,49,26.5,5.9
E00086206,16.1,46.4,24.1,13.4
E00086207,26.2,49.5,20.6,3.7
E00086208,23.7,46.7,24.4,5.2
E00086209,21.5,51,22.1,5.4
E00086210,21.4,46.2,28.2,4.3
E00086322,11.4,46.1,35.9,6.6
E00086323,17.1,55.8,26.4,0.8
E00086324,17.1,46.3,29.3,7.3
E00086325,20.5,50.4,22.8,6.3
E00086326,30,51.5,15.4,3.1
E00086327,35.5,31.5,26.6,6.5
E00086333,28.6,55.1,15,1.4
E00086350,42.6,46.3,10.2,0.9
E00086351,8.9,50.7,33.6,6.8
E00086356,9.3,44.9,33.9,11.9
E00086363,18.2,59.5,20.7,1.7
E00114828,9.2,31.9,38.7,20.2
E00114830,5.7,48,37.4,8.9
E00114831,26.8,35,28.5,9.8
E00114832,3.2,43.2,40,13.7
E00114833,2.3,42.1,36.8,18.8
E00114834,2.5,31.7,42.5,23.3
E00114835,10,33.3,39.2,17.5
E00114837,5.6,29.8,42.7,21.9
E00114838,10.3,32.5,38.5,18.8
E00114839,3.5,23.1,49,24.5
E00114840,0,37,44.9,18.1
E00114841,6.1,33.3,34.8,25.8
E00114842,6.3,49,35.4,9.4
E00114843,6.1,20.4,57.1,16.3
E00114844,5.2,25.8,48.5,20.6
E00114921,6.5,25.8,36.6,31.2
E00114922,2.4,20,50.4,27.2
E00114923,4.6,25.4,50.9,19.1
E00114924,5.4,33.7,46.7,14.1
E00114925,3.3,37.7,45.9,13.1
E00114926,4.9,24.5,46.9,23.8
E00114927,0,32.8,40.9,26.3
E00114928,9.9,36.4,36.4,17.4
E00114929,4.5,38.3,44.4,12.8
E00114930,3,25.9,47.4,23.7
E00114931,8.3,26.5,43.9,21.2
E00114932,7.4,23.5,50.7,18.4
E00114933,8.4,28.2,36.6,26.7
E00114934,6.3,25,46.1,22.7
E00114935,21.1,36.6,30.9,11.4
E00114936,7.5,44.8,32.8,14.9
E00114937,4.8,25.8,40.3,29
E00114938,4,41.9,37.1,16.9
E00114941,21.2,45.3,28.5,5
E00114943,4.5,21.6,47.7,26.1
E00114944,7.7,38.5,32.5,21.4
E00114945,30.9,43.6,18.2,7.3
E00114946,7.3,28.2,46.8,17.7
E00114947,7.8,29.7,39.8,22.7
E00114949,8.1,36,36,19.9
E00114950,3.9,37.5,41.4,17.2
E00114951,3.2,32.8,48.8,15.2
E00114952,3,38.3,40.7,18
E00114953,2.5,26.4,56.2,14.9
E00114954,6.5,26,44.7,22.8
E00114955,2,29.9,46.3,21.8
E00114956,19,38,28.9,14
E00114957,0,23.9,50.7,25.4
E00114958,5.2,31.4,37.9,25.5
E00114959,14.3,44.4,27.8,13.5
E00114960,23.2,39.3,24.1,13.4
